date,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyEbitda,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables
1995-06-30,,60000000.0,1218000000.0,2074000000.0,,,,5081000000.0,2991000000.0,1181000000.0,893000000.0,238000000.0,110000000,311600000.0,71000000.0,40000000.0,23000000.0,,0.0,-173000000.0,540000000.0,9000000.0,110000000.0,12000000.0,773000000.0,110000000.0,526000000.0,,3223000000.0,-32000000.0,0.3525,1858000000.0,0.0,923000000.0,367000000.0,311600000.0,9000000.0,9000000.0,,,255000000.0,,0.3525,1109000000.0,22000000.0,,-87000000.0,13000000.0,1758000000,-49000000.0,173000000,-1507000000.0,15000000.0,-13000000.0,147000000.0,3049000000.0,1149000000.0,2090000000.0,1151000000.0,54000000.0,,-5000000.0,,164000000.0,244000000,1542000000.0,58000000.0,0.0,6000000.0,,,,,,,,
1995-09-30,,69000000.0,1173000000.0,2043000000.0,,,,5065000000.0,2998000000.0,1147000000.0,896000000.0,226000000.0,91000000,310800000.0,70000000.0,39000000.0,22000000.0,,0.0,-91000000.0,499000000.0,14000000.0,91000000.0,9000000.0,756000000.0,91000000.0,532000000.0,,3154000000.0,-31000000.0,0.295,1911000000.0,0.0,905000000.0,349000000.0,310800000.0,14000000.0,14000000.0,,,265000000.0,,0.295,1072000000.0,9000000.0,,-90000000.0,-63000000.0,1672000000,7000000.0,150000000,-1531000000.0,-9000000.0,5000000.0,159000000.0,3092000000.0,1111000000.0,2067000000.0,1211000000.0,47000000.0,,-25000000.0,,138000000.0,220000000,1561000000.0,53000000.0,0.0,2000000.0,,,,,,,,
1995-12-31,,135000000.0,1157000000.0,1933000000.0,,,,5053000000.0,3086000000.0,1084000000.0,849000000.0,231000000.0,90000000,,74000000.0,50000000.0,21000000.0,-5000000.0,0.0,-176000000.0,504000000.0,56000000.0,90000000.0,6000000.0,735000000.0,90000000.0,538000000.0,,3078000000.0,-31000000.0,,1975000000.0,14000000.0,895000000.0,364000000.0,,56000000.0,56000000.0,,,244000000.0,,,486000000.0,14000000.0,,-165000000.0,-82000000.0,1661000000,121000000.0,140000000,-1561000000.0,-5000000.0,42000000.0,300000000.0,3214000000.0,1145000000.0,1967000000.0,1232000000.0,37000000.0,,-1000000.0,,127000000.0,214000000,1653000000.0,59000000.0,609000000.0,2000000.0,,,,,,,,
1996-03-31,,-19000000.0,1203000000.0,1923000000.0,,,,5130000000.0,3051000000.0,1071000000.0,852000000.0,239000000.0,95000000,310800000.0,75000000.0,42000000.0,21000000.0,,0.0,-49000000.0,533000000.0,3000000.0,95000000.0,6000000.0,739000000.0,95000000.0,525000000.0,,3084000000.0,-31000000.0,0.305,2046000000.0,18000000.0,889000000.0,379000000.0,310800000.0,3000000.0,3000000.0,,4000000.0,251000000.0,,0.3075,1119000000.0,56000000.0,,-55000000.0,-40000000.0,1736000000,-129000000.0,154000000,-1594000000.0,-5000000.0,-53000000.0,36000000.0,3231000000.0,1161000000.0,2079000000.0,1296000000.0,46000000.0,,-1000000.0,,141000000.0,229000000,1637000000.0,65000000.0,0.0,9000000.0,,,,,,,,
1996-06-30,,128000000.0,1227000000.0,1997000000.0,,,,5255000000.0,3153000000.0,1143000000.0,854000000.0,245000000.0,103000000,310800000.0,79000000.0,41000000.0,22000000.0,,0.0,-197000000.0,555000000.0,8000000.0,103000000.0,7000000.0,735000000.0,103000000.0,517000000.0,,3151000000.0,-31000000.0,0.3275,2104000000.0,5000000.0,950000000.0,392000000.0,310800000.0,8000000.0,8000000.0,,1000000.0,266000000.0,,0.33,1113000000.0,3000000.0,,-68000000.0,6000000.0,1782000000,10000000.0,163000000,-1633000000.0,4000000.0,5000000.0,196000000.0,3319000000.0,1154000000.0,2102000000.0,1368000000.0,46000000.0,,-15000000.0,,149000000.0,242000000,1686000000.0,68000000.0,0.0,1000000.0,,,,,,,,
1996-09-30,,121000000.0,1199000000.0,1984000000.0,,,,5277000000.0,3189000000.0,1125000000.0,859000000.0,244000000.0,85000000,309200000.0,82000000.0,31000000.0,21000000.0,,0.0,-84000000.0,520000000.0,25000000.0,85000000.0,7000000.0,736000000.0,85000000.0,528000000.0,,3146000000.0,-31000000.0,0.2725,2131000000.0,4000000.0,953000000.0,393000000.0,309200000.0,25000000.0,25000000.0,,,271000000.0,,0.2775,1131000000.0,8000000.0,,-75000000.0,-95000000.0,1719000000,64000000.0,127000000,-1690000000.0,-35000000.0,17000000.0,196000000.0,3398000000.0,1162000000.0,2088000000.0,1422000000.0,30000000.0,,-33000000.0,,115000000.0,209000000,1708000000.0,67000000.0,0.0,2000000.0,,,,,,,,
1996-12-31,,116000000.0,1216000000.0,1917000000.0,,,,5307000000.0,3290000000.0,1062000000.0,855000000.0,267000000.0,66000000,,84000000.0,30000000.0,21000000.0,,0.0,-162000000.0,508000000.0,22000000.0,66000000.0,10000000.0,729000000.0,66000000.0,530000000.0,,3147000000.0,-31000000.0,,2160000000.0,-21000000.0,968000000.0,418000000.0,,22000000.0,22000000.0,,,281000000.0,,,512000000.0,25000000.0,,-149000000.0,-106000000.0,1724000000,101000000.0,90000000,-1704000000.0,28000000.0,-3000000.0,265000000.0,3496000000.0,1230000000.0,2017000000.0,1402000000.0,14000000.0,,-14000000.0,,80000000.0,174000000,1792000000.0,67000000.0,688000000.0,6000000.0,,,,,,,,
1997-03-31,,-20000000.0,1225000000.0,1961000000.0,,,,5359000000.0,3226000000.0,1121000000.0,840000000.0,257000000.0,101000000,308400000.0,82000000.0,30000000.0,20000000.0,,0.0,-53000000.0,564000000.0,25000000.0,101000000.0,13000000.0,723000000.0,101000000.0,526000000.0,,3169000000.0,-31000000.0,0.3225,2190000000.0,-6000000.0,957000000.0,414000000.0,312800000.0,25000000.0,25000000.0,,,304000000.0,,0.3275,1178000000.0,22000000.0,,-47000000.0,29000000.0,1789000000,-154000000.0,150000000,-1732000000.0,-2000000.0,3000000.0,27000000.0,3475000000.0,1208000000.0,2133000000.0,1472000000.0,44000000.0,,-17000000.0,,145000000.0,232000000,1743000000.0,75000000.0,0.0,11000000.0,,,,,,,,
1997-06-30,,69000000.0,1288000000.0,1898000000.0,,,,5400000000.0,3235000000.0,1055000000.0,843000000.0,272000000.0,126000000,308400000.0,83000000.0,30000000.0,20000000.0,,0.0,-74000000.0,621000000.0,23000000.0,126000000.0,14000000.0,744000000.0,126000000.0,524000000.0,,3126000000.0,-34000000.0,0.4025,2274000000.0,31000000.0,949000000.0,434000000.0,313200000.0,23000000.0,23000000.0,,,278000000.0,,0.41,1198000000.0,25000000.0,,-105000000.0,-102000000.0,1909000000,-31000000.0,187000000,-1755000000.0,-4000000.0,-2000000.0,174000000.0,3517000000.0,1228000000.0,2165000000.0,1564000000.0,56000000.0,,-8000000.0,,182000000.0,270000000,1762000000.0,79000000.0,0.0,7000000.0,,,,,,,,
1997-09-30,,186000000.0,1305000000.0,2267000000.0,,,,5845000000.0,3535000000.0,1387000000.0,880000000.0,272000000.0,54000000,308400000.0,85000000.0,30000000.0,22000000.0,,0.0,-576000000.0,626000000.0,24000000.0,54000000.0,-73000000.0,785000000.0,54000000.0,548000000.0,,3610000000.0,-34000000.0,0.1725,2235000000.0,-50000000.0,1150000000.0,438000000.0,314800000.0,24000000.0,24000000.0,,,357000000.0,,0.175,1313000000.0,23000000.0,,-110000000.0,281000000.0,1931000000,67000000.0,188000000,-1801000000.0,5000000.0,1000000.0,296000000.0,3638000000.0,1343000000.0,2310000000.0,1584000000.0,41000000.0,,-32000000.0,,95000000.0,273000000,1837000000.0,81000000.0,0.0,7000000.0,,,,,,,,
1997-12-31,,90000000.0,1296000000.0,2037000000.0,,,,5465000000.0,3410000000.0,1272000000.0,765000000.0,287000000.0,183000000,,92000000.0,104000000.0,24000000.0,,0.0,172000000.0,638000000.0,53000000.0,129000000.0,93000000.0,734000000.0,129000000.0,685000000.0,,3394000000.0,-34000000.0,,2071000000.0,-10000000.0,966000000.0,463000000.0,,53000000.0,53000000.0,,,310000000.0,,,519000000.0,24000000.0,,-176000000.0,-409000000.0,1934000000,99000000.0,175000000,-1601000000.0,-34000000.0,29000000.0,266000000.0,3360000000.0,1357000000.0,2055000000.0,1376000000.0,63000000.0,,-258000000.0,,246000000.0,267000000,1759000000.0,84000000.0,734000000.0,11000000.0,,,,,,,,
1998-03-31,,-57000000.0,1133000000.0,1997000000.0,,,,5323000000.0,3289000000.0,1291000000.0,706000000.0,263000000.0,105000000,288000000.0,81000000.0,288000000.0,22000000.0,,0.0,162000000.0,554000000.0,46000000.0,105000000.0,48000000.0,693000000.0,105000000.0,647000000.0,,3447000000.0,-32000000.0,0.355,1876000000.0,2000000.0,1030000000.0,426000000.0,294800000.0,46000000.0,46000000.0,,,304000000.0,,0.3625,1162000000.0,53000000.0,,-58000000.0,-170000000.0,1687000000,-138000000.0,128000000,-1464000000.0,-4000000.0,-7000000.0,1000000.0,3076000000.0,1450000000.0,2034000000.0,1449000000.0,50000000.0,,-338000000.0,,155000000.0,209000000,1612000000.0,82000000.0,0.0,12000000.0,,,,,,,,
1998-06-30,,-21000000.0,1118000000.0,1900000000.0,,,,5302000000.0,3282000000.0,1192000000.0,708000000.0,264000000.0,114000000,284400000.0,82000000.0,379000000.0,23000000.0,,0.0,-28000000.0,594000000.0,44000000.0,114000000.0,18000000.0,684000000.0,114000000.0,649000000.0,,3350000000.0,-31000000.0,0.3925,1952000000.0,2000000.0,1017000000.0,428000000.0,291200000.0,44000000.0,44000000.0,,,293000000.0,,0.4,1071000000.0,46000000.0,,-92000000.0,-45000000.0,1712000000,-125000000.0,166000000,-1476000000.0,0.0,-2000000.0,71000000.0,3092000000.0,1450000000.0,2020000000.0,1532000000.0,47000000.0,,-9000000.0,,161000000.0,248000000,1616000000.0,82000000.0,0.0,4000000.0,,,,,,,,
1998-09-30,,103000000.0,1110000000.0,1903000000.0,,,,5493000000.0,3432000000.0,1194000000.0,709000000.0,247000000.0,58000000,284400000.0,82000000.0,396000000.0,23000000.0,,0.0,-204000000.0,510000000.0,47000000.0,58000000.0,6000000.0,687000000.0,58000000.0,668000000.0,,3485000000.0,-31000000.0,0.2,2008000000.0,-57000000.0,1052000000.0,414000000.0,289200000.0,47000000.0,47000000.0,,,326000000.0,,0.205,1186000000.0,44000000.0,,-121000000.0,-17000000.0,1620000000,106000000.0,96000000,-1526000000.0,-22000000.0,3000000.0,224000000.0,3238000000.0,1582000000.0,2061000000.0,1559000000.0,21000000.0,,-2000000.0,,79000000.0,178000000,1712000000.0,85000000.0,0.0,1000000.0,,,,,,,,
1998-12-31,,134000000.0,1074000000.0,2092000000.0,,,,5665000000.0,3683000000.0,1191000000.0,901000000.0,276000000.0,72000000,,86000000.0,333000000.0,21000000.0,,0.0,-211000000.0,532000000.0,80000000.0,72000000.0,26000000.0,707000000.0,72000000.0,821000000.0,,3608000000.0,-32000000.0,,2057000000.0,-3000000.0,1025000000.0,447000000.0,,80000000.0,80000000.0,,,310000000.0,,,445000000.0,47000000.0,,-212000000.0,-102000000.0,1606000000,105000000.0,85000000,-1550000000.0,22000000.0,33000000.0,346000000.0,3387000000.0,1516000000.0,1982000000.0,1321000000.0,18000000.0,,0.0,,90000000.0,171000000,1837000000.0,85000000.0,738000000.0,0.0,,,,,,,,
1999-03-31,,-84000000.0,1086000000.0,2067000000.0,,,,5664000000.0,3602000000.0,1188000000.0,879000000.0,275000000.0,84000000,284800000.0,86000000.0,398000000.0,21000000.0,,-7000000.0,-82000000.0,575000000.0,20000000.0,84000000.0,1000000.0,714000000.0,84000000.0,806000000.0,,3646000000.0,-32000000.0,0.2925,2018000000.0,6000000.0,1015000000.0,432000000.0,288800000.0,20000000.0,20000000.0,,,310000000.0,,0.295,1181000000.0,80000000.0,,-77000000.0,29000000.0,1661000000,-194000000.0,143000000,-1552000000.0,17000000.0,-60000000.0,-7000000.0,3333000000.0,1579000000.0,2062000000.0,1373000000.0,39000000.0,,,,123000000.0,229000000,1781000000.0,71000000.0,0.0,,,,,,,,,
1999-06-30,18000000.0,52000000.0,1528000000.0,3155000000.0,,,,8341000000.0,5563000000.0,2008000000.0,1147000000.0,354000000.0,125000000,286800000.0,115000000.0,1578000000.0,44000000.0,,18000000.0,-1702000000.0,772000000.0,26000000.0,125000000.0,4000000.0,982000000.0,125000000.0,707000000.0,,6216000000.0,-31000000.0,0.4275,2125000000.0,-14000000.0,2463000000.0,546000000.0,291200000.0,44000000.0,26000000.0,,,323000000.0,622000000.0,0.435,1483000000.0,20000000.0,36000000.0,-106000000.0,1550000000.0,2300000000,-125000000.0,226000000,-1574000000.0,43000000.0,6000000.0,158000000.0,3967000000.0,3061000000.0,2778000000.0,1467000000.0,61000000.0,,,,186000000.0,341000000,2393000000.0,77000000.0,0.0,,,,,,,,,
1999-09-30,36000000.0,172000000.0,1490000000.0,3102000000.0,,,,8369000000.0,5596000000.0,1946000000.0,663000000.0,349000000.0,184000000,292800000.0,122000000.0,1201000000.0,47000000.0,,11000000.0,24000000.0,737000000.0,35000000.0,184000000.0,149000000.0,950000000.0,184000000.0,745000000.0,493000000.0,5919000000.0,-33000000.0,0.615,2450000000.0,-10000000.0,2446000000.0,553000000.0,299600000.0,71000000.0,35000000.0,,,352000000.0,795000000.0,0.63,1616000000.0,26000000.0,37000000.0,-130000000.0,-317000000.0,2227000000,151000000.0,184000000,-1601000000.0,-22000000.0,9000000.0,302000000.0,4006000000.0,2817000000.0,2773000000.0,1618000000.0,102000000.0,,,,286000000.0,306000000,2405000000.0,82000000.0,0.0,,,,,,,,,
1999-12-31,84000000.0,46000000.0,1496000000.0,3164000000.0,,,,8437000000.0,5655000000.0,1915000000.0,667000000.0,340000000.0,224000000,,118000000.0,970000000.0,40000000.0,,2000000.0,122000000.0,718000000.0,81000000.0,224000000.0,232000000.0,965000000.0,224000000.0,756000000.0,582000000.0,5813000000.0,-32000000.0,,2624000000.0,-66000000.0,2530000000.0,542000000.0,,165000000.0,81000000.0,,,385000000.0,-258000000.0,,511000000.0,35000000.0,37000000.0,-183000000.0,-305000000.0,2214000000,93000000.0,176000000,-1593000000.0,-48000000.0,46000000.0,229000000.0,3962000000.0,2649000000.0,2782000000.0,1804000000.0,144000000.0,,,,368000000.0,294000000,2369000000.0,84000000.0,1168000000.0,0.0,,,,,,,,
2000-03-31,34000000.0,-123000000.0,1546000000.0,3315000000.0,,,,8602000000.0,5682000000.0,2104000000.0,671000000.0,362000000.0,131000000,291600000.0,117000000.0,927000000.0,44000000.0,,2000000.0,7000000.0,779000000.0,67000000.0,131000000.0,29000000.0,975000000.0,131000000.0,732000000.0,540000000.0,5939000000.0,-32000000.0,0.4425,2663000000.0,51000000.0,2630000000.0,563000000.0,295200000.0,101000000.0,67000000.0,,,438000000.0,724000000.0,0.45,1697000000.0,81000000.0,36000000.0,-65000000.0,37000000.0,2325000000,-292000000.0,216000000,-1688000000.0,-14000000.0,-14000000.0,-58000000.0,4008000000.0,2624000000.0,2920000000.0,1903000000.0,70000000.0,,-96000000.0,,201000000.0,333000000,2320000000.0,84000000.0,0.0,,,,,,,,,
2000-06-30,67000000.0,172000000.0,1547000000.0,3711000000.0,,,,8614000000.0,5648000000.0,2490000000.0,671000000.0,356000000.0,145000000,292800000.0,114000000.0,425000000.0,45000000.0,,4000000.0,-104000000.0,788000000.0,78000000.0,145000000.0,32000000.0,965000000.0,145000000.0,756000000.0,550000000.0,5846000000.0,-32000000.0,0.49,2768000000.0,-40000000.0,2607000000.0,557000000.0,296400000.0,145000000.0,78000000.0,,,430000000.0,716000000.0,0.4975,526000000.0,67000000.0,36000000.0,-85000000.0,-142000000.0,2335000000,-28000000.0,231000000,-1744000000.0,26000000.0,11000000.0,257000000.0,4029000000.0,2135000000.0,2966000000.0,2016000000.0,73000000.0,,0.0,,218000000.0,345000000,2285000000.0,87000000.0,1184000000.0,,,,,,,,,
2000-09-30,169000000.0,85000000.0,1473000000.0,3764000000.0,,,,8684000000.0,5708000000.0,2447000000.0,675000000.0,337000000.0,93000000,288000000.0,123000000.0,371000000.0,40000000.0,,2000000.0,72000000.0,718000000.0,32000000.0,93000000.0,8000000.0,981000000.0,93000000.0,801000000.0,642000000.0,5812000000.0,-32000000.0,0.32,2872000000.0,327000000.0,2631000000.0,546000000.0,291200000.0,201000000.0,32000000.0,,,438000000.0,760000000.0,0.3225,452000000.0,78000000.0,35000000.0,-87000000.0,-290000000.0,2191000000,-16000000.0,172000000,-1744000000.0,-5000000.0,-46000000.0,172000000.0,4020000000.0,2048000000.0,2976000000.0,2077000000.0,47000000.0,,-193000000.0,,140000000.0,295000000,2276000000.0,86000000.0,1225000000.0,,,,,,,,,
2000-12-31,44000000.0,-105000000.0,1064000000.0,3663000000.0,,,,8180000000.0,5609000000.0,2447000000.0,679000000.0,244000000.0,-6000000,,108000000.0,557000000.0,48000000.0,,3000000.0,1000000.0,394000000.0,82000000.0,84000000.0,11000000.0,872000000.0,84000000.0,753000000.0,537000000.0,5770000000.0,-31000000.0,,2410000000.0,17000000.0,2582000000.0,364000000.0,,126000000.0,82000000.0,,,354000000.0,-300000000.0,,485000000.0,32000000.0,34000000.0,-149000000.0,7000000.0,1458000000,59000000.0,30000000,-1773000000.0,-58000000.0,52000000.0,44000000.0,4047000000.0,2107000000.0,2571000000.0,1410000000.0,-1000000.0,,-128000000.0,,-7000000.0,138000000,2274000000.0,12000000.0,1065000000.0,,,,,,,,,
2001-03-31,257000000.0,46000000.0,1407000000.0,3692000000.0,436000000.0,,1272000000.0,8193000000.0,5365000000.0,2498000000.0,679000000.0,321000000.0,50000000,276000000.0,115000000.0,482000000.0,42000000.0,-212000000.0,11000000.0,-17000000.0,576000000.0,120000000.0,50000000.0,49000000.0,840000000.0,50000000.0,0.0,515000000.0,5766000000.0,-30000000.0,0.18,2427000000.0,3000000.0,2495000000.0,479000000.0,280400000.0,377000000.0,120000000.0,,,0.0,,0.1825,460000000.0,82000000.0,,-63000000.0,-54000000.0,1983000000,-7000000.0,97000000,-1773000000.0,-11000000.0,38000000.0,109000000.0,3903000000.0,2074000000.0,2828000000.0,1430000000.0,54000000.0,,-4000000.0,,104000000.0,212000000,2130000000.0,68000000.0,696000000.0,,,,,,,,,
2001-06-30,102000000.0,116000000.0,1311000000.0,3741000000.0,445000000.0,,1215000000.0,7867000000.0,5328000000.0,2544000000.0,677000000.0,303000000.0,49000000,278000000.0,112000000.0,105000000.0,38000000.0,152000000.0,14000000.0,111000000.0,560000000.0,105000000.0,49000000.0,-3000000.0,781000000.0,49000000.0,0.0,520000000.0,5409000000.0,-30000000.0,0.1725,2458000000.0,2000000.0,2474000000.0,445000000.0,282800000.0,207000000.0,105000000.0,,,0.0,,0.175,332000000.0,120000000.0,,-76000000.0,-318000000.0,1871000000,45000000.0,115000000,-1773000000.0,-14000000.0,-15000000.0,192000000.0,3878000000.0,1668000000.0,2539000000.0,1449000000.0,25000000.0,,0.0,,74000000.0,227000000,2105000000.0,53000000.0,786000000.0,,,,,,,,,
2001-09-30,,130000000.0,1326000000.0,3559000000.0,548000000.0,1902000000.0,1171000000.0,7893000000.0,5306000000.0,2327000000.0,674000000.0,300000000.0,40000000,278400000.0,112000000.0,189000000.0,33000000.0,-10000000.0,2000000.0,16000000.0,424000000.0,100000000.0,40000000.0,26000000.0,739000000.0,40000000.0,0.0,558000000.0,5439000000.0,-30000000.0,0.1425,2454000000.0,8000000.0,544000000.0,356000000.0,283600000.0,211000000.0,211000000.0,,,0.0,2454000000.0,0.145,329000000.0,105000000.0,,-64000000.0,-215000000.0,1750000000,108000000.0,68000000,-1773000000.0,-43000000.0,-5000000.0,194000000.0,3828000000.0,1880000000.0,2587000000.0,,21000000.0,,-9000000.0,,61000000.0,180000000,2055000000.0,56000000.0,814000000.0,,,,,,,,,
2001-12-31,199000000.0,178000000.0,1280000000.0,3502000000.0,416000000.0,,1070000000.0,7646000000.0,5259000000.0,2252000000.0,670000000.0,296000000.0,30000000,,110000000.0,188000000.0,29000000.0,-84000000.0,-27000000.0,-169000000.0,415000000.0,112000000.0,30000000.0,0.0,681000000.0,30000000.0,774000000.0,580000000.0,5171000000.0,-30000000.0,,2475000000.0,9000000.0,2435000000.0,347000000.0,,311000000.0,112000000.0,,,172000000.0,-355000000.0,,418000000.0,100000000.0,35000000.0,-92000000.0,-89000000.0,1695000000,44000000.0,68000000,-1766000000.0,66000000.0,12000000.0,270000000.0,3816000000.0,1669000000.0,2387000000.0,1447000000.0,9000000.0,,1000000.0,,39000000.0,178000000,2050000000.0,51000000.0,647000000.0,,,,,,,,,
2002-03-31,,43000000.0,1286000000.0,3374000000.0,402000000.0,1918000000.0,1096000000.0,7550000000.0,5179000000.0,2144000000.0,669000000.0,310000000.0,33000000,280400000.0,95000000.0,197000000.0,27000000.0,,24000000.0,-6000000.0,437000000.0,94000000.0,33000000.0,3000000.0,668000000.0,33000000.0,747000000.0,561000000.0,5043000000.0,-30000000.0,0.1175,2507000000.0,2000000.0,515000000.0,365000000.0,284800000.0,262000000.0,262000000.0,,32000000.0,0.0,2507000000.0,0.12,356000000.0,112000000.0,,-40000000.0,-95000000.0,1723000000,-46000000.0,72000000,-1766000000.0,1000000.0,-18000000.0,83000000.0,3765000000.0,1669000000.0,2371000000.0,,15000000.0,,,,48000000.0,167000000,1999000000.0,55000000.0,714000000.0,,,,,,,,,
2002-06-30,,185000000.0,1364000000.0,3184000000.0,441000000.0,1935000000.0,1171000000.0,7655000000.0,5155000000.0,1935000000.0,665000000.0,305000000.0,88000000,288400000.0,92000000.0,344000000.0,27000000.0,,16000000.0,-134000000.0,517000000.0,64000000.0,88000000.0,-8000000.0,669000000.0,88000000.0,737000000.0,584000000.0,5074000000.0,-31000000.0,0.3025,2581000000.0,-12000000.0,509000000.0,355000000.0,288400000.0,322000000.0,322000000.0,,,0.0,2581000000.0,0.31,374000000.0,94000000.0,,-47000000.0,-128000000.0,1881000000,35000000.0,162000000,-1766000000.0,17000000.0,-30000000.0,232000000.0,3740000000.0,1890000000.0,2500000000.0,,39000000.0,,,,127000000.0,254000000,1974000000.0,50000000.0,731000000.0,,,,,,,,,
2002-09-30,,276000000.0,1316000000.0,3041000000.0,493000000.0,,1139000000.0,7470000000.0,5007000000.0,1833000000.0,657000000.0,302000000.0,93000000,283200000.0,94000000.0,199000000.0,26000000.0,-34000000.0,0.0,3000000.0,514000000.0,89000000.0,93000000.0,-3000000.0,634000000.0,93000000.0,711000000.0,551000000.0,4865000000.0,-31000000.0,0.325,2605000000.0,-5000000.0,2398000000.0,353000000.0,287600000.0,379000000.0,379000000.0,,,0.0,2605000000.0,0.33,368000000.0,64000000.0,,-52000000.0,-306000000.0,1830000000,138000000.0,161000000,-1766000000.0,21000000.0,25000000.0,328000000.0,3664000000.0,1824000000.0,2463000000.0,,39000000.0,,,,132000000.0,255000000,1898000000.0,51000000.0,764000000.0,1000000.0,,,,,,,,
2002-12-31,353000000.0,168000000.0,1306000000.0,3102000000.0,424000000.0,,1032000000.0,7138000000.0,4681000000.0,1887000000.0,652000000.0,300000000.0,67000000,,95000000.0,201000000.0,24000000.0,-58000000.0,0.0,-278000000.0,469000000.0,75000000.0,67000000.0,-6000000.0,698000000.0,67000000.0,306000000.0,563000000.0,4836000000.0,-31000000.0,,2302000000.0,10000000.0,2420000000.0,347000000.0,,428000000.0,75000000.0,,,118000000.0,-749000000.0,,488000000.0,89000000.0,35000000.0,-89000000.0,7000000.0,1775000000,120000000.0,122000000,-1879000000.0,9000000.0,-14000000.0,257000000.0,3834000000.0,1734000000.0,2457000000.0,1603000000.0,25000000.0,,,,92000000.0,217000000,1955000000.0,47000000.0,621000000.0,4000000.0,,,,,,,,
2003-03-31,43000000.0,-47000000.0,1415000000.0,3090000000.0,403000000.0,,1231000000.0,7262000000.0,4853000000.0,1874000000.0,651000000.0,329000000.0,72000000,288400000.0,98000000.0,205000000.0,24000000.0,,0.0,42000000.0,510000000.0,59000000.0,72000000.0,-3000000.0,777000000.0,72000000.0,366000000.0,565000000.0,4882000000.0,-31000000.0,0.25,2380000000.0,-10000000.0,2440000000.0,384000000.0,288400000.0,102000000.0,59000000.0,,314000000.0,0.0,736000000.0,0.2525,473000000.0,75000000.0,,-43000000.0,-54000000.0,1925000000,-204000000.0,126000000,-1879000000.0,30000000.0,-16000000.0,-4000000.0,3926000000.0,1792000000.0,2409000000.0,1644000000.0,27000000.0,,,,99000000.0,224000000,2047000000.0,55000000.0,711000000.0,6000000.0,,,,,,,,
2003-06-30,342000000.0,192000000.0,1498000000.0,3167000000.0,426000000.0,,1269000000.0,7656000000.0,4910000000.0,1913000000.0,647000000.0,339000000.0,93000000,290000000.0,103000000.0,53000000.0,24000000.0,,0.0,-375000000.0,529000000.0,87000000.0,93000000.0,12000000.0,753000000.0,93000000.0,377000000.0,607000000.0,4850000000.0,-31000000.0,0.3175,2806000000.0,-3000000.0,2462000000.0,395000000.0,294000000.0,429000000.0,87000000.0,,-298000000.0,0.0,1100000000.0,0.3225,473000000.0,59000000.0,,-67000000.0,144000000.0,2027000000,34000000.0,134000000,-1879000000.0,29000000.0,28000000.0,259000000.0,3950000000.0,1683000000.0,2746000000.0,1706000000.0,29000000.0,,,,122000000.0,237000000,2071000000.0,56000000.0,731000000.0,321000000.0,,,,,,,,
