date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,quarterlyGrossProfit,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue
2016-03-31,159564000000.0,-2142000000.0,38028000000.0,-24120000000.0,539760000000.0,,-32885000000,18975000000.0,-33480000000,-145081000000.0,551916000000.0,-443000000.0,254010000000.0,415379000000.0,132965000000,-1183000000,279186000000.0,-78991000000.0,108600000000.0,92029000000.0,743128000000.0,52001000000.0,-169201000000.0,58482000000.0,-33480000000,3824085000000.0,2450298000000.0,560026000000.0,451426000000.0,560952000000.0,0.0,52069000000.0,228464000000.0,-17000000.0,1354000000,,,,43133000000.0,1812882000000.0,-148840000000.0,191089000000.0,25198000000.0,-1183000000.0,281155000000,-36654000000,414121000000,28064000000.0,451426000000.0,6484000000.0,36088000000.0,,-8000000.0,19287000000,1523127000000.0,0.0,857213000000.0,1373787000000.0,-7766000000.0,,317809000000,955669000000.0,-34068000000,1948692000000.0,123469000000.0,,779316000000.0,175247000000.0,-1315000000.0,,,64145000000.0,173152000000.0,,,,
2016-06-30,269696000000.0,-2670000000.0,112434000000.0,-14419000000.0,739779000000.0,63.375,100344000000,18164000000.0,99527000000,50770000000.0,529339000000.0,-359000000.0,242201000000.0,426781000000.0,135395000000,49333000000,255837000000.0,157591000000.0,151101000000.0,76550000000.0,662001000000.0,43803000000.0,36351000000.0,-33635000000.0,99527000000,3817012000000.0,2343484000000.0,732771000000.0,581670000000.0,451426000000.0,0.0,1597000000.0,214625000000.0,-55000000000.0,5372000000,,1570445759.0,,62043000000.0,1947729000000.0,-29091000000.0,190310000000.0,1014000000.0,49333000000.0,298610000000,152933000000,434005000000,-5614000000.0,581670000000.0,-6972000000.0,1000000.0,,-20994000000.0,198852000000,1549977000000.0,,822761000000.0,1473528000000.0,-63410000000.0,63.65,145677000000,1124968000000.0,149677000000,1808683000000.0,112092000000.0,,706672000000.0,144955000000.0,-2781000000.0,,1563660644.0,56928000000.0,161628000000.0,,,,
2016-09-30,280706000000.0,-2154000000.0,-14348000000.0,-22764000000.0,739798000000.0,15.805,25265000000,18076000000.0,24773000000,61004000000.0,537486000000.0,-491000000.0,237923000000.0,436535000000.0,141462000000,-19923000000,234027000000.0,41205000000.0,120032000000.0,75416000000.0,608537000000.0,62498000000.0,38240000000.0,-13365000000.0,24773000000,3801817000000.0,2317516000000.0,739176000000.0,619144000000.0,581670000000.0,0.0,25065000000.0,211467000000.0,0.0,5749000000,,1567415375.0,,61455000000.0,1922774000000.0,-3625000000.0,196877000000.0,16497000000.0,-19923000000.0,275333000000,9143000000,416795000000,-5451000000.0,619144000000.0,8295000000.0,0.0,,-2106000000.0,73589000000,1573629000000.0,,808837000000.0,1484302000000.0,-7452000000.0,15.86,266190000000,1113937000000.0,5342000000,1819158000000.0,108159000000.0,,697261000000.0,145984000000.0,-8432000000.0,,1561979823.0,59696000000.0,154466000000.0,,,,
2016-12-31,302381000000.0,-2374000000.0,-66639000000.0,-36206000000.0,740055000000.0,26.365,42428000000,16998000000.0,41374000000,25131000000.0,523314000000.0,474000000.0,222910000000.0,490300000000.0,147490000000,11373000000,282284000000.0,-70483000000.0,179281000000.0,71833000000.0,684861000000.0,41210000000.0,-11075000000.0,-54966000000.0,41374000000,4142032000000.0,2485771000000.0,738447000000.0,559166000000.0,619144000000.0,0.0,30017000000.0,235844000000.0,-15000000000.0,5889000000,,1569277451.0,,78175000000.0,2097623000000.0,-62687000000.0,231832000000.0,16235000000.0,11373000000.0,317555000000,55355000000,465045000000,-28974000000.0,559166000000.0,4642000000.0,-2000000.0,,-7000000.0,100900000000,1546995000000.0,,957948000000.0,1656260000000.0,-63178000000.0,26.495,262200000000,1139675000000.0,53801000000,1981581000000.0,115036000000.0,,777344000000.0,148434000000.0,-12703000000.0,,1561577656.0,71215000000.0,163270000000.0,,,,
2017-03-31,303047000000.0,-6564000000.0,258449000000.0,-38638000000.0,599862000000.0,,-52523000000,44910000000.0,-50734000000,124458000000.0,530152000000.0,-1170000000.0,226294000000.0,423405000000.0,134407000000,-12950000000,374060000000.0,-232744000000.0,56683000000.0,88504000000.0,1065835000000.0,75276000000.0,85820000000.0,64651000000.0,-50734000000,4355782000000.0,3095122000000.0,376138000000.0,319455000000.0,559166000000.0,0.0,18589000000.0,545028000000.0,-12106000000.0,6240000000,,,,70584000000.0,2406817000000.0,150568000000.0,240623000000.0,8811000000.0,-12950000000.0,281798000000,-61563000000,416205000000,-615652000000.0,319455000000.0,-2079000000.0,-1000000.0,,-10000000.0,16043000000,1511817000000.0,,1366091000000.0,1260662000000.0,-7648000000.0,,343361000000,1040726000000.0,-65473000000,1894261000000.0,165158000000.0,,1022711000000.0,179687000000.0,3151000000.0,,,75146000000.0,159214000000.0,,,,
2017-06-30,298241000000.0,-943000000.0,-87828000000.0,-27626000000.0,941212000000.0,92.195,144989000000,45318000000.0,144789000000,74564000000.0,532337000000.0,-267000000.0,234679000000.0,444902000000.0,120868000000,53253000000,292156000000.0,86069000000.0,57979000000.0,75688000000.0,1055752000000.0,45999000000.0,46938000000.0,-17388000000.0,144789000000,4345922000000.0,3075106000000.0,490281000000.0,432302000000.0,341252000000.0,0.0,11255000000.0,203635000000.0,,9964000000,,1570464776.0,,87903000000.0,2309139000000.0,-25274000000.0,219633000000.0,-18438000000.0,53253000000.0,327372000000,194975000000,448240000000,99334000000.0,432302000000.0,-5399000000.0,-2000000.0,,-18714000000.0,254205000000,1586328000000.0,-1471000000.0,939624000000.0,1270818000000.0,-63493000000.0,92.805,132397000000,1369515000000.0,198242000000,2014570000000.0,156478000000.0,,1052983000000.0,145867000000.0,-5724000000.0,,1560142234.0,72982000000.0,154350000000.0,,,,
2017-09-30,307348000000.0,-3410000000.0,-20302000000.0,-55587000000.0,997369000000.0,17.835,27681000000,49390000000.0,28028000000,92466000000.0,541209000000.0,772000000.0,234300000000.0,466482000000.0,121873000000,7065000000,260656000000.0,-3976000000.0,29771000000.0,79408000000.0,1092637000000.0,38192000000.0,36879000000.0,-17645000000.0,28028000000,4375955000000.0,3153958000000.0,460666000000.0,430895000000.0,432302000000.0,0.0,3091000000.0,139989000000.0,,6019000000,,1571516681.0,,89787000000.0,2270258000000.0,14573000000.0,209677000000.0,10879000000.0,7065000000.0,311303000000,39374000000,433177000000,-76142000000.0,430895000000.0,2380000000.0,3000000.0,,-15000000.0,78957000000,1614365000000.0,-16316000000.0,838769000000.0,1221996000000.0,-7473000000.0,17.945,271929000000,1431489000000.0,34746000000,2085734000000.0,154515000000.0,,1072962000000.0,151396000000.0,-8882000000.0,,1561883533.0,55183000000.0,163560000000.0,,,,
2017-12-31,312900000000.0,-1210000000.0,-68131000000.0,-19863000000.0,998467000000.0,43.295,68019000000,49543000000.0,68089000000,85078000000.0,541688000000.0,-33847000000.0,225101000000.0,511673000000.0,142287000000,-13116000000,282635000000.0,7932000000.0,26227000000.0,81564000000.0,1073469000000.0,43569000000.0,65215000000.0,-42744000000.0,68089000000,4410558000000.0,3144581000000.0,466480000000.0,440253000000.0,430895000000.0,0.0,7321000000.0,140000000000.0,,6777000000,,1572675829.0,,96811000000.0,2276475000000.0,-7822000000.0,223452000000.0,8396000000.0,-13116000000.0,345864000000,87939000000,488151000000,-9013000000.0,440253000000.0,10272000000.0,2000000.0,,-15000000.0,105249000000,1609841000000.0,0.0,878170000000.0,1265978000000.0,-64386000000.0,43.585,257925000000,1398305000000.0,54903000000,2113885000000.0,116462000000.0,,1078236000000.0,159076000000.0,-738000000.0,,1562211770.0,55088000000.0,166059000000.0,,,,
2018-03-31,304385000000.0,1487000000.0,-149965000000.0,-25186000000.0,985644000000.0,,-53981000000,77977000000.0,-54020000000,125746000000.0,536801000000.0,1142000000.0,212944000000.0,420247000000.0,110892000000,-16705000000,296757000000.0,-131739000000.0,80646000000.0,88782000000.0,1014264000000.0,54367000000.0,100560000000.0,77130000000.0,-54020000000,4106463000000.0,3027655000000.0,375168000000.0,294522000000.0,440253000000.0,0.0,19076000000.0,18000000.0,,9167000000,,,,67694000000.0,2089054000000.0,52736000000.0,240259000000.0,6025000000.0,-16705000000.0,290071000000,-80498000000,400963000000,-107521000000.0,294522000000.0,6466000000.0,2905000000.0,,-12000000.0,-7152000000,1557307000000.0,-10541000000.0,737509000000.0,1078808000000.0,-6541000000.0,,370569000000,1351545000000.0,-70686000000,1997424000000.0,90725000000.0,,1029248000000.0,171766000000.0,28350000000.0,,,57912000000.0,159523000000.0,,,,
2018-06-30,331069000000.0,-12899000000.0,-82164000000.0,-35263000000.0,993786000000.0,49.745,78080000000,90753000000.0,78242000000,40471000000.0,528155000000.0,3560000000.0,221424000000.0,450768000000.0,120590000000,15783000000,315832000000.0,-58783000000.0,19147000000.0,71966000000.0,1057985000000.0,38562000000.0,5208000000.0,-41240000000.0,78242000000,4159577000000.0,3116029000000.0,250627000000.0,231480000000.0,294973000000.0,0.0,89865000000.0,1185000000.0,-7305000000.0,14794000000,,1572861594.0,,62747000000.0,2093003000000.0,-80448000000.0,225492000000.0,-4726000000.0,15783000000.0,329244000000,98870000000,449834000000,-17090000000.0,235693000000.0,-12453000000.0,8737000000.0,3931000000.0,-1153000000.0,147219000000,1593297000000.0,-59968000000.0,733444000000.0,1043548000000.0,-64970000000.0,50.025,230374000000,1359559000000.0,93863000000,2043500000000.0,101445000000.0,,1053998000000.0,145028000000.0,-12237000000.0,-630000000.0,1564057971.0,69964000000.0,152805000000.0,,,,
2018-09-30,336384000000.0,-5556000000.0,-15010000000.0,-23156000000.0,879621000000.0,30.74,48409000000,90522000000.0,48426000000,77363000000.0,533088000000.0,471000000.0,233304000000.0,461436000000.0,110751000000,18508000000,291864000000.0,77301000000.0,20281000000.0,79466000000.0,1067172000000.0,39414000000.0,54207000000.0,-3481000000.0,48426000000,4274839000000.0,3166896000000.0,337361000000.0,317080000000.0,235693000000.0,0.0,20105000000.0,120913000000.0,-3035000000.0,9109000000,,1575341574.0,,61296000000.0,2102678000000.0,-19395000000.0,225752000000.0,4496000000.0,18508000000.0,320026000000,73086000000,430777000000,14948000000.0,317080000000.0,-9032000000.0,5240000000.0,5453000000.0,-5000000.0,115440000000,1648094000000.0,-6781000000.0,844192000000.0,1107943000000.0,-6478000000.0,30.865,246940000000,1258486000000.0,66917000000,2168358000000.0,120995000000.0,,1085706000000.0,148755000000.0,-224000000.0,-654000000.0,1568961607.0,68130000000.0,145136000000.0,,,,
2018-12-31,282855000000.0,-4993000000.0,1509147000000.0,-31145000000.0,2428040000000.0,23.95,37864000000,89248000000.0,37766000000,93162000000.0,601774000000.0,-47991000000.0,223398000000.0,509502000000.0,138514000000,9735000000,303509000000.0,-9584000000.0,1566330000000.0,77461000000.0,1020216000000.0,38329000000.0,62017000000.0,-57571000000.0,37766000000,5767223000000.0,3097151000000.0,1864203000000.0,297873000000.0,317080000000.0,0.0,1129000000.0,120743000000.0,-1583107000000.0,22275000000,,1576868476.0,,60446000000.0,3724645000000.0,-36435000000.0,248616000000.0,24375000000.0,9735000000.0,360888000000,112464000000,499402000000,-1611893000000.0,297873000000.0,6110000000.0,16874000000.0,5503000000.0,-6000000.0,108203000000,1614904000000.0,0.0,871707000000.0,2670072000000.0,-64318000000.0,24.07,248424000000,2852938000000.0,47599000000,2038682000000.0,105684000000.0,,1053506000000.0,153894000000.0,-1287000000.0,-315000000.0,1569007063.0,64503000000.0,215964000000.0,,,,
2019-03-31,306899000000.0,-12781000000.0,1534264000000.0,-44550000000.0,4766005000000.0,,-55339000000,87472000000.0,-55308000000,117483000000.0,1316531000000.0,48932000000.0,986744000000.0,660999000000.0,289835000000,-58144000000,686373000000.0,430084000000.0,23276000000.0,139405000000.0,4860368000000.0,156141000000.0,72933000000.0,88910000000.0,-55308000000,13872322000000.0,10821664000000.0,725369000000.0,702093000000.0,297873000000.0,0.0,-46064000000.0,984946000000.0,1576348000000.0,6640000000,84226000000.0,,1954952000000.0,119485000000.0,8708734000000.0,138877000000.0,212348000000.0,-40558000000.0,-58144000000.0,427376000000,-129794000000,717211000000,-1221663000000.0,702093000000.0,74053000000.0,29629000000.0,5197000000.0,-8000000.0,49298000000,1569365000000.0,-2891937000000.0,2510931000000.0,3050658000000.0,-7186000000.0,,557170000000,6197803000000.0,-113483000000,5159582000000.0,867061000000.0,-638421000000.0,4161403000000.0,269922000000.0,78022000000.0,-142000000.0,,190574000000.0,310960000000.0,,,,
2019-06-30,308937000000.0,-2332000000.0,-177700000000.0,-42981000000.0,5131983000000.0,-6.64,-20636000000,94213000000.0,-20660000000,120789000000.0,1481113000000.0,2344000000.0,902522000000.0,760144000000.0,300592000000,-4550000000,725300000000.0,-98514000000.0,21342000000.0,116866000000.0,4580341000000.0,176332000000.0,77808000000.0,,-20660000000,13550424000000.0,10618268000000.0,615087000000.0,593745000000.0,702722000000.0,0.0,14458000000.0,520665000000.0,-3133000000.0,46064000000,,3111456000.0,,93956000000.0,8675973000000.0,-26925000000.0,278886000000.0,-30296000000.0,-4550000000.0,548529000000,9866000000,849121000000,-41603000000.0,593745000000.0,52642000000.0,39599000000.0,4277000000.0,-3000000.0,197210000000,1405026000000.0,-4650000000.0,2006623000000.0,2932156000000.0,-132749000000.0,-6.64,538663000000,6669350000000.0,-25186000000,4870365000000.0,809729000000.0,,4064572000000.0,239213000000.0,-8158000000.0,-7466000000.0,3111456000.0,108093000000.0,480500000000.0,,,,
2019-09-30,350578000000.0,-840000000.0,-633970000000.0,-33456000000.0,4853219000000.0,17.235,53916000000,92449000000.0,53844000000,220298000000.0,1457060000000.0,1687000000.0,840840000000.0,779431000000.0,271710000000,-56287000000,578502000000.0,-41655000000.0,13916000000.0,113497000000.0,4425199000000.0,165638000000.0,186842000000.0,,53844000000,12880141000000.0,10505701000000.0,557433000000.0,543517000000.0,593745000000.0,0.0,26124000000.0,171391000000.0,-813000000.0,53204000000,,3124310000.0,,175698000000.0,8010457000000.0,34507000000.0,280409000000.0,-11181000000.0,-56287000000.0,539338000000,40444000000,811048000000,372017000000.0,543517000000.0,18339000000.0,44904000000.0,9247000000.0,-3721000000.0,216471000000,1477589000000.0,70000000.0,1634634000000.0,2374440000000.0,-8062000000.0,17.28,498894000000,6375823000000.0,-2371000000,4865714000000.0,804422000000.0,,4029507000000.0,223256000000.0,-909000000.0,-630277000000.0,3116400000.0,104697000000.0,470962000000.0,,,,
