date,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyDilutedAverageShares,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyInventory
2000-09-30,75100000.0,-94700000.0,220000000.0,0.125,40500000,27000000.0,22600000.0,-258700000.0,-43600000.0,,77400000,,,134900000.0,,72900000,152500000,,16000000.0,128700000.0,4500000.0,168300000.0,494500000.0,324400000.0,558100000.0,195500000.0,57900000.0,,142600000.0,-261100000.0,,,,338100000.0,-400000.0,152500000.0,39500000.0,,40500000,40500000,22600000.0,,22600000.0,,,79600000.0,72500000.0,14200000.0,32000000.0,42900000.0,1700000.0,,326200000.0,,,-17900000.0,,0.125,71600000.0,129900000.0,-84200000.0,-451600000.0,5000000.0,112700000.0,,297000000.0,-4000000.0,,,,73800000.0,54800000.0,107300000.0,,,,
2000-12-31,-109300000.0,147300000.0,253100000.0,,40400000,-4800000.0,119100000.0,-223200000.0,3800000.0,,80800000,,,57900000.0,,77000000,161100000,,17700000.0,120700000.0,-2200000.0,277600000.0,495000000.0,,680800000.0,300000000.0,57500000.0,,127700000.0,-282500000.0,,,,427700000.0,-1000000.0,-28500000.0,-2700000.0,,40400000,40400000,119100000.0,,119100000.0,,,-105500000.0,72400000.0,13700000.0,32000000.0,43400000.0,1700000.0,,,,,-211200000.0,,,63600000.0,60000000.0,40600000.0,-451600000.0,-2100000.0,117700000.0,,398300000.0,-1900000.0,,,,96500000.0,22600000.0,135400000.0,,,,
2001-03-31,86300000.0,-7100000.0,293600000.0,0.15,48000000,-2900000.0,99000000.0,-182300000.0,4100000.0,,93900000,,,68800000.0,,89800000,180200000,,19700000.0,119800000.0,,279800000.0,493900000.0,318000000.0,723500000.0,300000000.0,57100000.0,123700000.0,129900000.0,-323900000.0,,,,429900000.0,-3500000.0,180200000.0,100000.0,,48000000,48000000,99000000.0,,99000000.0,150400000.0,,90400000.0,86300000.0,13100000.0,38300000.0,42300000.0,1700000.0,,322200000.0,,15600000.0,0.0,,0.15,64400000.0,71800000.0,-88000000.0,-451600000.0,-3000000.0,0.0,,399600000.0,-3300000.0,-96500000.0,,,-20100000.0,119100000.0,143200000.0,,,,
2001-06-30,97200000.0,-7100000.0,287600000.0,0.17,55500000,-7800000.0,164400000.0,-133900000.0,4000000.0,,108000000,,,64700000.0,,104000000,205200000,,2200000.0,124100000.0,,337900000.0,493600000.0,316000000.0,718500000.0,300000000.0,56000000.0,117500000.0,130900000.0,-256500000.0,,,,430900000.0,-4100000.0,205200000.0,-6700000.0,,55500000,55500000,164400000.0,,164400000.0,145500000.0,,101200000.0,99900000.0,12400000.0,44400000.0,42000000.0,1700000.0,,322400000.0,,19000000.0,0.0,,0.175,69700000.0,61700000.0,11900000.0,-451600000.0,,0.0,,462000000.0,-3300000.0,0.0,,,65400000.0,99000000.0,142100000.0,,,,
2001-09-30,92300000.0,-7100000.0,339000000.0,0.155,49900000,-5500000.0,174700000.0,-91100000.0,4400000.0,,98100000,,,94000000.0,,93700000,190400000,,50500000.0,127300000.0,,346200000.0,494300000.0,316400000.0,769100000.0,300000000.0,59100000.0,112400000.0,130100000.0,-295600000.0,,,,430100000.0,-3900000.0,190400000.0,-4200000.0,,49900000,49900000,174700000.0,,174700000.0,135600000.0,,96700000.0,89800000.0,11700000.0,39900000.0,42700000.0,1700000.0,,323000000.0,,16000000.0,0.0,,0.16,72900000.0,104800000.0,-89900000.0,-451600000.0,,0.0,,473500000.0,-2400000.0,-98800000.0,,,10300000.0,164400000.0,203400000.0,,,,
2001-12-31,-134200000.0,-7000000.0,359300000.0,,58800000,-13800000.0,163200000.0,-39300000.0,4500000.0,,115500000,,,64000000.0,,111000000,220900000,,1500000.0,134200000.0,,371200000.0,123400000.0,,809500000.0,300000000.0,59600000.0,148400000.0,150200000.0,-304100000.0,,,,450200000.0,11400000.0,-18700000.0,0.0,,58800000,58800000,163200000.0,,163200000.0,,,-129700000.0,105900000.0,10300000.0,47100000.0,42900000.0,1700000.0,,,,12300000.0,0.0,,,81000000.0,68000000.0,-67000000.0,-80500000.0,-4000000.0,122400000.0,,505400000.0,-2700000.0,-72300000.0,,,-11500000.0,174700000.0,236900000.0,,,,
2002-03-31,92800000.0,-7000000.0,324600000.0,0.23,72600000,-3000000.0,177800000.0,26300000.0,4100000.0,,138800000,,,34600000.0,,134700000,231600000,,-39200000.0,133400000.0,,396700000.0,123500000.0,308800000.0,781400000.0,300000000.0,60500000.0,158400000.0,156800000.0,-251300000.0,,,,456800000.0,-4600000.0,231600000.0,-100000.0,,72600000,72600000,177800000.0,,177800000.0,154900000.0,,96900000.0,130100000.0,14700000.0,57500000.0,43000000.0,1700000.0,,316200000.0,,18700000.0,0.0,,0.235,75700000.0,37500000.0,-19400000.0,-80500000.0,-2900000.0,0.0,,530100000.0,-3100000.0,-31100000.0,,,14600000.0,163200000.0,169700000.0,,,,
2002-06-30,118300000.0,-6900000.0,346400000.0,0.245,78700000,-209700000.0,78500000.0,98000000.0,6200000.0,,153200000,,,77400000.0,,147000000,271500000,,-5100000.0,352000000.0,,311600000.0,126200000.0,310000000.0,806300000.0,300000000.0,55500000.0,177600000.0,159900000.0,-142700000.0,,,,459900000.0,-6000000.0,271500000.0,-206000000.0,125200000.0,78700000,78700000,78500000.0,,78500000.0,173300000.0,,124500000.0,141000000.0,87800000.0,62300000.0,45700000.0,1700000.0,,318600000.0,,35700000.0,0.0,,0.255,93300000.0,81100000.0,27000000.0,-80500000.0,-3700000.0,0.0,,663600000.0,-100000.0,-1800000.0,,,-99300000.0,177800000.0,173100000.0,,,,
2002-09-30,113800000.0,-7200000.0,324200000.0,0.215,67800000,-6100000.0,69900000.0,158700000.0,7100000.0,,134500000,,,117900000.0,,127400000,248300000,,27700000.0,352600000.0,,281800000.0,126200000.0,310400000.0,814900000.0,300000000.0,60200000.0,151700000.0,190700000.0,-180500000.0,,,,490700000.0,-5900000.0,248300000.0,200000.0,,67800000,67800000,69900000.0,,69900000.0,159000000.0,,120900000.0,121500000.0,212300000.0,53700000.0,45700000.0,1700000.0,,318800000.0,,-9600000.0,0.0,,0.22,94600000.0,124600000.0,-127100000.0,-80500000.0,-6700000.0,0.0,,634400000.0,400000.0,-110300000.0,,,-8600000.0,78500000.0,165200000.0,,,,
2002-12-31,-149600000.0,-6700000.0,462000000.0,,69800000,-4800000.0,39900000.0,221800000.0,7200000.0,,136200000,,,86800000.0,,129000000,271900000,,11600000.0,358500000.0,,272300000.0,131500000.0,,957800000.0,328500000.0,54300000.0,178100000.0,167300000.0,-327000000.0,,,,495800000.0,17000000.0,-13400000.0,0.0,,69800000,69800000,39900000.0,,39900000.0,170000000.0,,-142400000.0,124800000.0,210700000.0,55000000.0,50600000.0,1700000.0,107100000.0,,,9200000.0,107100000.0,,,97200000.0,91600000.0,-117100000.0,-80900000.0,-4800000.0,0.0,,630800000.0,1700000.0,-226700000.0,,,-30000000.0,69900000.0,184900000.0,,,,
2003-03-31,121300000.0,-6700000.0,452200000.0,0.305,91900000,-3100000.0,57800000.0,307000000.0,7800000.0,,156900000,,,72900000.0,,149100000,278200000,,-29500000.0,353800000.0,,331100000.0,130200000.0,296200000.0,956800000.0,300000000.0,50100000.0,223200000.0,204600000.0,-271900000.0,,,,504600000.0,8000000.0,278200000.0,1100000.0,,91900000,91900000,57800000.0,,57800000.0,203300000.0,,129100000.0,157100000.0,208600000.0,65200000.0,49300000.0,1700000.0,93100000.0,303000000.0,,13300000.0,0.0,,0.31,95900000.0,77100000.0,-58200000.0,-80900000.0,-4200000.0,0.0,,684900000.0,2100000.0,-50500000.0,,,17900000.0,39900000.0,155800000.0,,,,
2003-06-30,128100000.0,-6600000.0,349900000.0,0.33,100900000,-4600000.0,81200000.0,401300000.0,7900000.0,,184600000,,,98000000.0,,176700000,312700000,,-19000000.0,352200000.0,,368700000.0,129300000.0,297600000.0,860400000.0,300000000.0,50300000.0,237200000.0,210500000.0,-139500000.0,,,,510500000.0,-4200000.0,312700000.0,0.0,,100900000,100900000,81200000.0,,81200000.0,200100000.0,,136000000.0,172500000.0,207200000.0,71600000.0,48400000.0,1700000.0,,306000000.0,,24000000.0,0.0,,0.34,96600000.0,102600000.0,-76000000.0,-80900000.0,-4600000.0,0.0,,720900000.0,3400000.0,0.0,,,23400000.0,57800000.0,149800000.0,,,,
2003-09-30,135700000.0,-6800000.0,360000000.0,0.28,85600000,-3900000.0,179900000.0,480100000.0,8100000.0,,169300000,,,148400000.0,,161200000,305000000,,46900000.0,348900000.0,,438100000.0,128000000.0,298800000.0,877200000.0,300000000.0,50400000.0,207800000.0,217200000.0,-90200000.0,,,,517200000.0,-7400000.0,305000000.0,0.0,,85600000,85600000,179900000.0,,179900000.0,184400000.0,,143800000.0,153800000.0,205600000.0,68200000.0,47100000.0,1700000.0,,307000000.0,,21000000.0,0.0,,0.285,96200000.0,152300000.0,-50100000.0,-80900000.0,-3900000.0,0.0,,787000000.0,5200000.0,-64000000.0,,,98700000.0,81200000.0,175600000.0,,,,
2003-12-31,-181500000.0,-6700000.0,432100000.0,,85500000,-5500000.0,269100000.0,558900000.0,8800000.0,,184900000,,,131200000.0,,176100000,350700000,,29200000.0,372400000.0,,569000000.0,144800000.0,,973500000.0,300000000.0,29600000.0,270300000.0,241400000.0,-32100000.0,,,,541400000.0,18700000.0,3400000.0,-300000.0,,85500000,85500000,269100000.0,,269100000.0,214600000.0,,-172700000.0,173000000.0,203800000.0,87500000.0,46800000.0,1700000.0,,,,20700000.0,0.0,,,121800000.0,136400000.0,-43400000.0,-98000000.0,-5200000.0,0.0,,941400000.0,8100000.0,-58300000.0,,,89200000.0,179900000.0,217500000.0,,,,
2004-03-31,140000000.0,-11200000.0,411000000.0,0.34,103500000,-9400000.0,368100000.0,651200000.0,8300000.0,,191200000,,,99800000.0,,182900000,331200000,,-31600000.0,376500000.0,,680000000.0,146000000.0,298200000.0,956900000.0,300000000.0,30400000.0,281500000.0,245900000.0,99600000.0,,,,545900000.0,0.0,331200000.0,-2800000.0,,103500000,103500000,368100000.0,,368100000.0,252300000.0,,148300000.0,177900000.0,203000000.0,74400000.0,48000000.0,1700000.0,,306200000.0,5000000.0,42700000.0,0.0,,0.345,125500000.0,106400000.0,700000.0,-98000000.0,-6600000.0,0.0,,1056500000.0,8900000.0,-30500000.0,,,99000000.0,269100000.0,158700000.0,,,,
2004-06-30,149400000.0,-11200000.0,429900000.0,0.34,103500000,-5100000.0,332300000.0,743500000.0,8700000.0,,208200000,,,118300000.0,,199500000,357600000,,-2600000.0,346600000.0,,654700000.0,144300000.0,297800000.0,939200000.0,300000000.0,26600000.0,295800000.0,209300000.0,62100000.0,,,,509300000.0,0.0,357600000.0,-300000.0,,103500000,103500000,332300000.0,,332300000.0,248000000.0,,158100000.0,193100000.0,201100000.0,89600000.0,46300000.0,1700000.0,,304200000.0,6400000.0,14500000.0,0.0,,0.35,99200000.0,123100000.0,-152700000.0,-98000000.0,-4800000.0,0.0,,1001300000.0,7000000.0,-155700000.0,,,-35800000.0,368100000.0,181900000.0,,,,
2004-09-30,151800000.0,-11000000.0,470600000.0,0.315,95500000,-3500000.0,451000000.0,827900000.0,8300000.0,,206100000,,,145700000.0,,197800000,357900000,,28800000.0,344500000.0,,789500000.0,142200000.0,295200000.0,986500000.0,300300000.0,53000000.0,285500000.0,215600000.0,147500000.0,,,,515900000.0,0.0,357900000.0,-400000.0,,95500000,95500000,451000000.0,,451000000.0,234000000.0,,160100000.0,194300000.0,199900000.0,98800000.0,44200000.0,1700000.0,,301400000.0,3500000.0,19600000.0,0.0,,0.325,100400000.0,148800000.0,-26800000.0,-98000000.0,-3100000.0,0.0,,1134000000.0,7100000.0,-35100000.0,,,118700000.0,332300000.0,236600000.0,,,,
2004-12-31,-198800000.0,-11300000.0,837200000.0,,122600000,-6800000.0,606100000.0,939300000.0,8800000.0,,215000000,,,134600000.0,,206200000,391600000,,-9800000.0,353400000.0,,1022600000.0,162300000.0,,1058500000.0,,58100000.0,358400000.0,,317500000.0,,,,221300000.0,1100000.0,16200000.0,0.0,,122600000,122600000,606100000.0,,606100000.0,266700000.0,,-190000000.0,206000000.0,202400000.0,83400000.0,45200000.0,1700000.0,300000000.0,,1300000.0,28200000.0,0.0,,,105800000.0,141400000.0,16500000.0,-117100000.0,-6800000.0,0.0,,1376000000.0,9700000.0,0.0,,,155100000.0,451000000.0,270500000.0,,,,
2005-03-31,,-11200000.0,835300000.0,0.39,118700000,-5500000.0,777000000.0,1046800000.0,8600000.0,,221100000,,,151000000.0,,212500000,390500000,,-9400000.0,353700000.0,,1205300000.0,161900000.0,299000000.0,1064200000.0,,63700000.0,364600000.0,,494800000.0,,,169400000.0,228900000.0,0.0,221100000.0,0.0,,118700000,118700000,777000000.0,,777000000.0,297300000.0,,8600000.0,207300000.0,200900000.0,88600000.0,44800000.0,1700000.0,300000000.0,306000000.0,5200000.0,32900000.0,0.0,,0.395,108000000.0,156500000.0,21400000.0,-117100000.0,-5500000.0,0.0,,1559000000.0,8000000.0,,,,170900000.0,606100000.0,238000000.0,,,,
2005-06-30,,-16600000.0,843200000.0,0.47,145400000,-14000000.0,930800000.0,1175500000.0,8700000.0,,261500000,,,182900000.0,,252800000,446800000,,11000000.0,353600000.0,,1370700000.0,162800000.0,300400000.0,1082200000.0,,60500000.0,379400000.0,,642100000.0,,,185300000.0,239000000.0,0.0,261500000.0,-7800000.0,,145400000,145400000,930800000.0,,930800000.0,291500000.0,,8700000.0,248900000.0,199100000.0,103500000.0,45700000.0,3400000.0,300000000.0,307700000.0,3900000.0,19600000.0,0.0,,0.48,108800000.0,189100000.0,-16500000.0,-117100000.0,-6200000.0,0.0,,1724300000.0,2200000.0,,,,153800000.0,777000000.0,251700000.0,,,,
2005-09-30,180400000.0,-16600000.0,505800000.0,0.48,146600000,-79600000.0,736700000.0,1305600000.0,8800000.0,-127700000.0,240700000,,,193800000.0,81700000.0,231900000,421100000,,21600000.0,357100000.0,,1198000000.0,164300000.0,299600000.0,1057500000.0,300000000.0,42800000.0,336800000.0,251700000.0,497600000.0,,,,551700000.0,0.0,421100000.0,0.0,,146600000,146600000,818400000.0,,736700000.0,261300000.0,,189200000.0,234600000.0,197500000.0,88000000.0,47200000.0,3400000.0,,307700000.0,,14000000.0,-2000000.0,,0.49,112400000.0,200700000.0,-313900000.0,-117100000.0,-6900000.0,0.0,,1555100000.0,-1200000.0,-309000000.0,,55000000.0,-194100000.0,930800000.0,244500000.0,,,,
2005-12-31,-231200000.0,-15900000.0,578900000.0,,150100000,-51300000.0,486000000.0,1419200000.0,9100000.0,-183700000.0,251500000,,,148900000.0,94500000.0,242400000,473200000,,-18300000.0,405400000.0,,1051800000.0,190300000.0,,1147800000.0,300000000.0,49500000.0,421800000.0,268900000.0,309400000.0,,,,568900000.0,-9900000.0,20300000.0,-26300000.0,,150100000,150100000,580500000.0,,486000000.0,299100000.0,,-222100000.0,243900000.0,222900000.0,93800000.0,55400000.0,3400000.0,,,,22600000.0,-300000.0,,,127100000.0,161600000.0,-357500000.0,-134900000.0,-12700000.0,0.0,,1457200000.0,-900000.0,-363500000.0,,171400000.0,-250700000.0,736700000.0,279800000.0,,,,
2006-03-31,192500000.0,-20400000.0,550100000.0,0.49,146200000,-22400000.0,495900000.0,1565400000.0,9400000.0,-229100000.0,247700000,,,133400000.0,109100000.0,238300000,440200000,,32100000.0,439600000.0,,1062800000.0,193200000.0,290500000.0,1120200000.0,300000000.0,35000000.0,422800000.0,270100000.0,382200000.0,,,,570100000.0,0.0,440200000.0,0.0,153700000.0,146200000,146200000,605000000.0,,495900000.0,344900000.0,,201900000.0,241700000.0,69100000.0,95500000.0,58300000.0,3400000.0,,299500000.0,,51100000.0,61500000.0,,0.5,158500000.0,140100000.0,-109600000.0,-134900000.0,-6700000.0,0.0,,1502400000.0,300000.0,-201800000.0,,215400000.0,9900000.0,486000000.0,205200000.0,,,,
2006-06-30,,-19900000.0,527100000.0,0.59,172100000,97800000.0,223200000.0,1717500000.0,9300000.0,-109700000.0,298400000,,,176300000.0,7100000.0,289100000,511400000,,-6800000.0,451300000.0,,679800000.0,194900000.0,286400000.0,1110500000.0,300000000.0,24900000.0,424600000.0,283400000.0,20600000.0,,,213000000.0,583400000.0,0.0,298400000.0,0.0,154000000.0,172100000,172100000,230300000.0,,223200000.0,334900000.0,,9300000.0,289800000.0,66600000.0,117700000.0,60000000.0,3400000.0,,293700000.0,,19400000.0,12800000.0,,0.6,170700000.0,182500000.0,-561700000.0,-134900000.0,-6200000.0,0.0,,1131100000.0,7500000.0,-574000000.0,,213700000.0,-272700000.0,495900000.0,192200000.0,,,,
