date,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInAccountPayable,quarterlyStockBasedCompensation,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments
2004-03-31,-37574407.5,,5584058998.0,,9340096129.0,920923888.5,1006994121.0,,672330872.5,23546103.0,10261020017.5,159300000.0,106109916.5,-1503502.0,713013481.25,54107672.5,,182862116.5,-17935569.75,135568830.25,,6591053119.0,1021322074.5,23546103.0,23546103.0,0.150298,1308791919.75,3562253597.0,-20239450.0,772128446.25,261317584.5,-139075249.25,436664819.5,3669966898.5,134966903.75,,,158700000.0,261317584.5,261317584.5,-11623227.0,87372654.25,,91180036.5,0.0,,21742952.0,400846.25,,888359402.0,116230955.75,,-15229529.0,948177490.75,16031221.5,12627806843.75,102803263.5,162622666.5,-4309032789.25,-140377671.0,164926546.75,0.150298,37073678.25,,44186399.25,8318774054.5,2161479948.25,20640296.25,222340872.25,,126350680.75,,,,,,
2004-06-30,60686256.0,,5455560017.0,,9480252863.5,964796996.25,1245764566.25,,684733091.75,84109269.75,10445049859.75,158900000.0,110142332.5,-908507.25,735379923.0,57378737.0,,28250.25,-30247320.0,137670891.5,,6701324583.25,1023382408.25,84109269.75,84109269.75,0.532593,1358915821.75,3361264272.25,-20459016.25,787433091.75,306893652.75,-185304465.0,430395498.25,3743725276.5,261317584.5,,,158700000.0,306893652.75,306893652.75,-837703.5,89836953.75,,89635841.25,0.0,,271320873.75,303047.5,,1009615587.25,222182495.5,,7089835.75,940880697.75,49889433.75,12778409374.0,250918764.5,-20430766.0,-4321538918.75,-190232508.5,254615580.25,0.532593,33562994.75,,134052207.25,8456870455.25,2231463855.0,49942937.5,332324828.0,,45184874.25,,,,,,
2004-09-30,48608135.55,,5311219742.4,364019005.35,9519332951.7,1009490002.95,1322480766.75,,307065458.7,177288368.4,10528822954.65,159000000.0,108792878.55,-601265.3,704030527.2,56551101.75,,-2487479.8,66796994.55,125658990.6,630102158.4,6633700509.15,1066139817.6,177288368.4,177288368.4,1.114958,1396007956.2,3211181259.0,-20273201.65,410224235.85,324643948.2,-196335895.45,476720029.5,3895122445.5,306893652.75,,,158700000.0,324643948.2,324643948.2,-2505463.8,82467034.65,,84576706.5,0.0,,272713369.5,99730.5,,994121163.75,219877922.55,,26320584.55,1007580288.0,42762247.65,12772903807.95,236905094.8,-22760681.45,-4319710673.85,-188296959.25,211866079.0,1.114958,42187109.25,,227009296.8,8453193134.1,2386714666.05,49720928.4,328670801.1,,17805911.6,,,,,,
2004-12-31,40480015.95,,5229200000.0,353025377.1,9507800000.0,992000000.0,1288200000.0,,320792766.0,128032309.85,10499800000.0,,106754872.45,513274.55,0.0,47840604.05,96000000.0,-302886.95,-41819886.25,134100000.0,656004715.4,6517400000.0,1018300000.0,128032309.85,128032309.85,,1386100000.0,3075300000.0,-20728332.1,1871174915.2,353000000.0,-145384390.3,434700000.0,3982400000.0,324643948.2,,,,352483748.5,352483748.5,-1133605.7,516251.5,,77000000.0,1120600000.0,,275700000.0,1696375.75,,1009030092.5,-1215170199.8,,15019108.7,975300000.0,22817097.1,12869547571.85,195372877.2,-21031219.05,-4476047571.85,-154892861.25,-726105085.15,,0.0,,150997488.1,8393500000.0,2484400000.0,22965178.25,-1108415327.35,,28958533.4,,,,,,
2005-03-31,-65236321.85,,5254367661.35,395016025.0,9568821005.45,1034564512.3,1301909906.2,,331281127.0,80744179.15,10603385517.75,160200000.0,114563116.2,,746207653.45,54729984.45,,5202355.0,2101509.45,160187769.55,619637985.85,6556277567.55,1097098029.25,80744179.15,80744179.15,0.510278,1427579445.4,3080580562.5,-21011464.95,440840303.6,274650468.2,-140976561.4,528388679.15,4047107950.2,353192720.35,,800920.7,158800000.0,274650468.2,274650468.2,-7504699.55,-1209.85,,73440314.7,0.0,,288157233.6,4102601.35,,1014654010.85,178797682.25,,-126368832.5,969728650.8,40122255.55,12956770009.7,78242209.35,-15809109.95,-4485047033.5,-143478531.2,190202938.2,0.500273,44024021.8,,125068243.75,8471722976.2,2545489314.35,44324064.6,293360798.45,,-78543462.0,,,,,,
2005-06-30,149852854.65,,5336971690.4,401033814.4,9665521448.0,843278474.4,1050630990.4,,321505100.8,122934400.8,10508799922.4,160600000.0,115140775.0,,751975758.4,55679408.0,,-275618598.2,-18460185.6,163546319.2,702482815.2,6387602680.8,1077771333.6,122934400.8,122934400.8,0.778319,1488684384.8,3096311547.2,-20897516.65,431967363.2,131416140.8,-204077769.0,481759157.6,4121197241.6,274650468.2,,596576.1,158900000.0,131416140.8,131416140.8,-256025718.05,1224.8,,73939951.2,0.0,,29336409.6,1585369.85,,1103516629.6,270515452.0,,48336824.5,987965323.2,68543225.25,13060687869.6,358314479.45,-296516114.85,-4472937755.2,-208461624.8,238150532.2,0.76834,33329257.6,,194778719.2,8587750114.4,2637801543.2,71844318.4,385656227.0,,-142279404.4,,,,,,
2005-09-30,41891188.4,,5256994569.4,398811175.0,9767029300.0,859977906.2,1127084193.2,,344650615.4,203453180.0,10627007206.2,160000000.0,116745654.2,,711385127.6,51162729.8,,64.2,96630395.4,161882809.2,705090033.2,6384078762.6,1089610740.4,203453180.0,203453180.0,1.289067,1573561210.2,2972048231.6,-23843650.8,455870913.4,86537817.8,-227630973.0,542607193.8,4242928443.6,131416140.8,,501244.8,158100000.0,86537817.8,86537817.8,-4575146.0,68950085.4,,67551562.4,0.0,,30177921.2,2006806.8,,1103901208.2,249219119.8,,-811031.8,1044543481.8,86793486.4,13156776311.0,274328220.2,-92082363.4,-4479357751.4,-232437031.8,249344459.8,1.269081,52362790.2,,291589144.0,8677418559.6,2821257276.6,88135964.0,365964774.0,-65670437.6,-45383955.6,,,,,,
2005-12-31,39792278.8,,5388700000.0,435255515.4,9997200000.0,893900000.0,1116700000.0,,330662154.0,135694205.2,10891100000.0,,118150454.6,,0.0,42716437.2,67300000.0,15454955.8,-63987867.35,140100000.0,733976884.4,6505400000.0,1139000000.0,135694205.2,135694205.2,,1674400000.0,2970800000.0,-23747367.6,2061415252.25,121800000.0,-296514696.6,524000000.0,4385700000.0,86537817.8,,2101258.4,,121800000.0,121800000.0,-6294436.4,108000000.0,,67500000.0,1141500000.0,,30000000.0,24105222.0,,1169232399.8,-1327438367.85,,55543039.8,1032800000.0,62541032.8,13293636972.2,339815091.0,-8292411.8,-4502736972.2,-300022812.2,-832134407.3,,0.0,,201941560.2,8790900000.0,2935100000.0,66247355.0,-1209287913.25,-2356990.4,35006822.0,,,,,,
2006-03-31,-37865502.8,,5284912654.4,416315209.2,10086173947.6,852611943.2,1198691999.4,,349576356.4,110896996.0,10938785890.8,160200000.0,118989700.2,,719633542.4,48955202.4,,-17783650.4,-10689555.8,153057920.0,693158722.0,6483604653.8,1227863999.0,110896996.0,110896996.0,0.699353,1739791411.0,2825487701.0,-23678480.2,464270635.4,47456121.4,-186427346.4,530309528.2,4455181237.0,121688046.0,,799121.0,158500000.0,47456121.4,47456121.4,-10689555.8,1166.6,,69136215.8,0.0,,172640467.6,38463968.6,,1109473931.2,228888086.6,,-80425404.0,953918320.6,44259637.4,13336769522.0,153657552.4,-41462130.6,-4478459573.4,-191523055.2,233679400.4,0.689363,72133211.2,,168444207.4,8858309948.6,3013414128.4,57547211.4,347877786.8,-45558063.2,-74231924.6,,,,,,
2006-06-30,125302141.1,,5044808109.0,408569970.6,10068081513.6,845753162.1,1170176086.2,,320535022.5,376366890.9,10913834675.7,160300000.0,121486355.4,,721826298.6,49949971.5,,-90490405.6,47556732.3,181453572.3,719034927.6,6214984195.2,1255220597.4,376366890.9,376366890.9,2.372854,1598686009.8,2724295800.6,-29661172.1,437981679.3,44167051.5,-184555868.4,515248163.1,4698850480.5,47456121.4,,-85543365.2,158300000.0,44167051.5,44167051.5,-3467477.2,104884375.2,,64207093.5,0.0,,165102366.0,10588538.2,,1127604898.2,281053248.3,,-25754567.7,933688021.2,-114448716.8,13282002693.3,301671774.8,-120151577.7,-4469141777.1,-176369633.7,238673822.9,2.352914,71385699.0,,277464501.6,8812860916.2,3354000183.6,-98902389.3,402539603.7,-97610354.5,-3035671.3,,,,,,
2006-09-30,58097672.9,,5125213541.9,403461434.7,10190238881.95,899252947.75,1197108069.1,,333988793.55,161404432.45,11089491829.7,158300000.0,120163385.15,,719082166.65,49908602.75,,-87567145.0,-5490113.65,184262985.3,745733929.5,6322321611.0,1242924467.65,161404432.45,161404432.45,1.028117,1683117562.95,2723013812.3,-29508516.7,449377126.1,46315094.1,-159246182.45,553885639.85,4767170218.7,44167051.5,,63681887.85,156700000.0,46315094.1,46315094.1,-7404018.9,-1115.65,,63683533.3,0.0,,184561979.5,3152103.65,,1149195364.2,296356803.4,,-28872807.75,,72384678.6,13421720222.6,278327691.05,-117075661.7,-4474405808.3,-220230018.15,235826773.85,1.018136,58693230.85,,239262299.0,8947314414.3,3490109092.35,77857866.55,416520188.55,-83316341.85,2005846.9,,,,,,
2006-12-31,111765688.8,,5320400000.0,960183405.25,10411000000.0,1004900000.0,1239000000.0,,-205524027.5,147288462.9,11415900000.0,,103460559.25,,0.0,45672290.0,64900000.0,-46558799.0,-1187942363.95,158600000.0,236418625.05,6559400000.0,1223200000.0,147288462.9,147288462.9,,1781200000.0,2813500000.0,-29551831.0,-2451483752.5,124300000.0,-163470602.75,615700000.0,4856500000.0,46315094.1,,23262356.35,,124300000.0,124300000.0,-3838948.1,106300000.0,,66400000.0,1175700000.0,,191300000.0,14395389.55,,1196602030.3,2687902377.55,,33452779.45,1002600000.0,73104400.8,14128389140.9,317342981.75,-76110630.0,-5005489140.9,-205577292.95,-804591227.05,,0.0,,220855089.35,9122900000.0,3582100000.0,73566626.45,2804438354.8,-59915240.45,77761749.0,,,,,,
2007-03-31,23510233.35,,5279049332.1,435694380.9,10474360978.95,905903662.5,1159715891.7,,332648055.6,128657355.3,11380264641.45,157400000.0,121753913.7,-299949.0,697910950.35,46820885.25,,-101745008.1,3801276.75,162272409.0,680701953.3,6438765223.8,1274366782.35,128657355.3,128657355.3,0.83037,1832115025.95,2749023355.8,-29113511.4,451299804.45,25611030.0,-195686727.6,608271191.7,4941499417.65,124355394.45,,,155500000.0,25611030.0,25611030.0,-173476657.8,109749031.8,,,0.0,,109248347.7,10104820.35,,1116396334.2,229402148.85,,-36616851.0,,38516912.55,14213124896.4,227800882.65,-130858519.5,-5013130699.8,-204290649.3,240406816.2,0.820365,50221845.45,,186382540.35,9199994196.6,3643321299.3,57725185.05,351156062.55,-16107261.3,-98744364.45,,,,,,
2007-06-30,206316145.4,,5626757748.75,346342107.5,10439912692.5,1260344828.75,1090076748.75,,443138038.75,256954131.25,11700257521.25,156100000.0,122387348.8,,717007922.5,49248433.75,,207048811.85,82682096.25,171569046.25,870360250.0,6716834497.5,1293377457.5,256954131.25,256954131.25,1.661641,1860137075.0,3049612751.25,-34749783.6,562355692.5,392487582.5,-170475169.9,567260643.75,4983423023.75,25611030.0,,,154300000.0,392487582.5,392487582.5,-3598358.45,129027556.25,,,0.0,,30630681.25,15019890.9,,1216702357.5,308004557.5,,27607952.25,,57777992.45,14162389868.75,364984442.35,172299028.25,-5015854633.75,-158668296.95,214643095.05,1.641622,64263265.0,,339235193.75,9146535235.0,3698553438.75,82281062.5,430391906.3,-212218166.2,366809364.45,,,,,,
2007-09-30,135159631.25,,5511880996.2,434683134.3,10548981075.7,1252050075.6,1128254929.6,,313487507.5,218591144.9,11801031151.3,155000000.0,120744383.8,,714071826.3,51497508.8,,-5907967.55,36698334.7,187592673.4,753169946.5,6640135925.8,1441842800.8,218591144.9,218591144.9,1.429943,1901524446.0,2896284723.9,-34732612.7,431482426.6,339186576.9,-353309694.6,608676029.5,5160895225.5,392487582.5,,-131882731.0,153200000.0,339186576.9,339186576.9,-6717748.35,-993.7,,,0.0,,30899101.5,4074169.55,,1187853080.8,321687519.9,,508788.95,,71998127.0,14117839720.2,340777938.4,-40640580.25,-5010701445.3,-205618307.15,287021074.55,1.409944,78796435.2,,311487189.4,9107138274.9,3879346171.7,92896044.5,442431903.7,-2765469.7,-53173400.2,,,,,,
2007-12-31,56413990.0,,6562300000.0,903434966.85,12197300000.0,1167700000.0,1344800000.0,,-156008953.2,342323541.5,13365000000.0,,107114353.7,-126104328.95,0.0,51706434.3,1668600000.0,1487204163.8,-487794905.6,179500000.0,285004306.75,7907100000.0,1235600000.0,342323541.5,342323541.5,,1701500000.0,4146200000.0,-34504092.3,2211952300.7,378100000.0,-1794828407.9,542800000.0,5457900000.0,339186576.9,,133584874.0,,378100000.0,378100000.0,-3907235.4,67300000.0,,39600000.0,1188600000.0,,260700000.0,1201119.2,,1188439273.6,-1926947993.95,,58800109.8,980800000.0,-129593032.0,14365151523.15,381036736.6,1452700071.5,-5072051523.15,-324622746.6,-803967216.4,,0.0,,-35167576.4,9293100000.0,4187300000.0,-377491117.9,-1810633965.65,-9102.8,38908400.2,,,,,,
2008-03-31,32515524.5,,6644733659.65,499210262.8,12439263820.4,901471113.2,1179154102.85,,327453597.0,90566355.35,13340734933.6,154800000.0,122084559.25,-134353039.1,688621144.9,59745865.45,,-160984166.85,-44185817.2,176244608.5,644733908.25,7823887762.5,3102983488.15,90566355.35,90566355.35,0.58848,1699509204.05,4256603310.7,-34410638.85,447044854.75,71116551.55,-270202059.1,583692141.65,5516847171.1,377125703.55,-6283530.2,-2493301.5,153500000.0,71116551.55,71116551.55,-173153119.85,70417811.5,,,0.0,,97547599.55,12168953.0,,1143944171.05,197689053.5,,-37602680.4,,-4487942.7,14427028433.3,159587712.8,-195394805.7,-5090748101.05,-127072188.3,218628139.7,0.58848,37902287.0,,104729949.55,9336280332.25,4229173916.05,14163594.2,319773612.75,,-306009152.0,,,,,,
2008-06-30,-54215524.5,,6475800000.0,0.0,12649800000.0,1028400000.0,1536400000.0,,315500000.0,154900000.0,13678200000.0,154900000.0,122515440.75,-65646960.9,1741800000.0,62900000.0,1717600000.0,160584166.85,15300000.0,199500000.0,1220300000.0,8012200000.0,1468000000.0,154900000.0,154900000.0,1.01,,4016800000.0,-38089361.15,969200000.0,80900000.0,-297097940.9,681300000.0,5666000000.0,71116551.55,,-106698.5,153366337.0,80900000.0,80900000.0,-907346880.15,66700000.0,,52400000.0,1216900000.0,,493400000.0,4831047.0,,1220300000.0,251100000.0,,-132597319.6,954200000.0,36887942.7,,183412287.2,122494805.7,,-237627811.7,-230728139.7,1.0,50700000.0,,203500000.0,9464200000.0,4356900000.0,48600000.0,391100000.0,,8809152.0,,,,,,
2008-09-30,40700000.0,,6606800000.0,484000000.0,12913900000.0,1135800000.0,1637600000.0,,312300000.0,172700000.0,14049700000.0,155585586.0,120800000.0,-21300000.0,0.0,64500000.0,1774500000.0,30900000.0,7900000.0,231800000.0,780700000.0,8244400000.0,0.0,172700000.0,172700000.0,1.12,1770300000.0,4140400000.0,-38100000.0,477500000.0,97900000.0,-246400000.0,747000000.0,5805300000.0,80900000.0,,2600000.0,154196429.0,97900000.0,97900000.0,-7600000.0,0.0,,53500000.0,1218900000.0,,528400000.0,1300000.0,,1264700000.0,303200000.0,,-200000.0,1005900000.0,25400000.0,,282800000.0,-19400000.0,,-242100000.0,38900000.0,1.11,0.0,,221400000.0,9628900000.0,4491600000.0,48700000.0,406700000.0,-30900000.0,17000000.0,,,,,,
