date,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2016-12-31,57804000000.0,18603000000.0,2771000000.0,531936000000.0,16888000000.0,614154000000.0,,,40371000000.0,-964000000.0,-959000000.0,16264000000.0,,43817000000.0,335000000.0,,134089000000.0,1126000000.0,,,,37749000000.0,1476000000.0,386472000000.0,,-964000000.0,-3141000000.0,2431000000.0,9254000000.0,52266000000.0,113000000.0,6365000000.0,,227407000000.0,,,,11120000000.0,,0.0,112159000000.0,1372000000.0,25510000000.0,-21017000000.0,23633000000.0,,19199000000.0,,2889000000.0,67058000000.0,-595424000000.0,,,342655000000.0,-1315000000.0,82218000000.0,1055975000000.0,2998000000.0,,,,,-356000000.0,69322000000.0,460551000000.0,,1877000000.0,3141000000.0,,,,,,,,,
2017-03-31,24207000000.0,,,,,600881000000.0,,2394708108.0,,862000000.0,865000000.0,9832000000.0,,,,,,1537000000.0,0.35996,,,,,371510000000.0,,862000000.0,476000000.0,,44798000000.0,,,42847000000.0,,229096000000.0,,,,,2394708108.0,,,,,,,,21737000000.0,,1951000000.0,69005000000.0,,,,,1176000000.0,,,,0.35996,,,,311000000.0,,,,,,,,,,,,,,
2017-06-30,37444000000.0,19731000000.0,2771000000.0,500422000000.0,19793000000.0,596521000000.0,,,33341000000.0,1553000000.0,1558000000.0,13462000000.0,,36572000000.0,219000000.0,,141469000000.0,1259000000.0,,,,38876000000.0,1272000000.0,366108000000.0,,1553000000.0,-3036000000.0,1792000000.0,31711000000.0,51398000000.0,110000000.0,25420000000.0,,230130000000.0,,,,10417000000.0,,0.0,85902000000.0,1514000000.0,36048000000.0,-20709000000.0,33834000000.0,,23350000000.0,,6291000000.0,69155000000.0,-615596000000.0,,,329536000000.0,2241000000.0,96099000000.0,1046318000000.0,2902000000.0,,,,,683000000.0,71737000000.0,430722000000.0,,2214000000.0,2991000000.0,,,,,,,,,
2017-09-30,6472000000.0,,,,,588937000000.0,,,,1655000000.0,1647000000.0,8169000000.0,,,,,,1945000000.0,,,,,,356808000000.0,,1655000000.0,4300000000.0,,61146000000.0,,,62011000000.0,,231846000000.0,,,,,,,,,,,,,23201000000.0,,-865000000.0,67618000000.0,,,,,2123000000.0,,,,,,,,476000000.0,,,,,,,,,,,,,,
2017-12-31,51849000000.0,21645000000.0,2771000000.0,495261000000.0,16185000000.0,571983000000.0,,,21454000000.0,-2242000000.0,-2220000000.0,18537000000.0,,25014000000.0,432000000.0,,49861000000.0,496000000.0,,,,39887000000.0,1050000000.0,267636000000.0,,-2242000000.0,-6668000000.0,2239000000.0,17202000000.0,54895000000.0,108000000.0,13202000000.0,,304050000000.0,,,,10988000000.0,,0.0,89245000000.0,2290000000.0,38522000000.0,-20912000000.0,32836000000.0,,17034000000.0,,4000000000.0,69051000000.0,-601851000000.0,,,242622000000.0,-2947000000.0,76722000000.0,1027760000000.0,3020000000.0,,,,,-727000000.0,70906000000.0,425909000000.0,,5686000000.0,2987000000.0,,,,,,,,,
2018-03-31,24618000000.0,,,,,570043000000.0,,3059812434.0,,3025000000.0,3025000000.0,11920000000.0,,,,,,674000000.0,0.988623,,,,,261731000000.0,,3025000000.0,358000000.0,,50317000000.0,,,46425000000.0,,308015000000.0,,,,,3059812434.0,,,,,,,,24722000000.0,,3892000000.0,74935000000.0,,,,,4031000000.0,,,,0.988623,,,,1006000000.0,,,,,,,,,,,,,,
2018-06-30,37315000000.0,24004000000.0,2771000000.0,467388000000.0,17011000000.0,550905000000.0,,,14314000000.0,2887000000.0,2924000000.0,15841000000.0,,18146000000.0,332000000.0,,35909000000.0,383000000.0,,,,40226000000.0,1087000000.0,241475000000.0,,2887000000.0,-3389000000.0,1939000000.0,36855000000.0,50714000000.0,107000000.0,29639000000.0,,309091000000.0,,,,11088000000.0,,0.0,74592000000.0,2183000000.0,42099000000.0,-20999000000.0,37993000000.0,,22800000000.0,,7216000000.0,74170000000.0,-598355000000.0,,,223329000000.0,3788000000.0,83517000000.0,997228000000.0,3393000000.0,,,,,864000000.0,76034000000.0,398873000000.0,,4106000000.0,2874000000.0,,,,,,,,,
2018-09-30,9454000000.0,,,,,548690000000.0,,,,2916000000.0,2879000000.0,8237000000.0,,,,,,394000000.0,,,,,,236160000000.0,,2916000000.0,5858000000.0,,61153000000.0,,,63437000000.0,,312191000000.0,,,,,,,,,,,,,22855000000.0,,-2284000000.0,70607000000.0,,,,,3686000000.0,,,,,,,,807000000.0,,,,,,,,,,,,,,
2018-12-31,50382000000.0,23732000000.0,2771000000.0,464411000000.0,14433000000.0,540320000000.0,,,4172000000.0,1369000000.0,1429000000.0,18433000000.0,,11124000000.0,190000000.0,,32520000000.0,116000000.0,,,,43627000000.0,805000000.0,226034000000.0,,1369000000.0,-3037000000.0,2388000000.0,20783000000.0,52835000000.0,111000000.0,16323000000.0,,313922000000.0,,,,11156000000.0,,0.0,76795000000.0,2150000000.0,34550000000.0,-20154000000.0,30060000000.0,,20048000000.0,,4460000000.0,71165000000.0,-602088000000.0,,,214910000000.0,1576000000.0,75909000000.0,995853000000.0,3609000000.0,,,,,147000000.0,80020000000.0,393765000000.0,,4490000000.0,2844000000.0,,,,,,,,,
2019-03-31,20074000000.0,,,,,567423000000.0,,3059812434.0,,3675000000.0,3683000000.0,11585000000.0,,,,,,592000000.0,1.201054,,,,,249847000000.0,,3675000000.0,585000000.0,,53073000000.0,,,48555000000.0,,317212000000.0,,,,,3059812434.0,,,,,,,,25889000000.0,,4518000000.0,73147000000.0,,,,,4804000000.0,,,,1.201054,,,,1121000000.0,,,,,,,,,,,,,,
2019-06-30,32505000000.0,24428000000.0,2771000000.0,483851000000.0,21433000000.0,565127000000.0,,,6019000000.0,3202000000.0,3208000000.0,16151000000.0,,37274000000.0,229000000.0,,21055000000.0,548000000.0,,,,44237000000.0,598000000.0,248440000000.0,,3202000000.0,1104000000.0,2278000000.0,39302000000.0,49205000000.0,112000000.0,36254000000.0,,316040000000.0,,,,11009000000.0,,0.0,70852000000.0,2925000000.0,31329000000.0,-19846000000.0,27504000000.0,,25782000000.0,,3048000000.0,71807000000.0,-631341000000.0,,,211166000000.0,3936000000.0,81276000000.0,1047028000000.0,4349000000.0,,,,,728000000.0,81830000000.0,415687000000.0,,3825000000.0,2676000000.0,,,,,,,,,
2019-09-30,6820000000.0,,,,,569241000000.0,,,,2965000000.0,2951000000.0,10461000000.0,,,,,,475000000.0,,,,,,249501000000.0,,2965000000.0,691000000.0,,65346000000.0,,,62271000000.0,,319093000000.0,,,,,,,,,,,,,24787000000.0,,3075000000.0,72166000000.0,,,,,3599000000.0,,,,,,,,648000000.0,,,,,,,,,,,,,,
