date,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyChangeInInventory
2011-09-30,980639000.0,3872975000.0,,10306951000.0,10435224000.0,9598989000.0,13524488000.0,-12390283000.0,221340000.0,,,31387344000.0,-1979044000.0,821934000.0,,-1205950000.0,-17576000.0,19645929000.0,,-1183851000.0,73368000.0,,,969141000.0,13476762000.0,,10310886000.0,,91966342000.0,1802573000.0,,51110746000.0,,62473503000.0,,1097519000.0,128273000.0,19343751000.0,33243602000.0,103424496000.0,41644993000.0,,-540631000.0,95717105000.0,-3162895000.0,759299000.0,154535242000.0,341190000.0,759299000.0,759299000.0,565131000.0,3366267000.0,,232998000.0,23072417000.0,833432000.0,9940316000.0,-2306405000.0,2362735000.0,39095618000.0,477632000.0,6876912000.0,52560043000.0,,3287091000.0,1384237000.0,32678471000.0,2549375000.0,1580234000.0,,,,,,,,
2011-12-31,-993653000.0,1786035000.0,,10781678000.0,10787485000.0,9940316000.0,13524488000.0,-13575003000.0,-233028000.0,,-39919351000.0,48627720000.0,-1809898000.0,1089953000.0,,-4136660000.0,19714708000.0,136253036000.0,50638000.0,-1150837000.0,425620000.0,,,1827591000.0,71924000.0,,6511435000.0,,96333685000.0,96300000.0,,49969708000.0,3147903000.0,62360398000.0,,454903000.0,5807000.0,18586803000.0,36619073000.0,107164449000.0,38259691000.0,,-344075000.0,98979471000.0,-2960735000.0,-1213155000.0,157134157000.0,1169962000.0,-760625000.0,-1213155000.0,646091000.0,169153000.0,,-459200000.0,24124379000.0,-1870069000.0,10591306000.0,-2158815000.0,2362735000.0,37303222000.0,363995000.0,1495197000.0,51825999000.0,4456000.0,3994693000.0,,35968526000.0,956469000.0,-871122000.0,,,,,,,,
2012-03-31,-1413803000.0,4347592000.0,,16176797000.0,16187952000.0,11644741000.0,13524488000.0,-17131398000.0,-252717000.0,,,39422719000.0,-2241422000.0,1075913000.0,,0.0,-29470000.0,17740299000.0,,-2030495000.0,85540000.0,,,-1472319000.0,10383568000.0,,9948357000.0,,94105716000.0,-337890000.0,,59916097000.0,-804686000.0,70466609000.0,,996155000.0,11155000.0,17525719000.0,40135032000.0,107706911000.0,33589657000.0,,-490000000.0,110601641000.0,-4271917000.0,-1088439000.0,167623008000.0,685321000.0,-1161086000.0,-1088439000.0,516557000.0,3773322000.0,,-108952000.0,27316542000.0,1134429000.0,16176797000.0,-2749816000.0,2362735000.0,32997696000.0,4207389000.0,5319045000.0,50790874000.0,4354000.0,4054871000.0,1185331000.0,39614121000.0,591961000.0,2242172000.0,,,,,,,,
2012-06-30,-2767548000.0,4521370000.0,,9807916000.0,9811443000.0,16176797000.0,13524488000.0,-10153568000.0,-503866000.0,,,73099751000.0,-1922614000.0,1649593000.0,,-1972725000.0,,,34533000.0,215111000.0,,,,-612688000.0,211144000.0,,10803284000.0,,94449867000.0,-1117955000.0,,60365092000.0,,84148712000.0,,912943000.0,3527000.0,15333548000.0,41088021000.0,119723763000.0,38108124000.0,,-8981194000.0,125236733000.0,-1707503000.0,-2164816000.0,180088855000.0,2829737000.0,-2263682000.0,-2164816000.0,508693000.0,11369025000.0,,-2618339000.0,26421876000.0,-625328000.0,9807916000.0,-13318557000.0,2362735000.0,38477773000.0,,2553942000.0,48694427000.0,,13203576000.0,,40579328000.0,-369649000.0,65147000.0,,,,,,,,
2012-09-30,-1348137000.0,4610248000.0,,11372028000.0,11434043000.0,9807916000.0,13524488000.0,-28850883000.0,-255056000.0,,,46617880000.0,-2252161000.0,1195385000.0,,-4933490000.0,-66256000.0,14932633000.0,,1019954000.0,,,,-1419327000.0,19228103000.0,,8143296000.0,,94825913000.0,-152752000.0,,58239540000.0,,81712375000.0,,1206699000.0,62015000.0,14279245000.0,40869087000.0,122049903000.0,37134780000.0,,-3500596000.0,122581462000.0,-1232207000.0,-1082216000.0,180289443000.0,3062868000.0,-1093081000.0,-1082216000.0,663542000.0,3969501000.0,,2027928000.0,26347314000.0,1266575000.0,7222427000.0,-3826816000.0,2362735000.0,36370969000.0,531745000.0,6992105000.0,47631162000.0,0.0,14017434000.0,1826067000.0,40205545000.0,763811000.0,2183138000.0,,,,,,,,
2012-12-31,-3562574000.0,115304000.0,,9063593000.0,9072576000.0,7222427000.0,13524488000.0,-26154699000.0,563160000.0,,-58351917000.0,61969223000.0,-2789182000.0,1425241000.0,,2677412000.0,19930226000.0,158976195000.0,61059000.0,1917782000.0,-119240000.0,,,1080479000.0,12662000.0,,6162230000.0,540654000.0,100624278000.0,-2137333000.0,,49016016000.0,3938323000.0,83853411000.0,,-132588000.0,8983000.0,10353049000.0,37392321000.0,126000866000.0,40646260000.0,,-634019000.0,121245732000.0,-871400000.0,-3898283000.0,175016882000.0,143621000.0,-4125734000.0,-3898283000.0,6000000.0,771236000.0,,222267000.0,25596476000.0,-3531991000.0,9063593000.0,-3257901000.0,2362735000.0,42332702000.0,688026000.0,1425219000.0,43807763000.0,0.0,19213415000.0,1278746000.0,36635652000.0,-1686442000.0,-2766921000.0,,,,,,,,
2013-03-31,-947838000.0,11519148000.0,-403187000.0,12260366000.0,12262120000.0,9063593000.0,13524488000.0,-18100772000.0,-28995000.0,-1.75,,46660575000.0,-2420930000.0,1517509000.0,,-105289000.0,-61618000.0,18879850000.0,,-1091020000.0,286048000.0,,,-1899988000.0,28206644000.0,,13376846000.0,,116172657000.0,569671000.0,,64014992000.0,-1569160000.0,98576726000.0,,1102825000.0,1754000.0,9405364000.0,60758934000.0,152000722000.0,34213296000.0,-1.75,-234412000.0,159335660000.0,-3511950000.0,-975040000.0,216015714000.0,1108035000.0,-918843000.0,-975040000.0,3281771000.0,5169209000.0,,-1068028000.0,29105785000.0,2235329000.0,11412456000.0,-3637121000.0,2362735000.0,33404017000.0,968929000.0,6289756000.0,42838767000.0,,18215016000.0,2231083000.0,57477163000.0,809279000.0,2709267000.0,,,,,,,,
2013-06-30,60717000.0,13529383000.0,,10407732000.0,10408075000.0,11412456000.0,13524488000.0,-25488482000.0,-4655000.0,,,70887958000.0,-1959126000.0,1304845000.0,,-988613000.0,19631360000.0,102824861000.0,84447000.0,2752868000.0,,,,3326366000.0,12493000.0,,13635588000.0,,102824861000.0,1365562000.0,,63287114000.0,,93668708000.0,,286270000.0,343000.0,9756604000.0,54495521000.0,139200982000.0,36899917000.0,,-1300191000.0,148164229000.0,793742000.0,378595000.0,202488096000.0,5669569000.0,65372000.0,378595000.0,2442579000.0,20193371000.0,,-216660000.0,25235475000.0,-1887006000.0,10407732000.0,-2712883000.0,2360772000.0,36364363000.0,,6907215000.0,42912452000.0,1115215000.0,17977243000.0,,50937727000.0,535554000.0,-2790812000.0,,,,,,,,
2013-09-30,-1218596000.0,11063430000.0,,11489064000.0,11499037000.0,10407732000.0,13524488000.0,,70678000.0,-2.25,,45378214000.0,-2090208000.0,1279142000.0,,-66611336000.0,-145210000.0,17149597000.0,,690971000.0,,,,-1442338000.0,25584612000.0,,12693279000.0,,100265481000.0,60546000.0,,66872482000.0,,95325430000.0,,1115212000.0,9973000.0,8534758000.0,57799125000.0,139436864000.0,45421765000.0,-2.25,872828000.0,153124555000.0,-1399237000.0,-1221846000.0,206309346000.0,5278281000.0,-1289274000.0,-1221846000.0,2409020000.0,5965672000.0,,-2570478000.0,22460745000.0,1502884000.0,10529381000.0,-2424746000.0,2359226000.0,44546517000.0,940015000.0,9149036000.0,41751213000.0,1109534000.0,18170562000.0,3378035000.0,54280571000.0,875248000.0,2317586000.0,,,,,,,,
2013-12-31,2810437000.0,265480000.0,,11381695000.0,11381718000.0,10529381000.0,13524488000.0,,303791000.0,,-56044834000.0,65019624000.0,-2576259000.0,1663049000.0,,60322564000.0,19505450000.0,167636736000.0,125529000.0,5898519000.0,,,,1318350000.0,1947000.0,,10336197000.0,649975000.0,111591902000.0,4473486000.0,,63065421000.0,4243805000.0,96737581000.0,,684348000.0,23000.0,11327787000.0,49067354000.0,136441633000.0,47368449000.0,,-1179510000.0,145804935000.0,3322260000.0,2820892000.0,199507054000.0,54343000.0,2506646000.0,2820892000.0,7481000.0,868403000.0,,4649397000.0,23535948000.0,2538560000.0,11381695000.0,1088681000.0,2344953000.0,47039004000.0,834207000.0,4014152000.0,44357725000.0,1088150000.0,6984771000.0,,46294828000.0,329445000.0,-988905000.0,,,,,,,,
2014-03-31,-2217105000.0,11166948000.0,-29136000.0,16112560000.0,16112584000.0,11381695000.0,13524488000.0,-22120228000.0,16433000.0,,,50198177000.0,-2008523000.0,1325754000.0,,36031000.0,-198279000.0,17480874000.0,,154942000.0,44633000.0,,,-2347423000.0,30654192000.0,,9273201000.0,,100712841000.0,-891351000.0,,71208541000.0,-1449596000.0,100628695000.0,,1041521000.0,24000.0,9171260000.0,55477201000.0,136536335000.0,35241718000.0,,-1169686000.0,156105896000.0,-1853581000.0,-2156527000.0,207744876000.0,13077858000.0,-2233538000.0,-2156527000.0,2364939000.0,3950471000.0,,171060000.0,23030339000.0,1456072000.0,14848771000.0,-2981049000.0,2345063000.0,35012918000.0,813958000.0,5699899000.0,42294330000.0,1083109000.0,7111219000.0,2102179000.0,52029153000.0,228800000.0,2576223000.0,,,,,,,,
2014-06-30,-1577591000.0,13936425000.0,-7620000.0,20823415000.0,20851051000.0,14848771000.0,13524488000.0,-28993833000.0,434659000.0,,,76492578000.0,-1764609000.0,1872394000.0,,1510416000.0,19645683000.0,102590944000.0,69180000.0,4546464000.0,45353000.0,,,903211000.0,117975000.0,,13661177000.0,,102590944000.0,294803000.0,,72031984000.0,,101697527000.0,,734615000.0,27636000.0,7204355000.0,52511560000.0,134208573000.0,34850304000.0,,1142578000.0,154209087000.0,2781855000.0,-1966905000.0,206240557000.0,12014871000.0,-2012250000.0,-1966905000.0,1712655000.0,20255238000.0,,1697636000.0,22476150000.0,-1137611000.0,20823415000.0,1891474000.0,,34504166000.0,,6988172000.0,40374526000.0,1071659000.0,7425298000.0,,49727246000.0,346138000.0,-557073000.0,,,,,,,,
2014-09-30,-1217344000.0,11602217000.0,0.0,15344451000.0,15395966000.0,20823415000.0,13524488000.0,-13212088000.0,22960000.0,,,41547392000.0,-2004079000.0,1535144000.0,,-3877115000.0,-189484000.0,11649516000.0,,616443000.0,301394000.0,,,-1516826000.0,35152902000.0,,9084425000.0,,99097947000.0,317800000.0,,63925421000.0,,97476398000.0,,1103429000.0,51515000.0,5915748000.0,49565941000.0,134122931000.0,34694207000.0,,-77840000.0,147042339000.0,-1387636000.0,-1288607000.0,198048352000.0,11814760000.0,-1240304000.0,-1288607000.0,2475097000.0,4041416000.0,,-2492534000.0,22063853000.0,1834626000.0,13882883000.0,-1231391000.0,2345041000.0,33614701000.0,925520000.0,4933823000.0,39088044000.0,1069754000.0,7547578000.0,2682703000.0,46021090000.0,1079506000.0,2596332000.0,,,,,,,,
2014-12-31,-10962483000.0,199546000.0,-202000.0,16268600000.0,21685536000.0,13882883000.0,13524488000.0,-32816360000.0,600858000.0,,-63393555000.0,68324841000.0,-2662699000.0,2800525000.0,,1442696000.0,19640292000.0,169133714000.0,79420000.0,8455200000.0,-320357000.0,,,-209176000.0,29384000.0,,13211687000.0,824631000.0,105740159000.0,-8161958000.0,,63474383000.0,,104235566000.0,,2057731000.0,5416936000.0,-4889093000.0,48767563000.0,129157588000.0,36986063000.0,,-4598010000.0,153003129000.0,5792501000.0,-10804841000.0,192631971000.0,493923000.0,-11563341000.0,-10804841000.0,28424000.0,203649000.0,,1552476000.0,22441448000.0,-9000389000.0,16268600000.0,-2600372000.0,2345057000.0,38181286000.0,1201169000.0,2979611000.0,28275687000.0,1061265000.0,7441565000.0,2697439000.0,43609313000.0,-1195223000.0,-986047000.0,,,,,,,,
2015-03-31,149857000.0,11847772000.0,0.0,19130824000.0,19161467000.0,16268600000.0,13524488000.0,-24792251000.0,61608000.0,,,44611893000.0,-1835210000.0,1458450000.0,,397282000.0,-155901000.0,11887549000.0,,-112741000.0,519598000.0,,,-303040000.0,28236908000.0,,10490753000.0,859766000.0,93928112000.0,1608307000.0,,66624902000.0,-2069568000.0,97850296000.0,,978696000.0,30643000.0,-4826023000.0,57302270000.0,128435300000.0,27388598000.0,,0.0,155152566000.0,-1947951000.0,63071000.0,195060202000.0,12065008000.0,88249000.0,63071000.0,3471814000.0,3250223000.0,,4671693000.0,25936679000.0,1911347000.0,17906151000.0,3362650000.0,2345026000.0,25905832000.0,605217000.0,3718242000.0,28418250000.0,1054754000.0,6977567000.0,4477119000.0,51915936000.0,1482766000.0,1785806000.0,,,,,,,,
2015-06-30,18760000.0,11758084000.0,0.0,18092812000.0,22310040000.0,17906151000.0,14903798000.0,-23562667000.0,-98094000.0,,,51182034000.0,-2233777000.0,1560055000.0,,8680842000.0,26150074000.0,96845236000.0,84617000.0,2920453000.0,-292150000.0,,,3027441000.0,215229000.0,,11551004000.0,,96845236000.0,1578815000.0,,68946114000.0,,85192674000.0,,670970000.0,4217228000.0,-4861516000.0,62770404000.0,126729946000.0,38698571000.0,,-18200000.0,147963078000.0,686676000.0,-35494000.0,195676060000.0,11298024000.0,116854000.0,-35494000.0,2769664000.0,14224634000.0,,-2893296000.0,23455747000.0,-1838254000.0,18092812000.0,-3349661000.0,2344965000.0,36839944000.0,,4036557000.0,36192356000.0,1051545000.0,6615514000.0,,55932961000.0,1858627000.0,-1168814000.0,,,,,,,,
2015-09-30,-1168479000.0,11570952000.0,17966000.0,14913733000.0,15058813000.0,18092812000.0,14903798000.0,-35287360000.0,-225045000.0,-1.625,,41759092000.0,-2399645000.0,1265051000.0,-6709372000.0,12736875000.0,71022000.0,12786116000.0,,280180000.0,1163234000.0,-4338292000.0,,-292606000.0,12573624000.0,,9798336000.0,1382299000.0,93914873000.0,96572000.0,598445538.0,60213954000.0,-5081631000.0,75109619000.0,,944064000.0,145080000.0,-5820532000.0,66019481000.0,128110902000.0,29340830000.0,-1.625,-757279000.0,141129100000.0,-2119465000.0,-972474000.0,188324856000.0,11170914000.0,-943434000.0,-972474000.0,7003049000.0,2979739000.0,598445538.0,5717035000.0,23678972000.0,130120000.0,13821904000.0,1854526000.0,2345533000.0,28592738000.0,632192000.0,4478211000.0,35487938000.0,1046804000.0,7411770000.0,2513345000.0,56587329000.0,748092000.0,1040698000.0,,,,,,,,
2015-12-31,1222871000.0,178673000.0,-1375259000.0,20753136000.0,21732124000.0,13821904000.0,14903798000.0,-23996332000.0,31108000.0,,-64308614000.0,48309190000.0,-2395422000.0,1802677000.0,1889009000.0,-12587366000.0,28613357000.0,164805449000.0,43356000.0,4143558000.0,2634777000.0,6881228000.0,,-1497191000.0,185565000.0,,9439620000.0,1473820000.0,100496835000.0,3025548000.0,,64169178000.0,5081631000.0,80937331000.0,,511561000.0,978988000.0,-4677058000.0,58034484000.0,125100073000.0,27947692000.0,,10145000.0,138971815000.0,1748136000.0,1180934000.0,189269251000.0,403165000.0,1191763000.0,1180934000.0,6775000.0,561233000.0,,-4926230000.0,20177028000.0,2836137000.0,20753136000.0,1085035000.0,2345837000.0,30084766000.0,1292108000.0,3884478000.0,38840097000.0,1006155000.0,10884028000.0,,48580793000.0,-2137074000.0,-639883000.0,,,,,,,,
2016-03-31,187196000.0,10730935000.0,,15378902000.0,17898122000.0,20753136000.0,14903798000.0,-7320984000.0,148017000.0,,,40339449000.0,-851860000.0,1079509000.0,,-7400460000.0,207500000.0,12886257000.0,,207300000.0,24820000.0,,,-248665000.0,20749850000.0,,7713887000.0,1414985000.0,88876394000.0,1266705000.0,,62506016000.0,-1713096000.0,79622251000.0,-25453174000.0,887997000.0,2519220000.0,-4358418000.0,57069902000.0,124359133000.0,20874798000.0,,,136692153000.0,-644560000.0,19198000.0,186865149000.0,9639001000.0,39179000.0,19198000.0,6188448000.0,2741545000.0,,-3018885000.0,21140740000.0,1515370000.0,14267706000.0,-3839297000.0,2345762000.0,19361233000.0,1641512000.0,4659447000.0,38709037000.0,1008422000.0,11203898000.0,1745364000.0,47630540000.0,1513565000.0,1762230000.0,,,,,,,,
2016-06-30,311004000.0,157587000.0,,18724058000.0,18743169000.0,14267706000.0,14903798000.0,-18573076000.0,4386000.0,,,52679469000.0,-2155155000.0,1226206000.0,,9213684000.0,29098011000.0,98288661000.0,61958000.0,3688815000.0,197674000.0,,,2831497000.0,128343000.0,,6747368000.0,,98288661000.0,1537210000.0,,64424595000.0,,84249649000.0,27715589000.0,867370000.0,19111000.0,-4807854000.0,50468754000.0,121076613000.0,28830498000.0,,,134718403000.0,1533660000.0,6789000.0,185501208000.0,7429185000.0,306618000.0,38250000.0,3067204000.0,18008274000.0,,2084876000.0,19241330000.0,-1692223000.0,18724058000.0,2207127000.0,2346152000.0,26383511000.0,,4368399000.0,39193955000.0,990802000.0,11596526000.0,,41345102000.0,2446987000.0,-384510000.0,,,,,,,,
2016-09-30,312770000.0,11351959000.0,-1823261000.0,25583458000.0,25587144000.0,18724058000.0,14903798000.0,-17489104000.0,150139000.0,0.05,,41008838000.0,-1710830000.0,1130659000.0,4742506000.0,172525000.0,25417135000.0,88670555000.0,,3502658000.0,25422000.0,4796207000.0,,1128319000.0,30240055000.0,,5978936000.0,1443638000.0,88670555000.0,1443429000.0,596151920.0,68518663000.0,-4188534000.0,88874489000.0,,1084911000.0,3686000.0,-4679061000.0,52029084000.0,122560352000.0,41750010000.0,0.05,684502000.0,140903573000.0,2038244000.0,56349000.0,191079015000.0,2462555000.0,162631000.0,56349000.0,111622000.0,2195622000.0,596151920.0,-761529000.0,17777363000.0,315110000.0,23558840000.0,-3734747000.0,2346229000.0,39441914000.0,1015435000.0,5108044000.0,37743735000.0,985509000.0,11602365000.0,2906718000.0,42766921000.0,2308096000.0,1179777000.0,,,,,,,,
2016-12-31,831034000.0,140765000.0,-1499601000.0,23808048000.0,24760546000.0,23558840000.0,14903798000.0,28302178000.0,99728000.0,,-64324581000.0,51558527000.0,-1830996000.0,1481187000.0,-4080173000.0,1352138000.0,27692441000.0,166296692000.0,356683000.0,4119901000.0,242393000.0,123662000.0,,3135761000.0,3575000.0,,8481425000.0,1660380000.0,101972111000.0,2312221000.0,,66426230000.0,3759860000.0,82944664000.0,,2222669000.0,952498000.0,-4488590000.0,51544793000.0,123650716000.0,52331081000.0,,-1624583000.0,134489457000.0,2042489000.0,278222000.0,190076946000.0,490907000.0,731306000.0,278222000.0,6337000.0,205783000.0,,552713000.0,17903986000.0,-1314517000.0,23808048000.0,369724000.0,2346853000.0,48043207000.0,1287398000.0,4164154000.0,38107649000.0,984304000.0,12331126000.0,1799200000.0,42639162000.0,4287874000.0,1152113000.0,,,,,,,,
2017-06-30,,131093000.0,,18105853000.0,18134820000.0,,14903798000.0,,,,,60385159000.0,,,,,26243762000.0,103897895000.0,206420000.0,,,,,,46779000.0,,6849510000.0,,103897895000.0,,,61737008000.0,,96333728000.0,,,28967000.0,-3791825000.0,39359041000.0,126013096000.0,,,,135692769000.0,,,187750104000.0,3339762000.0,,,3049918000.0,12644608000.0,,,20262015000.0,,,,2346481000.0,,,4854154000.0,37355735000.0,968888000.0,13637458000.0,,31481778000.0,,,,,,,,,,
2017-09-30,1099312000.0,11390483000.0,,18092106000.0,18137668000.0,18105853000.0,14903798000.0,-45528519000.0,124381000.0,1.0,,39284022000.0,-2009496000.0,1244953000.0,-209696000.0,-4159104000.0,24106995000.0,92695961000.0,,3082563000.0,114004000.0,-1947282000.0,,2802069000.0,33678828000.0,,6819572000.0,1570065000.0,92695961000.0,2344265000.0,604316000.0,62792411000.0,-4729650000.0,94190837000.0,,1278758000.0,45562000.0,-3191791000.0,43051920000.0,127240705000.0,48545008000.0,1.0,-2529463000.0,137242757000.0,1073067000.0,604316000.0,190033116000.0,2532624000.0,974931000.0,604316000.0,117784000.0,2202852000.0,604316000.0,-1788557000.0,20492718000.0,-457804000.0,16247149000.0,-4670381000.0,2346125000.0,44135872000.0,962035000.0,5847862000.0,37920564000.0,963589000.0,14498732000.0,3093506000.0,35222810000.0,4409136000.0,1607067000.0,,,,,,,,
2017-12-31,315573000.0,113914000.0,,27750686000.0,28766409000.0,16247149000.0,14903798000.0,-48025226000.0,169432000.0,,-69133231000.0,53746786000.0,-2617070000.0,1484986000.0,5672114000.0,13525400000.0,27942747000.0,177143755000.0,210205000.0,,10679000.0,11719416000.0,,1095575000.0,89426000.0,,9349450000.0,1582896000.0,108010524000.0,1800559000.0,,68349306000.0,4227717000.0,89976902000.0,,3183255000.0,1015723000.0,-3368095000.0,44655835000.0,131797310000.0,40225173000.0,,1788194000.0,134632737000.0,2070732000.0,22807000.0,200146616000.0,739167000.0,146141000.0,22807000.0,25137000.0,127089000.0,,1087192000.0,20346709000.0,239782000.0,27750686000.0,1209732000.0,2345930000.0,36625655000.0,901416000.0,4311997000.0,39478450000.0,993742000.0,14870855000.0,,36797777000.0,3599518000.0,2503943000.0,,,,,,,,
2018-06-30,,318809000.0,,24476801000.0,29634014000.0,,14903798000.0,,,,,46400068000.0,,,,,38765372000.0,111256485000.0,329910000.0,,,,,,48010000.0,,9224410000.0,,111256485000.0,,,70037768000.0,,81895933000.0,,,5157213000.0,-2653104000.0,54664304000.0,134653412000.0,,,,136560237000.0,,,204691180000.0,3693942000.0,,,3365655000.0,4828688000.0,,,22799364000.0,,,,2346119000.0,,,6111534000.0,51016066000.0,1084601000.0,14126445000.0,2429298000.0,46855066000.0,,,,,,,,,,
2018-12-31,,572390000.0,,19130652000.0,19676822000.0,,14903798000.0,,,,-72018993000.0,41800824000.0,,,,,40327573000.0,191288995000.0,113783000.0,,,,,,1766000.0,,8568438000.0,687550000.0,119270002000.0,,,58895234000.0,,74748557000.0,,,546170000.0,-2816481000.0,58458355000.0,141980880000.0,,,,133206912000.0,,,200876114000.0,1596636000.0,,,64143000.0,355747000.0,,,20459668000.0,,,,3510633000.0,,617137000.0,5206050000.0,52414890000.0,1812805000.0,11486636000.0,1579322000.0,52454474000.0,,,,,,,,,,
