date,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
2015-06-30,1351000000,-1005000000.0,1500000000,9914000000,3148000000.0,2796000000.0,,-1128000000.0,1193000000,3.14,35245000000.0,,29358000000.0,,-250000000.0,13810000000.0,8793000000.0,-2182000000.0,3997000000.0,,,4122000000.0,4523000000.0,1471000000.0,6766000000.0,1846000000.0,18000000.0,9938000000.0,1648000000.0,7291000000.0,1919000000.0,1193000000,1193000000,348000000.0,0.0,-1052000000.0,21435000000.0,,154000000.0,-1180000000.0,1047000000.0,-1101000000.0,1130000000.0,-8657000000.0,-6000000.0,1623000000.0,-155000000.0,656000000.0,,1752000000.0,-556000000.0,3.14,380000000.0,4000000.0,,1197000000.0,20701000000.0,1193000000.0,2189000000.0,,30574000000.0,39367000000.0,4220000000.0,651000000.0,2796000000.0,4985000000.0,1071000000.0,,2322000000.0,-812000000.0,380000000.0,4000000.0,3352000000.0,,,,
2015-09-30,1757000000,-657000000.0,1975000000,10306000000,3637000000.0,3427000000.0,,-546000000.0,4816000000,12.82,33314000000.0,,30202000000.0,,-265000000.0,13488000000.0,10097000000.0,2634000000.0,3866000000.0,,,8555000000.0,4523000000.0,1513000000.0,6669000000.0,2187000000.0,98000000.0,9910000000.0,1662000000.0,6630000000.0,1859000000.0,4816000000,4816000000,366000000.0,0.0,-236000000.0,19826000000.0,,151000000.0,-123000000.0,1312000000.0,-673000000.0,1034000000.0,-9026000000.0,-7000000.0,0.0,-223000000.0,704000000.0,,1300000000.0,631000000.0,12.83,375000000.0,-3210000000.0,0.0,1606000000.0,21176000000.0,1140000000.0,2172000000.0,,31772000000.0,41869000000.0,4193000000.0,627000000.0,3427000000.0,5599000000.0,672000000.0,,2082000000.0,-934000000.0,376000000.0,4000000.0,2796000000.0,,,,
2015-12-31,1059000000,-658000000.0,1212000000,9036000000,2824000000.0,3006000000.0,,-774000000.0,823000000,2.24,31895000000.0,,30917000000.0,,-523000000.0,12414000000.0,7828000000.0,3457000000.0,3836000000.0,,,8966000000.0,4523000000.0,1128000000.0,6212000000.0,2350000000.0,-157000000.0,9673000000.0,1612000000.0,5870000000.0,1875000000.0,823000000,823000000,316000000.0,0.0,-693000000.0,19481000000.0,,154000000.0,-762000000.0,1224000000.0,-763000000.0,757000000.0,-9337000000.0,-22000000.0,,-162000000.0,738000000.0,,1115000000.0,-421000000.0,2.24,367000000.0,82000000.0,,905000000.0,21580000000.0,966000000.0,2190000000.0,,33033000000.0,40861000000.0,4136000000.0,352000000.0,3006000000.0,5196000000.0,638000000.0,,1869000000.0,-831000000.0,367000000.0,4000000.0,3427000000.0,,,,
2016-03-31,639000000,-638000000.0,839000000,8195000000,2381000000.0,1795000000.0,,-797000000.0,313000000,0.88,32533000000.0,,31757000000.0,,-1392000000.0,13380000000.0,7224000000.0,3770000000.0,3755000000.0,,,7840000000.0,4523000000.0,1581000000.0,5814000000.0,1822000000.0,27000000.0,9472000000.0,1542000000.0,7056000000.0,1853000000.0,313000000,313000000,303000000.0,0.0,-261000000.0,19153000000.0,,145000000.0,-1613000000.0,1295000000.0,-816000000.0,708000000.0,-9751000000.0,-2000000.0,,-208000000.0,759000000.0,,1199000000.0,-1211000000.0,0.88,354000000.0,181000000.0,-40000000.0,494000000.0,22006000000.0,1028000000.0,2177000000.0,,33149000000.0,40373000000.0,4112000000.0,383000000.0,1795000000.0,3972000000.0,653000000.0,,2065000000.0,-777000000.0,355000000.0,4000000.0,3006000000.0,,,,
2016-06-30,1074000000,-635000000.0,1494000000,9396000000,3161000000.0,2483000000.0,,-822000000.0,588000000,1.78,32692000000.0,,32561000000.0,,-790000000.0,13982000000.0,7844000000.0,4358000000.0,3555000000.0,,,7784000000.0,4523000000.0,1450000000.0,6235000000.0,1969000000.0,6000000.0,9275000000.0,1667000000.0,7455000000.0,1851000000.0,588000000,588000000,339000000.0,0.0,-258000000.0,18710000000.0,,143000000.0,-1037000000.0,1272000000.0,-838000000.0,652000000.0,-10173000000.0,-22000000.0,,-429000000.0,798000000.0,,2547000000.0,688000000.0,1.78,331000000.0,343000000.0,32000000.0,931000000.0,22388000000.0,918000000.0,2202000000.0,,32632000000.0,40476000000.0,3677000000.0,1709000000.0,2483000000.0,4685000000.0,611000000.0,,2240000000.0,-734000000.0,331000000.0,4000000.0,1795000000.0,,,,
2016-09-30,1640000000,-716000000.0,1669000000,9913000000,3445000000.0,2630000000.0,,-663000000.0,965000000,3.01,31888000000.0,,33133000000.0,,-260000000.0,13253000000.0,7970000000.0,5323000000.0,3317000000.0,,,8439000000.0,4523000000.0,1481000000.0,6468000000.0,2282000000.0,44000000.0,9612000000.0,1776000000.0,6726000000.0,1807000000.0,965000000,965000000,345000000.0,0.0,-487000000.0,18635000000.0,,130000000.0,-328000000.0,969000000.0,-689000000.0,672000000.0,-10488000000.0,-16000000.0,,-43000000.0,842000000.0,,1138000000.0,147000000.0,3.02,320000000.0,545000000.0,0.0,1510000000.0,22645000000.0,1014000000.0,2226000000.0,,32357000000.0,40327000000.0,3654000000.0,449000000.0,2630000000.0,4856000000.0,693000000.0,,2138000000.0,-798000000.0,321000000.0,4000000.0,2483000000.0,,,,
2016-12-31,1008000000,-779000000.0,974000000,9052000000,2713000000.0,2303000000.0,,-956000000.0,397000000,1.26,31481000000.0,,34234000000.0,,-172000000.0,12286000000.0,7309000000.0,3427000000.0,3178000000.0,,,8659000000.0,4523000000.0,1176000000.0,6339000000.0,2307000000.0,-64000000.0,9918000000.0,1739000000.0,5865000000.0,1804000000.0,397000000,397000000,316000000.0,0.0,-345000000.0,19195000000.0,,124000000.0,-235000000.0,849000000.0,-880000000.0,703000000.0,-10916000000.0,-22000000.0,,23000000.0,873000000.0,,658000000.0,-533000000.0,1.261869,314612744.0,487000000.0,,884000000.0,23318000000.0,1010000000.0,2249000000.0,,32831000000.0,40140000000.0,3632000000.0,-222000000.0,2179000000.0,4428000000.0,755000000.0,,2139000000.0,-829000000.0,316000000.0,3000000.0,2630000000.0,,,,
2017-03-31,272000000,-774000000.0,329000000,8420000000,1968000000.0,2293000000.0,,-643000000.0,96000000,0.308552,32996000000.0,,35585000000.0,,-258000000.0,12662000000.0,7724000000.0,3536000000.0,3132000000.0,,,8449000000.0,4523000000.0,1429000000.0,6452000000.0,1569000000.0,8000000.0,11178000000.0,1639000000.0,7121000000.0,1729000000.0,96000000,96000000,307000000.0,0.0,-346000000.0,20334000000.0,,127000000.0,86000000.0,716000000.0,-691000000.0,747000000.0,-11344000000.0,-65000000.0,,-68000000.0,900000000.0,,547000000.0,-10000000.0,0.308552,311130231.0,49000000.0,0.0,145000000.0,24241000000.0,1008000000.0,2215000000.0,,33721000000.0,41445000000.0,3612000000.0,-144000000.0,2164000000.0,4379000000.0,810000000.0,,2135000000.0,-836000000.0,315000000.0,3000000.0,2303000000.0,,,,
2017-06-30,1411000000,-813000000.0,1443000000,10000000000,3213000000.0,2501000000.0,,-1035000000.0,818000000,2.66,33453000000.0,,36789000000.0,,-454000000.0,13596000000.0,8248000000.0,4354000000.0,3013000000.0,,,8854000000.0,4523000000.0,1499000000.0,6787000000.0,1812000000.0,115000000.0,10668000000.0,1770000000.0,7171000000.0,1896000000.0,818000000,818000000,362000000.0,0.0,-238000000.0,19857000000.0,,137000000.0,-318000000.0,1436000000.0,-1089000000.0,800000000.0,-11772000000.0,-10000000.0,,-45000000.0,882000000.0,,1561000000.0,208000000.0,2.681878,305010180.0,456000000.0,0.0,1274000000.0,25017000000.0,837000000.0,2278000000.0,,34059000000.0,42307000000.0,3592000000.0,472000000.0,2371000000.0,4649000000.0,751000000.0,,2225000000.0,-844000000.0,308000000.0,3000000.0,2293000000.0,,,,
2017-09-30,1124000000,-997000000.0,1142000000,9878000000,2953000000.0,1979000000.0,,-1276000000.0,637000000,2.12,33595000000.0,,37897000000.0,,-579000000.0,13087000000.0,7877000000.0,4991000000.0,2899000000.0,,,8970000000.0,4523000000.0,1603000000.0,6925000000.0,1983000000.0,19000000.0,11334000000.0,1811000000.0,6529000000.0,1835000000.0,637000000,637000000,352000000.0,0.0,-222000000.0,20508000000.0,,144000000.0,177000000.0,1516000000.0,-1120000000.0,96000000.0,-12268000000.0,-2000000.0,253000000.0,-35000000.0,937000000.0,882000000.0,577000000.0,-522000000.0,2.150193,296252431.0,343000000.0,0.0,980000000.0,25629000000.0,703000000.0,2458000000.0,,34688000000.0,42565000000.0,3558000000.0,-543000000.0,1870000000.0,4328000000.0,819000000.0,,2231000000.0,-824000000.0,301000000.0,3000000.0,2501000000.0,,,,
2017-12-31,751000000,-657000000.0,760000000,9438000000,2546000000.0,1591000000.0,,-976000000.0,580000000,1.99,33520000000.0,,38144000000.0,,-553000000.0,12676000000.0,7113000000.0,4621000000.0,2565000000.0,,,8806000000.0,4523000000.0,1340000000.0,6892000000.0,2166000000.0,-22000000.0,11703000000.0,1786000000.0,6052000000.0,1832000000.0,580000000,580000000,328000000.0,0.0,-219000000.0,20844000000.0,,151000000.0,-140000000.0,1565000000.0,-1098000000.0,91000000.0,-11936000000.0,-16000000.0,225000000.0,-25000000.0,924000000.0,852000000.0,728000000.0,-388000000.0,2.021095,286973195.0,20000000.0,,600000000.0,26208000000.0,569000000.0,2316000000.0,,35213000000.0,42326000000.0,3539000000.0,-370000000.0,1482000000.0,3798000000.0,797000000.0,,2196000000.0,-1147000000.0,291800000.0,3000000.0,1979000000.0,,,,
2018-03-31,341000000,-596000000.0,316000000,9032000000,2056000000.0,2510000000.0,,-730000000.0,147000000,0.52,35682000000.0,,39085000000.0,,-529000000.0,14183000000.0,8287000000.0,4684000000.0,2716000000.0,,,8336000000.0,4523000000.0,1760000000.0,6976000000.0,1637000000.0,2000000.0,12166000000.0,1740000000.0,7722000000.0,1927000000.0,147000000,147000000,342000000.0,,-219000000.0,21499000000.0,,157000000.0,-84000000.0,1655000000.0,-979000000.0,95000000.0,-12346000000.0,-32000000.0,250000000.0,8000000.0,924000000.0,853000000.0,1733000000.0,919000000.0,0.526108,279410451.0,37000000.0,,184000000.0,26739000000.0,646000000.0,2071000000.0,,35731000000.0,44018000000.0,3521000000.0,754000000.0,2404000000.0,4475000000.0,840000000.0,,2399000000.0,-1114000000.0,284900000.0,3000000.0,1591000000.0,,,,
2018-06-30,1020000000,-730000000.0,1290000000,10777000000,3111000000.0,2991000000.0,,-987000000.0,684000000,2.48,36052000000.0,,39753000000.0,,-440000000.0,14092000000.0,8881000000.0,5367000000.0,2783000000.0,,,8639000000.0,4523000000.0,1840000000.0,7666000000.0,1782000000.0,5000000.0,12460000000.0,1821000000.0,8032000000.0,1859000000.0,684000000,684000000,393000000.0,,-1137000000.0,21960000000.0,,163000000.0,-974000000.0,887000000.0,-755000000.0,94000000.0,-12807000000.0,-9000000.0,419000000.0,-295000000.0,942000000.0,848000000.0,2442000000.0,481000000.0,2.505331,273017840.0,173000000.0,,857000000.0,26946000000.0,571000000.0,2187000000.0,,35810000000.0,44691000000.0,3399000000.0,1687000000.0,2884000000.0,5071000000.0,615000000.0,,2703000000.0,-1102000000.0,275600000.0,3000000.0,2510000000.0,,,,
2018-09-30,1230000000,-649000000.0,1220000000,11003000000,3114000000.0,2726000000.0,,-886000000.0,836000000,3.06,35368000000.0,,40626000000.0,,-41000000.0,13684000000.0,8671000000.0,6203000000.0,2712000000.0,,,9469000000.0,4523000000.0,1752000000.0,7889000000.0,2004000000.0,87000000.0,12218000000.0,1894000000.0,7468000000.0,1811000000.0,836000000,836000000,427000000.0,,-261000000.0,21684000000.0,,169000000.0,-284000000.0,910000000.0,-858000000.0,105000000.0,-13318000000.0,-6000000.0,639000000.0,-18000000.0,1011000000.0,848000000.0,905000000.0,-265000000.0,3.068291,272464412.0,225000000.0,0.0,1061000000.0,27308000000.0,585000000.0,2314000000.0,,36166000000.0,44837000000.0,3382000000.0,47000000.0,2621000000.0,4935000000.0,524000000.0,,2581000000.0,-1089000000.0,273600000.0,3000000.0,2991000000.0,,,,
2018-12-31,726000000,-577000000.0,953000000,10491000000,2857000000.0,1799000000.0,,-1960000000.0,462000000,1.7,34777000000.0,,41743000000.0,,-225000000.0,13193000000.0,7194000000.0,6668000000.0,2719000000.0,,,9995000000.0,4523000000.0,1346000000.0,7634000000.0,2184000000.0,-405000000.0,13349000000.0,1904000000.0,6667000000.0,1831000000.0,462000000,462000000,396000000.0,,-244000000.0,21584000000.0,,170000000.0,-68000000.0,1379000000.0,-1585000000.0,105000000.0,-13414000000.0,-7000000.0,814000000.0,-258000000.0,985000000.0,966000000.0,1101000000.0,-927000000.0,1.711651,269914769.0,94000000.0,0.0,556000000.0,28329000000.0,600000000.0,2256000000.0,,37578000000.0,44772000000.0,3159000000.0,-484000000.0,1694000000.0,3950000000.0,637000000.0,,2363000000.0,-803000000.0,272700000.0,3000000.0,2726000000.0,,,,
2019-03-31,533000000,-724000000.0,513000000,9589000000,2381000000.0,1951000000.0,,-1580000000.0,292000000,1.09,40837000000.0,,33651000000.0,,-513000000.0,15335000000.0,7608000000.0,6999000000.0,2750000000.0,,,9802000000.0,4523000000.0,1789000000.0,7208000000.0,1660000000.0,12000000.0,12734000000.0,1868000000.0,8394000000.0,998000000.0,292000000,292000000,360000000.0,,-270000000.0,25502000000.0,,166000000.0,-183000000.0,1201000000.0,-1609000000.0,103000000.0,-13739000000.0,-46000000.0,898000000.0,-9000000.0,972000000.0,1098000000.0,1915000000.0,152000000.0,1.104926,264271125.0,75000000.0,-27000000.0,367000000.0,33651000000.0,601000000.0,2219000000.0,,43031000000.0,50639000000.0,3144000000.0,306000000.0,1848000000.0,4067000000.0,768000000.0,,2707000000.0,-793000000.0,268300000.0,3000000.0,1799000000.0,,,,
2019-06-30,1524000000,-719000000.0,1543000000,11402000000,3531000000.0,3326000000.0,,-856000000.0,1052000000,4.02,41830000000.0,,33826000000.0,,-549000000.0,16078000000.0,8910000000.0,8050000000.0,2763000000.0,,,10320000000.0,4523000000.0,1762000000.0,7871000000.0,1871000000.0,5000000.0,12938000000.0,1988000000.0,8561000000.0,980000000.0,1052000000,1052000000,442000000.0,,-266000000.0,25752000000.0,,170000000.0,-479000000.0,1255000000.0,-858000000.0,105000000.0,-13694000000.0,-14000000.0,1192000000.0,-57000000.0,996000000.0,1139000000.0,2710000000.0,1375000000.0,4.081804,257729166.0,302000000.0,0.0,1354000000.0,33826000000.0,604000000.0,2223000000.0,,43240000000.0,52150000000.0,3129000000.0,1852000000.0,3221000000.0,5444000000.0,716000000.0,,3033000000.0,-807000000.0,261600000.0,3000000.0,1951000000.0,,,,
2019-09-30,1518000000,-725000000.0,1500000000,11380000000,3523000000.0,3063000000.0,,-795000000.0,1024000000,3.99,40898000000.0,,34269000000.0,,-369000000.0,15691000000.0,8533000000.0,9075000000.0,2682000000.0,,,11301000000.0,4523000000.0,1617000000.0,7857000000.0,2104000000.0,-37000000.0,12900000000.0,2023000000.0,8052000000.0,981000000.0,1024000000,1024000000,432000000.0,,-295000000.0,25207000000.0,,169000000.0,-571000000.0,1243000000.0,-869000000.0,100000000.0,-14153000000.0,-20000000.0,1594000000.0,-18000000.0,1065000000.0,1131000000.0,1103000000.0,-263000000.0,4.037466,253624406.0,325000000.0,-9000000.0,1349000000.0,34269000000.0,574000000.0,2167000000.0,,43666000000.0,52199000000.0,3114000000.0,234000000.0,2959000000.0,5126000000.0,798000000.0,,2848000000.0,-504000000.0,256400000.0,3000000.0,3326000000.0,,,,
2019-12-31,985000000,-729000000.0,991000000,10888000000,3038000000.0,2868000000.0,,-1329000000.0,641000000,2.53,41080000000.0,,34928000000.0,,,14938000000.0,8194000000.0,,2836000000.0,,,11531000000.0,4523000000.0,1364000000.0,7850000000.0,2271000000.0,-75000000.0,13145000000.0,2047000000.0,7259000000.0,1024000000.0,641000000,641000000,417000000.0,,-560000000.0,26142000000.0,,141000000.0,-77000000.0,1407000000.0,-1192000000.0,106000000.0,,-41000000.0,1736000000.0,-36000000.0,1072000000.0,1180000000.0,1211000000.0,-195000000.0,2.53316,253043650.0,203000000.0,0.0,844000000.0,34928000000.0,566000000.0,2182000000.0,,44417000000.0,52611000000.0,3009000000.0,19000000.0,2762000000.0,4944000000.0,714000000.0,,2703000000.0,,253400000.0,,3057000000.0,,,,
