date,annualAccountsReceivable,quarterlyOperatingCashFlow,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualCashDividendsPaid,trailingCashDividendsPaid,annualPretaxIncome,annualSaleOfInvestment,annualNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,annualOtherNonCashItems,annualDepreciationAndAmortization,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualDilutedEPS,trailingChangeInWorkingCapital,quarterlyNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,annualPurchaseOfInvestment,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,trailingTotalRevenue,trailingOtherIncomeExpense,annualOperatingIncome,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOtherShortTermInvestments,annualEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,annualBasicAverageShares,quarterlyBeginningCashPosition,annualCurrentLiabilities,annualOtherIncomeExpense,quarterlyCapitalStock,annualAccountsPayable,annualEbitda,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingNetOtherInvestingChanges,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,trailingCapitalExpenditure,annualCurrentAssets,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyGrossPPE,trailingChangesInAccountReceivables,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingInterestExpense,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,annualCostOfRevenue,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualCapitalStock,quarterlyCurrentLiabilities,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyPretaxIncome,trailingCostOfRevenue,annualFreeCashFlow,annualCurrentDebt,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyEbitda,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyTotalRevenue,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingNetIncome,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingOtherNonCashItems,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingExpense,annualNetIncomeContinuousOperations,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualChangeInInventory,trailingTaxProvision,annualIncomeTaxPayable,annualInventory,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,annualDeferredIncomeTax,trailingStockBasedCompensation,annualOtherIntangibleAssets,trailingChangeInInventory,quarterlyChangeInInventory,quarterlyGoodwill,trailingBasicEPS
1970-01-01 00:00:01.467244800,,98728000.0,,57111000.0,,,,,,,0.78,126102000.0,-1094000.0,0.0,,,,,,2909701000.0,114431000.0,60375000.0,,,,-1558000.0,9807000.0,,,55941000.0,2593348000.0,,,,,,,,,,57471000.0,-66192000.0,,,,48435000.0,70797000.0,,,,,19716000.0,,,10713000.0,,,,18622000.0,,,18622000.0,,,974000.0,,,23101000.0,,1771000.0,-3551000.0,4816647000.0,,5188468000.0,55650000.0,,,,3165482000.0,0.0,,,,,,,,,6458389000.0,,,,171982000.0,0.0,-7293000.0,,,,,,,,1923739000.0,,,,0.79,,-3900000.0,18622000.0,-99215000.0,,,-4634000.0,,137606000.0,,,,,,,,,9036000.0,,255781000.0,,,57111000.0,,,,-1367000.0,-35828000.0,371821000.0,4806840000.0,-725665000.0,,128647000.0,,,,,25306000.0,63464000.0,-97754000.0,,70974000.0,,197981000.0,,80135000.0,118646000.0,-6398000.0,,,,,,,-1651549000.0,-607000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,89736000.0,,56253000.0,,,,,,,0.82,125861000.0,82659000.0,0.0,,,,,,3054656000.0,120135000.0,63561000.0,,,,-929000.0,11129000.0,,,58977000.0,2737967000.0,,,,,,,,,,57135000.0,-66674000.0,,,,48903000.0,71319000.0,,,,,18622000.0,,,10718000.0,,,,101281000.0,,,101281000.0,,,-48511000.0,,,24313000.0,,-4539000.0,-2878000.0,4926951000.0,,5397337000.0,58671000.0,,,,3326122000.0,0.0,,,,,,,,,6604332000.0,,,,184007000.0,0.0,-5394000.0,,,,,,,,1972690000.0,,,,0.82,,7433000.0,101281000.0,-137515000.0,,,10667000.0,,137596000.0,,,,,,,,,8232000.0,,271466000.0,,,56253000.0,,,,-1430000.0,-55116000.0,470386000.0,4915822000.0,-737124000.0,,129469000.0,,,,,278000.0,54819000.0,-138247000.0,,71489000.0,,201157000.0,,80461000.0,119231000.0,-15698000.0,,,,,,,-1688510000.0,130438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,116749000.0,130282000.0,2726862000.0,59724000.0,-590221000.0,-267694000.0,,226425000.0,,115817000.0,0.8,143694000.0,-77913000.0,0.0,,-89000.0,193585000.0,1976733000.0,,3057963000.0,116749000.0,64063000.0,5423279000.0,173289000.0,71049000.0,9000.0,14864000.0,3.5,,58037000.0,2726862000.0,-749734000.0,,,3057963000.0,4759000.0,,,,320995000.0,56569000.0,-69944000.0,329103000.0,,23368000.0,48448000.0,71628000.0,,,,70877000.0,101281000.0,289481000.0,50000.0,10719000.0,201756000.0,515004000.0,5029839000.0,23368000.0,,419254000.0,23368000.0,23368000.0,,-3066000.0,143694000.0,-6673000.0,23851000.0,,5472000.0,-1392000.0,5044703000.0,14864000.0,5423279000.0,57902000.0,23368000.0,,-2577000.0,3347444000.0,0.0,,378576000.0,,21046000.0,,94994000.0,1868000.0,,6759073000.0,,-1729234000.0,33399000.0,201756000.0,0.0,-2577000.0,,,,6759073000.0,,0.0,,1976733000.0,0.0,249369000.0,,0.81,-23440000.0,-6923000.0,23368000.0,-151804000.0,,,-1969000.0,,140046000.0,,2322000.0,-437280000.0,,-106475000.0,801591000.0,253612000.0,0.0,8121000.0,10719000.0,289481000.0,,,59724000.0,,-18026000.0,,-3726000.0,-14126000.0,378576000.0,5029839000.0,-749734000.0,,132023000.0,547979000.0,-617000.0,,5044703000.0,-645000.0,29063000.0,-133348000.0,,71785000.0,-7220000.0,204109000.0,,83477000.0,115817000.0,22764000.0,,3.51,3347444000.0,249910000.0,,,-1729234000.0,-56391000.0,226984000.0,226425000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,,121066000.0,,57892000.0,,,,,,,0.78,141003000.0,-3256000.0,0.0,,,,,,3299351000.0,115775000.0,66199000.0,,,,-752000.0,14540000.0,,,56190000.0,2941787000.0,,,,,,,,,,59646000.0,-70117000.0,,,,51379000.0,71862000.0,,,,,23368000.0,,,10722000.0,,,,20112000.0,,,20112000.0,,,-14384000.0,,,23758000.0,,4390000.0,-4660000.0,5263655000.0,,5656200000.0,55820000.0,,,,3579398000.0,33856000.0,,,,,,,,,6981498000.0,,,,191901000.0,0.0,-1493000.0,,-4061000.0,,,,,,1981692000.0,,,,0.78,,-3108000.0,20112000.0,-278276000.0,,,4359000.0,,141190000.0,,,,,,,,,8267000.0,,280047000.0,,,57892000.0,,,,-118000.0,-1567000.0,392545000.0,5215259000.0,-764458000.0,,133029000.0,,,,,-1524000.0,17359000.0,-135450000.0,,72005000.0,,207389000.0,,81544000.0,144979000.0,13319000.0,,,,,,,-1766239000.0,153954000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,120763000.0,,59137000.0,,,,,,,1.05,152045000.0,76214000.0,0.0,,,,,,3438035000.0,168996000.0,63650000.0,,,,-114000.0,13973000.0,,,76291000.0,3071415000.0,,,,,,,,,,61309000.0,-70330000.0,,,,52666000.0,72001000.0,,,,,20112000.0,,,10722000.0,,,,96326000.0,,,96326000.0,,,-6607000.0,,,23907000.0,,-923000.0,7416000.0,5297074000.0,,5803503000.0,75905000.0,,,,3716826000.0,0.0,,,,,,,,,7091427000.0,,,,190459000.0,0.0,-1100000.0,,-16000.0,,,,,,1992367000.0,,,,1.05,,-3679000.0,96326000.0,-111703000.0,,,-2791000.0,,144399000.0,,,,,,,,,8643000.0,,278791000.0,,,59137000.0,,,,-312000.0,-52357000.0,506429000.0,5283101000.0,-759058000.0,,135710000.0,,,,,-1410000.0,31000.0,-127370000.0,,72124000.0,,208049000.0,,83090000.0,143002000.0,10256000.0,,,,,,,-1808326000.0,67154000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,97809000.0,,58107000.0,,,,,,,1.47,151815000.0,-73476000.0,0.0,,,,,,3590741000.0,200878000.0,68742000.0,,,,-182000.0,23925000.0,,,106777000.0,3191897000.0,,,,,,,,,,64714000.0,-70398000.0,,,,55611000.0,72091000.0,,,,,96326000.0,,,160725000.0,,,,22850000.0,,,22850000.0,,,-27912000.0,,,26287000.0,,-5032000.0,-2326000.0,5723690000.0,,6221137000.0,106600000.0,,,,3887346000.0,0.0,,,,,,,,,7528610000.0,,,,206441000.0,0.0,-742000.0,,-139000.0,,,,,,2208954000.0,,,,1.47,,-5008000.0,22850000.0,-318301000.0,,,12049000.0,,149211000.0,,,,,,,,,9103000.0,,296605000.0,,,58107000.0,,,,-72000.0,-920000.0,497447000.0,5699765000.0,-724919000.0,,140005000.0,,,,,-1887000.0,33799000.0,-125721000.0,,72206000.0,,217953000.0,,84497000.0,175464000.0,-14204000.0,,,,,,,-1828845000.0,147016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,209877000.0,119539000.0,3213210000.0,44812000.0,-836802000.0,-282995000.0,,219948000.0,,169388000.0,0.67,141157000.0,-7662000.0,0.0,,-2674000.0,216050000.0,2266706000.0,,3595311000.0,209877000.0,74138000.0,6275755000.0,369445000.0,72233000.0,-12394000.0,23941000.0,3.97,,50656000.0,3213210000.0,-749367000.0,,,3595311000.0,14242000.0,,,,332288000.0,66662000.0,-72150000.0,118583000.0,,15188000.0,56394000.0,72515000.0,,,,72117000.0,22850000.0,288930000.0,-12690000.0,160730000.0,196332000.0,536123000.0,5758517000.0,15188000.0,,459177000.0,15188000.0,15188000.0,,-10856000.0,141157000.0,-18302000.0,26173000.0,,3624000.0,-2211000.0,5782458000.0,23941000.0,6275755000.0,48645000.0,15188000.0,,22000.0,3884241000.0,0.0,,493297000.0,,23368000.0,,100125000.0,2059000.0,,7635061000.0,,-1876544000.0,36281000.0,196332000.0,0.0,22000.0,-4229000.0,-13000.0,,7635061000.0,,0.0,,2266706000.0,0.0,287456000.0,,0.67,-1781000.0,-6507000.0,15188000.0,-128522000.0,,,625000.0,,149819000.0,,-8180000.0,-518936000.0,,-218258000.0,857348000.0,272729000.0,0.0,10268000.0,160730000.0,288930000.0,,,44812000.0,,-59759000.0,,-194000.0,-163414000.0,493297000.0,5758517000.0,-749367000.0,,127379000.0,584619000.0,13163000.0,,5782458000.0,2147000.0,67394000.0,-130395000.0,,72598000.0,-696000.0,223957000.0,,83157000.0,169388000.0,3792000.0,,3.97,3884241000.0,289914000.0,,,-1876544000.0,1321000.0,252331000.0,219948000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,,124180000.0,,59615000.0,,,,,,,0.81,141541000.0,48500000.0,,,,,,,3646415000.0,143148000.0,73221000.0,,,,-525000.0,23513000.0,,,61247000.0,3263867000.0,,,,,,,,,,66039000.0,-74925000.0,,,,58110000.0,72905000.0,,,,,25200000.0,,,160732000.0,,,,64407000.0,,,64407000.0,,,34867000.0,,,26184000.0,,2322000.0,-5182000.0,5823360000.0,,6293625000.0,59237000.0,,,,3920515000.0,,,,,,,,,,7721957000.0,,,,181361000.0,,489000.0,,-753000.0,,,,,,2251627000.0,,,,0.81,,-8237000.0,73700000.0,-46178000.0,,,-5380000.0,,152184000.0,,,,,,,,,7929000.0,,274100000.0,,,59615000.0,,,,-180000.0,-11978000.0,470265000.0,5799847000.0,-769311000.0,,143909000.0,,,,,1737000.0,1336000.0,-89313000.0,,72968000.0,,225405000.0,,86145000.0,169460000.0,4193000.0,,,,,,,-1922110000.0,-29502000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,138931000.0,,61561000.0,,,,,,,0.84,141417000.0,35262000.0,,,,,,,3643502000.0,149861000.0,68212000.0,,,,-728000.0,22613000.0,,,63595000.0,3248946000.0,,,,,,,,,,66794000.0,-74678000.0,,,,58381000.0,72990000.0,,,,,73700000.0,,,160734000.0,,,,56116000.0,,,56116000.0,,,42471000.0,,,27766000.0,,-6127000.0,-2176000.0,5797550000.0,,6302703000.0,61329000.0,,,,3915111000.0,,,,,,,,,,,,,,178665000.0,,412000.0,,-24000.0,,,,,,2264944000.0,,,,0.84,,-4425000.0,108962000.0,-32517000.0,,,4094000.0,,156690000.0,,,,,,,,,8413000.0,,271609000.0,,,61561000.0,,,,60000.0,-1430000.0,505153000.0,,-780973000.0,,147708000.0,,,,,1088000.0,21156000.0,-96460000.0,,73025000.0,,224902000.0,,89896000.0,181601000.0,17173000.0,,,,,,,,-71152000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,101605000.0,,61055000.0,,,,,,,0.82,141448000.0,-14161000.0,,,,,,,3572035000.0,151403000.0,70995000.0,,,,-1440000.0,27647000.0,,,62558000.0,3185105000.0,,,,,,,,,,68416000.0,-74708000.0,,,,60778000.0,73400000.0,,,,,108962000.0,,,160738000.0,,,,41872000.0,,,41872000.0,,,19197000.0,,,28166000.0,,-709000.0,-2737000.0,5769880000.0,,6285664000.0,60337000.0,,,,3852225000.0,,,,,,,,,,,,,,184683000.0,,127000.0,,-150000.0,,,,,,2311771000.0,,,,0.82,,-7636000.0,94801000.0,-33078000.0,,,4182000.0,,158758000.0,,,,,,,,,7638000.0,,280190000.0,,,61055000.0,,,,-496000.0,-16229000.0,515784000.0,,-795649000.0,,149999000.0,,,,,426000.0,59136000.0,-82408000.0,,73408000.0,,229753000.0,,90342000.0,173953000.0,-22094000.0,,,,,,,,-82688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,142237000.0,151972000.0,3157685000.0,54880000.0,-192247000.0,-301194000.0,,237111000.0,,182898000.0,0.71,136208000.0,13531000.0,,,4147000.0,244245000.0,2345891000.0,,3548310000.0,142237000.0,75442000.0,6289644000.0,-241309000.0,73302000.0,-705000.0,26859000.0,3.18,,54507000.0,3157685000.0,-818877000.0,,,3548310000.0,,,,,349721000.0,76596000.0,-76883000.0,130918000.0,,108332000.0,66976000.0,73790000.0,,,,73274000.0,94801000.0,274004000.0,-3398000.0,160742000.0,177922000.0,591510000.0,,64087000.0,,516688000.0,64087000.0,64087000.0,,51895000.0,136208000.0,-25497000.0,28038000.0,,5431000.0,-2360000.0,5787188000.0,26859000.0,6289644000.0,52496000.0,64087000.0,,-416000.0,3822314000.0,,,502456000.0,,25200000.0,,110154000.0,917000.0,,,,,33600000.0,177922000.0,,-416000.0,-958000.0,-31000.0,,,,,,2345891000.0,,233865000.0,,0.71,-12455000.0,-5199000.0,108332000.0,-80474000.0,,,,,159934000.0,,83132000.0,-368258000.0,,-57620000.0,915436000.0,287870000.0,,9620000.0,160742000.0,274004000.0,,,54880000.0,,148430000.0,,-421000.0,-27983000.0,502456000.0,,-818877000.0,,149894000.0,627566000.0,27787000.0,,5787188000.0,896000.0,49290000.0,-100077000.0,,73796000.0,-1037000.0,235376000.0,,83338000.0,182898000.0,28515000.0,,3.18,3822314000.0,241907000.0,,,,-57967000.0,277845000.0,237111000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.553990400,,104919000.0,,61803000.0,,,,,,,0.78,75057000.0,-26120000.0,,,,,,,3595846000.0,137779000.0,71947000.0,,,,-1434000.0,30530000.0,,,60144000.0,3156559000.0,,,,,,,,,,69187000.0,-77296000.0,,,,59622000.0,74200000.0,,,,,108332000.0,,,160749000.0,,,,43003000.0,,,43003000.0,,,27478000.0,,,28033000.0,,-1245000.0,-3001000.0,5918306000.0,,6351366000.0,57914000.0,,,,3849803000.0,95402000.0,,,,,,,,,148767000.0,,,,156029000.0,,-625000.0,,-4414000.0,,,,,,2388158000.0,,,,0.78,,-8209000.0,82212000.0,-104037000.0,,,,,160280000.0,,,,,,,,,9565000.0,,253957000.0,,,61803000.0,,,,-300000.0,-21718000.0,433060000.0,148767000.0,-843947000.0,,149458000.0,,,,,2230000.0,59427000.0,-77441000.0,,74200000.0,,232227000.0,,91093000.0,157451000.0,-20170000.0,,,,,,,,-27002000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,,137368000.0,,66470000.0,,,,,,,1.05,74536000.0,58057000.0,,,,,,,3596621000.0,138870000.0,66604000.0,,,,381000.0,30800000.0,,,80902000.0,3157783000.0,,,,,,,,,,70479000.0,-77669000.0,,,,59057000.0,74713000.0,,,,,82212000.0,,,160749000.0,,,,105903000.0,,,105903000.0,,,44570000.0,,,27482000.0,,-4080000.0,-2011000.0,5905041000.0,,6383741000.0,78665000.0,,,,3873095000.0,,,,,,,,,,147872000.0,,,,177078000.0,,-1024000.0,,-28000.0,,,,,,2407166000.0,,,,1.05,,-3163000.0,140269000.0,-9331000.0,,,,,163861000.0,,,,,,,,,11422000.0,,276474000.0,,,66470000.0,,,,-607000.0,-276382000.0,478700000.0,147872000.0,-841505000.0,,153009000.0,,,,,-92000.0,9034000.0,-92798000.0,,74713000.0,,230465000.0,,93382000.0,157524000.0,12314000.0,,,,,,,,-69980000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.569801600,,102019000.0,,67106000.0,,,,,,,0.84,,66647000.0,,,,,,,3710832000.0,143855000.0,83514000.0,,,,14044000.0,30017000.0,,,65465000.0,3276911000.0,,,,,,,,,,70708000.0,-78020000.0,,,,59648000.0,74832000.0,,,,,140269000.0,,,160755000.0,,,,162543000.0,,,162543000.0,,,-7864000.0,,,27052000.0,,-3542000.0,-12182000.0,6031261000.0,,6607565000.0,63223000.0,,,,4034444000.0,,,,,,,,,,146994000.0,,,,221781000.0,,-1135000.0,,-173000.0,,,,,,2469928000.0,,,,0.84,,-7249000.0,206916000.0,-113898000.0,,,,,150433000.0,,,,,,,,,11060000.0,,323612000.0,,,67106000.0,,,,-73000.0,-5397000.0,576304000.0,146994000.0,-857152000.0,,153806000.0,,,,,-2595000.0,71268000.0,-109883000.0,,74832000.0,,233947000.0,,79725000.0,165542000.0,-8096000.0,,,,,,,,78526000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
