date,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualCostOfRevenue,trailingOperatingIncome,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualAccountsPayable,annualChangeInAccountPayable,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyCashDividendsPaid,trailingCommonStockIssuance,quarterlyCurrentLiabilities,annualEndCashPosition,quarterlyCurrentAssets,trailingFreeCashFlow,annualTaxProvision,quarterlyRetainedEarnings,trailingEndCashPosition,trailingTaxProvision,quarterlyDepreciationAndAmortization,annualBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,quarterlyDilutedAverageShares,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalAssets,quarterlyBasicEPS,annualFreeCashFlow,annualNetIncome,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPretaxIncome,annualTotalAssets,annualDilutedEPS,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualCurrentAssets,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualCapitalStock,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,annualInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualCurrentLiabilities,annualGrossProfit,annualNetPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualTotalNonCurrentAssets,annualEbitda,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualOtherNonCashItems,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualGrossPPE,quarterlyCurrentDebt,annualChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualBeginningCashPosition,annualPurchaseOfInvestment,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,annualInterestExpense,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,annualPretaxIncome,quarterlySaleOfInvestment,trailingBeginningCashPosition,trailingChangesInAccountReceivables,annualInvestingCashFlow,trailingCashDividendsPaid,trailingInterestExpense,quarterlyGrossPPE,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyResearchAndDevelopment,trailingChangeInCashSupplementalAsReported,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,annualBasicAverageShares,quarterlyEbitda,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingGrossProfit,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualTotalRevenue,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,annualGoodwill,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,trailingStockBasedCompensation,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyGoodwill,trailingBasicEPS
1970-01-01 00:00:01.490918400,,,,,-1900000.0,,,,,,,,-5100000.0,,177000000.0,,126100000.0,,,59500000.0,,,12500000.0,,655600000.0,,14000000.0,,,,,,126000000.0,26100000.0,1134400000.0,0.88,,,1008300000.0,12400000.0,,,,832600000.0,20000000.0,,,84600000.0,14000000.0,12400000.0,12400000.0,,,,0.0,,,,,,,301800000.0,81900000.0,,,0.0,6000000.0,57600000.0,-17500000.0,,,0.0,44100000.0,300000.0,8800000.0,,,-4300000.0,,18000000.0,106000000.0,,,303500000.0,8800000.0,8800000.0,,,,-1000000.0,0.88,,,,,,7700000.0,20100000.0,890900000.0,,,,5800000.0,,,,242300000.0,,-17500000.0,,6400000.0,,,,-17000000.0,,,106600000.0,,-4700000.0,-5900000.0,13900000.0,-296500000.0,,,,,,37500000.0,,,3000000.0,,,,,,,,,1187400000.0,,,,,7900000.0,28100000.0,,6600000.0,,,,,,32800000.0,300000.0,,39000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,,-2000000.0,,,,,,,,-5100000.0,,177900000.0,,108000000.0,,,57500000.0,,,11900000.0,,659400000.0,,14100000.0,,,,,,80800000.0,10500000.0,1137700000.0,0.23,,,1029700000.0,3100000.0,,,,837300000.0,-1700000.0,,,87200000.0,14100000.0,3100000.0,3100000.0,,,,0.0,,,,,,,300400000.0,53200000.0,,,0.0,3900000.0,41100000.0,-27400000.0,,,-100000.0,27600000.0,500000.0,7800000.0,,,-5100000.0,,17100000.0,106800000.0,,,303500000.0,7800000.0,7800000.0,,,,-800000.0,0.23,,,,,,2000000.0,5100000.0,912700000.0,,,,8800000.0,,,,242900000.0,,-27400000.0,,5800000.0,,,,700000.0,,,109100000.0,,16500000.0,3600000.0,14100000.0,-300600000.0,,,,,,25700000.0,,,-1000000.0,,,,,,,,,1213300000.0,,,,,800000.0,23000000.0,,11900000.0,,,,,,38400000.0,400000.0,,22800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,,4500000.0,,,,,,,,-5100000.0,,216300000.0,,122000000.0,,,54700000.0,,,10800000.0,,665300000.0,,14100000.0,,,,,,84000000.0,9500000.0,1179900000.0,0.16,,,1057900000.0,2300000.0,,,,881600000.0,-27800000.0,,,89400000.0,14100000.0,2300000.0,2300000.0,,,,0.0,,,,,,,298300000.0,58800000.0,,,0.0,6000000.0,45800000.0,-39300000.0,,,0.0,25200000.0,8000000.0,10900000.0,,,1100000.0,,15700000.0,109200000.0,,,303600000.0,10900000.0,10900000.0,,,,-400000.0,0.16,,,,,,1400000.0,3700000.0,946700000.0,,,,7800000.0,,,,243600000.0,,-39300000.0,,6400000.0,,,,30900000.0,,,141700000.0,,-4700000.0,3400000.0,9200000.0,-303600000.0,,,,,,11500000.0,,,3100000.0,,,,,,,,,1250300000.0,,,,,2500000.0,24100000.0,,-8600000.0,,,,,,40900000.0,300000.0,,20900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,53300000.0,,268500000.0,,1900000.0,,41500000.0,9100000.0,,,754100000.0,,-5100000.0,,151000000.0,8900000.0,151300000.0,,17500000.0,60800000.0,,,11700000.0,2.06,754100000.0,69700000.0,,-9700000.0,29000000.0,,8900000.0,905100000.0,115400000.0,23600000.0,1241900000.0,,-33100000.0,29000000.0,1090600000.0,11200000.0,68100000.0,,68000000.0,905100000.0,-23600000.0,376300000.0,-20400000.0,88600000.0,,11200000.0,11200000.0,,1241900000.0,2.06,53300000.0,,,9500000.0,151300000.0,,336800000.0,336800000.0,74600000.0,29000000.0,46900000.0,0.0,,67400000.0,-35100000.0,,33000000.0,0.0,40800000.0,7500000.0,8900000.0,,60800000.0,17400000.0,,17200000.0,82900000.0,67400000.0,,376300000.0,8900000.0,8900000.0,86200000.0,276000000.0,,-15000000.0,,8900000.0,36200000.0,7500000.0,,,6400000.0,17600000.0,971500000.0,151000000.0,137700000.0,971500000.0,10900000.0,,1090600000.0,118900000.0,276000000.0,-100000.0,-35100000.0,,6900000.0,2500000.0,88600000.0,,21600000.0,14100000.0,1279200000.0,68100000.0,,-21600000.0,-3500000.0,9500000.0,-307700000.0,,5800000.0,,,,11500000.0,25500000.0,-14500000.0,-2000000.0,17500000.0,46500000.0,,,,-119300000.0,,,1279200000.0,-307700000.0,82900000.0,,,6300000.0,41500000.0,,-19600000.0,,,,,,37800000.0,32000000.0,14100000.0,36200000.0,,37800000.0,-2400000.0,3100000.0,-119300000.0,,,-17200000.0,406200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,,,,,-4900000.0,,,,,,,,-5400000.0,,146300000.0,,144500000.0,,,71000000.0,,,12300000.0,,749400000.0,,14800000.0,,,,,,145800000.0,28100000.0,1244300000.0,1.06,,,1099800000.0,15600000.0,,,,895700000.0,18300000.0,,,92300000.0,14800000.0,15600000.0,15600000.0,,,,,,,,,,,348600000.0,99600000.0,,,,6900000.0,74400000.0,-10100000.0,,,-1700000.0,46200000.0,8200000.0,9500000.0,,,-11400000.0,,18100000.0,87000000.0,,,363000000.0,9500000.0,9500000.0,,,,-14200000.0,1.06,,,,,,4800000.0,20400000.0,972400000.0,,,,8900000.0,,,,277600000.0,,-10100000.0,,6400000.0,,,,-17700000.0,,,75100000.0,,-7000000.0,-5400000.0,16200000.0,-314300000.0,,,,,,28400000.0,,,600000.0,,,,,,,,,1286700000.0,,,,,4700000.0,30100000.0,,700000.0,,,,,,30500000.0,300000.0,,39100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,,2000000.0,,,,,,,,-5500000.0,,135400000.0,,118100000.0,,,69100000.0,,,12700000.0,,752000000.0,,14800000.0,,,,,,84500000.0,10600000.0,1234600000.0,0.24,,,1116500000.0,3600000.0,,,,887400000.0,7800000.0,,,93400000.0,14800000.0,3600000.0,3600000.0,,,,,,,,,,,347200000.0,56000000.0,,,,4100000.0,56200000.0,-27100000.0,,,-1300000.0,28500000.0,8100000.0,8500000.0,,,-5400000.0,,17900000.0,88100000.0,,,363100000.0,8500000.0,8500000.0,,,,-900000.0,0.24,,,,,,-200000.0,3400000.0,989800000.0,,,,9500000.0,,,,278100000.0,,-27100000.0,,6400000.0,,,,-8800000.0,,,67100000.0,,18200000.0,5200000.0,16000000.0,-320200000.0,,,,,,34900000.0,,,-1000000.0,,,,,,,,,1310000000.0,,,,,-1100000.0,24700000.0,,17700000.0,,,,,,35800000.0,300000.0,,22500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,,,,-11800000.0,,,,,,,,-5400000.0,,180500000.0,,120600000.0,,,66500000.0,,,12400000.0,,739000000.0,,14800000.0,,,,,,88200000.0,10300000.0,1264500000.0,0.19,,,1143900000.0,2800000.0,,,,919500000.0,-32400000.0,,,97800000.0,14800000.0,2800000.0,2800000.0,,,,,,,,,,,345000000.0,60000000.0,,,,,52300000.0,-39100000.0,,,-1100000.0,28200000.0,7200000.0,6300000.0,,,2700000.0,,17900000.0,86400000.0,,,361100000.0,6300000.0,6300000.0,,,,-700000.0,0.19,,,,,,400000.0,3200000.0,1022300000.0,,,,8500000.0,,,,278500000.0,,-39100000.0,,6600000.0,,,,30200000.0,,,100900000.0,,3900000.0,4300000.0,10000000.0,-326500000.0,,,,,,6700000.0,,,-2200000.0,,,,,,,,,1348800000.0,,,,,1000000.0,27400000.0,,2300000.0,,,,,,49100000.0,300000.0,,22200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,,,300100000.0,,-2100000.0,,42600000.0,1100000.0,,,754500000.0,,-5500000.0,,192500000.0,7800000.0,152200000.0,,8400000.0,72000000.0,,,13000000.0,2.23,754500000.0,71200000.0,,3900000.0,33000000.0,,7800000.0,947000000.0,125600000.0,22200000.0,1298300000.0,,-23900000.0,33000000.0,1146100000.0,11000000.0,101200000.0,,72800000.0,947000000.0,-17600000.0,387400000.0,-21800000.0,96700000.0,,11000000.0,11000000.0,,1298300000.0,2.23,,,,10300000.0,152200000.0,,351300000.0,351300000.0,84500000.0,33000000.0,50400000.0,,,66800000.0,-26100000.0,,1200000.0,-1700000.0,41100000.0,7800000.0,7800000.0,,72000000.0,15200000.0,,18900000.0,97800000.0,66800000.0,,387400000.0,7800000.0,7800000.0,78500000.0,279300000.0,,-17300000.0,,7800000.0,22800000.0,7800000.0,,,3400000.0,14400000.0,1036800000.0,192500000.0,144000000.0,1036800000.0,6300000.0,,1146100000.0,118200000.0,279300000.0,-5800000.0,-26100000.0,,7000000.0,-16800000.0,96700000.0,,19100000.0,14800000.0,1369300000.0,101200000.0,,-14500000.0,-2000000.0,10300000.0,-332500000.0,,8900000.0,,,,8500000.0,26400000.0,600000.0,1500000.0,8000000.0,41400000.0,,,,-102400000.0,,,1369300000.0,-332500000.0,97800000.0,,,3400000.0,42600000.0,,-16800000.0,,,,,,45000000.0,300000.0,14800000.0,34400000.0,,45000000.0,2100000.0,-1100000.0,-102400000.0,,,-33100000.0,444100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.553990400,,,,,-6600000.0,,,,,,,,-5500000.0,,164800000.0,,133900000.0,,,93000000.0,,,13800000.0,,751500000.0,,14900000.0,,,,,,152100000.0,28800000.0,1290200000.0,1.78,,,1156300000.0,26500000.0,,,,916300000.0,26900000.0,,,104400000.0,14900000.0,26500000.0,26500000.0,,,,,,,,,,,373900000.0,103100000.0,,,,7000000.0,73900000.0,2500000.0,,,12100000.0,49000000.0,8300000.0,4300000.0,,,-9600000.0,,20200000.0,103800000.0,,,373000000.0,4300000.0,4300000.0,,,,-13400000.0,1.78,,,,,,8200000.0,34700000.0,1041700000.0,,,,7800000.0,,,,280900000.0,,-10900000.0,,6800000.0,,,,-43800000.0,,,85300000.0,,-7100000.0,-7300000.0,16700000.0,-339300000.0,,,,,,37800000.0,,,-3500000.0,,,,,,,,,1381000000.0,,,,,8200000.0,33000000.0,,9300000.0,,,,,,39500000.0,300000.0,,55300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,,,,,300000.0,,,,,,,,-5500000.0,,156000000.0,,107400000.0,,,91500000.0,,,12400000.0,,750300000.0,,14900000.0,,,,,,84400000.0,12300000.0,1279300000.0,0.27,,,1171900000.0,4000000.0,,,,906300000.0,6500000.0,,,102900000.0,14900000.0,4000000.0,4000000.0,,,,,,,,,,,373000000.0,54600000.0,,,,4000000.0,48700000.0,-27800000.0,,,-1300000.0,29800000.0,8200000.0,4800000.0,,,-11100000.0,,17500000.0,104100000.0,,,373100000.0,4800000.0,4800000.0,,,,-23400000.0,0.27,,,,,,1100000.0,5100000.0,1057100000.0,,,,4300000.0,,,,281500000.0,,-27800000.0,,6600000.0,,,,-6000000.0,,,84300000.0,,25200000.0,4700000.0,17500000.0,-343600000.0,,,,,,34300000.0,,,500000.0,,,,,,,,,1400700000.0,,,,,200000.0,21900000.0,,17400000.0,,,,,,45800000.0,300000.0,,24100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.569801600,,,,,3700000.0,,,,,,,,-5700000.0,,144400000.0,,107400000.0,,,88100000.0,,,12800000.0,,795300000.0,,14900000.0,,,,,,85300000.0,10000000.0,1309700000.0,0.15,,,1202300000.0,2300000.0,,,,939700000.0,-17900000.0,,,108600000.0,14900000.0,2300000.0,2300000.0,,,,,,,,,,,370000000.0,57000000.0,,,,7100000.0,39400000.0,-38000000.0,,,-1000000.0,28300000.0,8500000.0,7300000.0,,,1000000.0,,18300000.0,108300000.0,,,410900000.0,7300000.0,7300000.0,,,,16500000.0,0.15,,,,,,900000.0,3200000.0,1088100000.0,,,,4800000.0,,,,281900000.0,,-38000000.0,,6500000.0,,,,20400000.0,,,68700000.0,,9300000.0,3100000.0,15500000.0,-348600000.0,,,,,,20100000.0,,,2500000.0,,,,,,,,,1436700000.0,,,,,900000.0,22900000.0,,400000.0,,,,,,45700000.0,300000.0,,22500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.577750400,,,,,-2700000.0,,37600000.0,,,,834200000.0,,-5400000.0,,159800000.0,,130900000.0,,,94100000.0,,,13000000.0,,834200000.0,,,,,,5200000.0,994000000.0,116400000.0,22000000.0,1370800000.0,,,,1239900000.0,11400000.0,78100000.0,,,994000000.0,-29800000.0,437500000.0,,102500000.0,,11400000.0,11400000.0,,1370800000.0,,,,,12400000.0,130900000.0,,376800000.0,376800000.0,75700000.0,,,,,55100000.0,-42500000.0,,,-1200000.0,40700000.0,8700000.0,5200000.0,,94100000.0,14700000.0,,18700000.0,103600000.0,55100000.0,,437500000.0,5200000.0,5200000.0,,282700000.0,,1500000.0,,5200000.0,,8700000.0,,,3600000.0,15000000.0,1115500000.0,159800000.0,,1115500000.0,7300000.0,,1239900000.0,,282700000.0,,-42500000.0,,6700000.0,,102500000.0,,27700000.0,,1471500000.0,78100000.0,,-15700000.0,-2500000.0,12400000.0,-356000000.0,,,,,,12700000.0,,,-2100000.0,,,,,,,,,1471500000.0,-356000000.0,103600000.0,,,4200000.0,37600000.0,,-13200000.0,,,,,,43500000.0,200000.0,,34700000.0,,43500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
