date,trailingPretaxIncome,annualNetIncome,annualNonCurrentDeferredRevenue,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCashDividendsPaid,quarterlyAccountsReceivable,annualGoodwill,annualTotalAssets,annualPretaxIncome,quarterlyTotalAssets,quarterlyCostOfRevenue,trailingNetIncome,quarterlyCurrentAccruedExpenses,annualBasicEPS,quarterlyOtherNonCurrentLiabilities,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,quarterlyCashDividendsPaid,annualDilutedEPS,annualSaleOfInvestment,annualCommonStockIssuance,annualDepreciationAndAmortization,annualTotalRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualInvestingCashFlow,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualAccountsReceivable,quarterlyLongTermDebt,annualRetainedEarnings,annualDilutedAverageShares,annualCurrentDebt,annualTaxProvision,annualInventory,trailingTaxProvision,quarterlyTaxProvision,trailingCostOfRevenue,annualChangeInInventory,quarterlyNetPPE,annualNetOtherFinancingCharges,quarterlyRepaymentOfDebt,quarterlyEbitda,trailingNetIncomeContinuousOperations,annualOtherNonCashItems,annualGrossProfit,annualOtherCurrentAssets,quarterlyCommonStockIssuance,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyTotalRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingExpense,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,trailingInterestExpense,quarterlyChangeInInventory,annualBeginningCashPosition,quarterlyNetOtherInvestingChanges,annualChangesInAccountReceivables,quarterlyChangesInAccountReceivables,annualInterestExpense,annualGrossPPE,trailingOperatingExpense,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualEbitda,annualCurrentAssets,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGrossProfit,annualAccumulatedDepreciation,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,annualOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyOperatingExpense,annualOtherCurrentLiabilities,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,quarterlyCurrentDeferredRevenue,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingTotalRevenue,quarterlyInventory,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIncomeExpense,annualOperatingIncome,quarterlyInterestExpense,annualCurrentLiabilities,annualNetPPE,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,annualNetOtherInvestingChanges,trailingOtherIncomeExpense,annualCashAndCashEquivalents,quarterlyDilutedAverageShares,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingOperatingCashFlow,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingEndCashPosition,annualPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualOtherShortTermInvestments,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,annualRepurchaseOfCapitalStock,trailingBasicEPS
,,,,,284400000.0,,,19300000.0,,,,342700000.0,16900000.0,,1600000.0,,200000.0,,13400000.0,100000.0,162700000.0,,,-21100000.0,,,,,,32100000.0,32100000.0,,2500000.0,5400000.0,,160000000.0,,,,,,,200000.0,,,274700000.0,,,33600000.0,,,,,,,0.0,0.41,,,-500000.0,,,32300000.0,58300000.0,33600000.0,511100000.0,13400000.0,,,0.0,35500000.0,56900000.0,,,-17800000.0,,,,-236400000.0,-3900000.0,,2500000.0,,-100000.0,,-400000.0,,2200000.0,,,,,,,,,,,-1400000.0,7500000.0,,40000000.0,,21100000.0,73965000.0,,,0.41,6400000.0,,,0.0,,0.0,,,1600000.0,,,,,0.0,,2000000.0,30400000.0,,,34500000.0,-4300000.0,,,,,,1300000.0,,,,34500000.0,34500000.0,,176100000.0,3300000.0,3900000.0,,,,,,,73965000.0,,31600000.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,283500000.0,,,19100000.0,,,,350500000.0,16500000.0,,1200000.0,,500000.0,,8500000.0,0.0,163000000.0,,,-23900000.0,,,,,,29400000.0,29400000.0,,2500000.0,4900000.0,,160000000.0,,,,,,,100000.0,,,273900000.0,,,30900000.0,,,,,,,700000.0,0.37,,,700000.0,,,29500000.0,67000000.0,30900000.0,514100000.0,14500000.0,,,0.0,34800000.0,53400000.0,,,-23700000.0,,,,-240200000.0,-2800000.0,,2900000.0,,0.0,,200000.0,,100000.0,,,,,,,,,,,-900000.0,6800000.0,,36900000.0,,34500000.0,73965000.0,,,0.37,6000000.0,,,0.0,,0.0,,,3000000.0,,,,,0.0,,2000000.0,27400000.0,,,43000000.0,-2600000.0,,,,,,1400000.0,,,,43000000.0,43000000.0,,177500000.0,200000.0,4000000.0,,,,,,,73965000.0,,32000000.0,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,116000000.0,,73486000.0,503300000.0,429600000.0,-348500000.0,23000000.0,2500000.0,539500000.0,125200000.0,539500000.0,18700000.0,,1900000.0,1.48,500000.0,700000.0,-34700000.0,300000.0,433600000.0,,0.0,-25300000.0,1.48,,0.0,16200000.0,229000000.0,36300000.0,36200000.0,-315300000.0,2500000.0,6500000.0,23000000.0,429600000.0,119234592.0,73486000.0,,800000.0,2200000.0,,200000.0,,-200000.0,485100000.0,86600000.0,,38600000.0,,800000.0,160300000.0,2700000.0,0.0,503300000.0,0.0,0.44,467300000.0,,6800000.0,,119234592.0,36500000.0,36200000.0,38700000.0,732400000.0,33700000.0,-14500000.0,0.0,-28000000.0,46700000.0,64800000.0,68700000.0,-166000000.0,82200000.0,29800000.0,600000.0,124400000.0,-247300000.0,-144100000.0,,2700000.0,,-200000.0,425100000.0,8500000.0,-11300000.0,-4000000.0,5300000.0,732400000.0,,300000.0,107700000.0,,130500000.0,36200000.0,25600000.0,900000.0,12900000.0,28200000.0,21920.0,46100000.0,-247300000.0,43000000.0,74327000.0,8400000.0,-8980775.0,0.44,7400000.0,300000.0,21920.0,0.0,1900000.0,0.0,-416800000.0,-156900000.0,600000.0,,,-10000000.0,-243900000.0,-100000.0,,2200000.0,32400000.0,,8300000.0,8300000.0,-163600000.0,28200000.0,9400000.0,433600000.0,-100000.0,130500000.0,2100000.0,33700000.0,485100000.0,,8300000.0,8300000.0,142400000.0,467300000.0,89500000.0,4700000.0,8300000.0,8400000.0,,7600000.0,,8300000.0,74327000.0,500000.0,-97400000.0,900000.0,-8980775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1283900000.0,,,27500000.0,,,,1454000000.0,19900000.0,,4200000.0,,500000.0,,129300000.0,300000.0,1104100000.0,800800000.0,,-174800000.0,,,,,,35400000.0,35400000.0,,2500000.0,7400000.0,,1099700000.0,,,,,,,200000.0,,,465300000.0,,-498600000.0,41500000.0,,,,,396400000.0,,600000.0,0.39,,100000.0,-4000000.0,,,35600000.0,170100000.0,35300000.0,717600000.0,31300000.0,,,-734300000.0,31400000.0,63900000.0,,,870600000.0,,,,-252300000.0,-32900000.0,,2700000.0,,-100000.0,,-5500000.0,,-4500000.0,,,,,,,,,,,-3200000.0,21700000.0,,44000000.0,,8300000.0,77732000.0,,-1500000.0,0.39,8700000.0,,,300000.0,,0.0,,,1700000.0,,,,,6200000.0,,2300000.0,29000000.0,,,137600000.0,-772700000.0,,,,,,5900000.0,,,,137600000.0,137600000.0,,1135400000.0,-21100000.0,5100000.0,,,,,,,77732000.0,,-1500000.0,9500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1335600000.0,,,24000000.0,,,,1469100000.0,22800000.0,,14200000.0,,500000.0,,-33300000.0,0.0,1104100000.0,835900000.0,,-36700000.0,,,,,,42000000.0,42000000.0,,2500000.0,6400000.0,,1099700000.0,,,,,,,-100000.0,,,481000000.0,,0.0,56700000.0,,,,,0.0,,-100000.0,0.5,,-100000.0,16100000.0,,,41900000.0,133500000.0,30900000.0,738500000.0,40600000.0,,,0.0,65400000.0,63200000.0,,,-38100000.0,,,,-257500000.0,-64500000.0,,2700000.0,,-200000.0,,-600000.0,,3600000.0,,,,,,,,,,,-1300000.0,17600000.0,,40400000.0,,137600000.0,81881736.0,,-1500000.0,0.5,9500000.0,,,200000.0,,0.0,,,3800000.0,,,,,20500000.0,,2500000.0,33000000.0,,,104300000.0,-60600000.0,,,,,,9500000.0,,,,104300000.0,104300000.0,,1144700000.0,-1400000.0,5300000.0,,,,,,,81881736.0,,900000.0,10400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1365700000.0,,,27100000.0,,,,1471000000.0,21200000.0,,5200000.0,,600000.0,,-31400000.0,200000.0,1104800000.0,858400000.0,,-41500000.0,,,,,,52300000.0,52300000.0,,2500000.0,6200000.0,,1099700000.0,,,,,,,100000.0,,,489000000.0,,0.0,67300000.0,,,,,0.0,,1200000.0,0.5,,,-14000000.0,,,52400000.0,105300000.0,36300000.0,751500000.0,30100000.0,,,0.0,46100000.0,66100000.0,,,-41500000.0,,,,-262500000.0,-40300000.0,,2800000.0,,0.0,,600000.0,,-3200000.0,,,,,,3700000.0,,,,,-6400000.0,11800000.0,,44900000.0,,104300000.0,81881736.0,,-1500000.0,0.5,8600000.0,,,300000.0,,0.0,,,6300000.0,,,,,25300000.0,,2500000.0,40800000.0,,,72900000.0,-36000000.0,,,,,,9200000.0,,,,72900000.0,72900000.0,,1134900000.0,0.0,5700000.0,,,,,,,81881736.0,,5800000.0,10100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,194200000.0,11000000.0,80909941.0,2597900000.0,2054700000.0,-299200000.0,24700000.0,2500000.0,2681600000.0,189500000.0,2681600000.0,20100000.0,,23000000.0,2.02,500000.0,26500000.0,-24900000.0,100000.0,2070700000.0,944900000.0,0.0,-46200000.0,2.02,12100000.0,396400000.0,26200000.0,295500000.0,64500000.0,64500000.0,-1594600000.0,2500000.0,6600000.0,24700000.0,2054700000.0,,80909941.0,,300000.0,4500000.0,,100000.0,,-2200000.0,1644100000.0,4600000.0,0.0,73900000.0,,1800000.0,184100000.0,4200000.0,0.0,2597900000.0,600000.0,0.61,2177600000.0,,13400000.0,11000000.0,,64600000.0,83700000.0,43500000.0,1926500000.0,106900000.0,-628800000.0,300000.0,0.0,86900000.0,72400000.0,111400000.0,-734300000.0,-46200000.0,43100000.0,4600000.0,189200000.0,-282400000.0,-67300000.0,,4200000.0,,100000.0,17400000.0,-2200000.0,-1700000.0,2400000.0,33900000.0,1926500000.0,,0.0,153200000.0,3900000.0,249600000.0,83700000.0,31100000.0,700000.0,2500000.0,70800000.0,,52300000.0,-282400000.0,72900000.0,82086000.0,,-1500000.0,0.61,8800000.0,100000.0,,300000.0,23000000.0,0.0,32900000.0,-872400000.0,4600000.0,,,-498600000.0,1383900000.0,30400000.0,,4500000.0,50400000.0,,50300000.0,48000000.0,-65600000.0,70800000.0,-3200000.0,2070700000.0,82200000.0,141000000.0,9300000.0,106900000.0,1644100000.0,,50300000.0,50300000.0,243600000.0,2177600000.0,0.0,5700000.0,50300000.0,,944900000.0,-7700000.0,,50300000.0,82086000.0,500000.0,19600000.0,700000.0,-1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2617200000.0,,,38000000.0,,,,2682100000.0,36600000.0,,6500000.0,,3400000.0,,-30200000.0,200000.0,1324800000.0,967100000.0,,-51400000.0,,,,,,60200000.0,52300000.0,,2500000.0,8900000.0,,1302900000.0,,,,,,,200000.0,,,1641500000.0,,-85900000.0,84100000.0,,,,,0.0,,300000.0,0.44,,100000.0,-8300000.0,17100000.0,,60400000.0,64900000.0,45300000.0,1926900000.0,43200000.0,,,0.0,66700000.0,96200000.0,,,-23400000.0,,,,-285400000.0,-77000000.0,,1600000.0,,-800000.0,,3500000.0,,-11900000.0,,,,,,3500000.0,,,,,5900000.0,21200000.0,,59600000.0,,50300000.0,82629000.0,,-800000.0,0.44,14300000.0,,,600000.0,,0.0,,,5800000.0,,,,,25000000.0,,5200000.0,36500000.0,,,20100000.0,-73500000.0,,,,,,9900000.0,,,,20100000.0,20100000.0,,1368000000.0,57000000.0,13800000.0,,,,,,,82629000.0,,-10300000.0,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2689100000.0,,,39000000.0,,,,2772700000.0,42400000.0,,17500000.0,,4000000.0,,15600000.0,200000.0,1368300000.0,1007800000.0,,-55600000.0,,,,,,73200000.0,67500000.0,,2500000.0,7800000.0,,1343100000.0,,,,,,,400000.0,,,1672800000.0,,-148100000.0,99200000.0,,,,,677200000.0,,3900000.0,0.51,,200000.0,4600000.0,19700000.0,,73600000.0,83600000.0,54400000.0,1983500000.0,61600000.0,,,0.0,99300000.0,110200000.0,,,-37000000.0,,,,-310700000.0,-50700000.0,,3400000.0,,-200000.0,,3900000.0,,-2400000.0,,,,,,3900000.0,,,,,-1700000.0,25800000.0,,67800000.0,,20100000.0,90959000.0,,-800000.0,0.51,13400000.0,,,800000.0,,-851700000.0,,,6400000.0,,,,,30200000.0,,5500000.0,46400000.0,,,35700000.0,-46800000.0,,,,,,11000000.0,,,,35700000.0,35700000.0,,1429900000.0,-631100000.0,14600000.0,,,,,,,90959000.0,,48600000.0,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2810400000.0,,,41400000.0,,,,2880500000.0,40600000.0,,5100000.0,,4000000.0,,-16700000.0,1100000.0,1117200000.0,1103400000.0,,-69800000.0,,,,,,83100000.0,83100000.0,,2500000.0,9200000.0,,1091400000.0,,,,,,,200000.0,,,1674300000.0,,-452000000.0,108300000.0,,,,,305900000.0,,200000.0,0.57,,200000.0,-11600000.0,19900000.0,,83300000.0,70100000.0,59200000.0,1999900000.0,104900000.0,,,0.0,84300000.0,110200000.0,,,41500000.0,,,,-325600000.0,-121200000.0,,400000.0,,0.0,,-31600000.0,,-1900000.0,,,,,,3000000.0,,,,,-1400000.0,26900000.0,,69600000.0,,35700000.0,100555000.0,,-1200000.0,0.57,10400000.0,,,1000000.0,,-851700000.0,,,10000000.0,,,,,34000000.0,,5500000.0,57100000.0,,,19000000.0,-142400000.0,,,,,,9900000.0,,,50000000.0,19000000.0,19000000.0,,1222100000.0,7300000.0,15100000.0,,,,,,,100555000.0,,-36900000.0,24900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,301000000.0,23000000.0,95240000.0,4009000000.0,2396000000.0,-378000000.0,83000000.0,185000000.0,4109000000.0,410000000.0,4109000000.0,192100000.0,,26000000.0,2.2,9000000.0,-17000000.0,-16700000.0,3000000.0,2432000000.0,1142000000.0,-851700000.0,-201200000.0,2.2,16000000.0,983000000.0,96000000.0,758000000.0,187000000.0,98100000.0,-1558000000.0,185000000.0,39000000.0,83000000.0,2396000000.0,,95240000.0,15000000.0,2000000.0,11000000.0,,1200000.0,,-2000000.0,2675000000.0,-609000000.0,-410000000.0,261900000.0,,4000000.0,446000000.0,0.0,-100000.0,4009000000.0,-400000.0,0.65,2543000000.0,-500000.0,-1700000.0,23000000.0,,188200000.0,100000000.0,184600000.0,3400000000.0,111000000.0,-92000000.0,2000000.0,-990000000.0,241700000.0,436400000.0,312000000.0,-990000000.0,1036900000.0,98000000.0,14000000.0,408000000.0,-725000000.0,-335100000.0,,0.0,,-1000000.0,50000000.0,24200000.0,-58000000.0,-41800000.0,52000000.0,3400000000.0,,0.0,209000000.0,5600000.0,558000000.0,100000000.0,65000000.0,2000000.0,16200000.0,43000000.0,,244300000.0,-725000000.0,19000000.0,106633000.0,,-1000000.0,0.65,59700000.0,3000000.0,,2000000.0,26000000.0,-851700000.0,-48000000.0,-584000000.0,14000000.0,,,-1096000000.0,1018000000.0,24800000.0,,11000000.0,69000000.0,,2000000.0,2000000.0,-1295300000.0,43000000.0,19000000.0,2432000000.0,114000000.0,348000000.0,21200000.0,111000000.0,2675000000.0,15000000.0,2000000.0,2000000.0,492000000.0,2543000000.0,-42200000.0,52500000.0,2000000.0,,1142000000.0,0.0,,2000000.0,106633000.0,9000000.0,-93400000.0,2000000.0,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4037000000.0,,,72000000.0,,,,4125000000.0,88000000.0,,28000000.0,,9000000.0,,-1000000.0,1000000.0,2393000000.0,1176000000.0,,-88000000.0,,,,,,97000000.0,97000000.0,,185000000.0,16000000.0,,2357000000.0,,,,,,,0.0,,,2669000000.0,,-765000000.0,147000000.0,,,,,40000000.0,,3000000.0,0.6,,,17000000.0,23000000.0,,97000000.0,88000000.0,81000000.0,3420000000.0,104000000.0,,,,139000000.0,194000000.0,,,-91000000.0,,,,-751000000.0,-57000000.0,,0.0,,-1000000.0,,8000000.0,,10000000.0,,,,,,8000000.0,,,,,-1000000.0,39000000.0,,106000000.0,,2000000.0,107400000.0,,-1000000.0,0.6,25000000.0,,,2000000.0,,-851700000.0,,,18000000.0,,,,,40000000.0,,12000000.0,65000000.0,,,1000000.0,-49000000.0,,,,,,24000000.0,,,2000000.0,1000000.0,1000000.0,,2497000000.0,10000000.0,26000000.0,,,,,,,107400000.0,,82000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4074000000.0,,,76000000.0,,,,4168000000.0,83000000.0,,27000000.0,,10000000.0,,0.0,1000000.0,2264000000.0,1212000000.0,,-95000000.0,,,,,,103000000.0,103000000.0,,185000000.0,16000000.0,,2227000000.0,,,,,,,1000000.0,,,2670000000.0,,-498000000.0,154000000.0,,,,,131000000.0,,2000000.0,0.61,,,-6000000.0,23000000.0,,104000000.0,94000000.0,91000000.0,3447000000.0,133000000.0,,,,131000000.0,197000000.0,,,-69000000.0,,,,-777000000.0,-71000000.0,,0.0,,0.0,,9000000.0,,-4000000.0,,,,,,9000000.0,,,,,-1000000.0,41000000.0,,114000000.0,,1000000.0,109189000.0,,-1000000.0,0.61,23000000.0,,,2000000.0,,0.0,,,24000000.0,,,,,37000000.0,,12000000.0,66000000.0,,,1000000.0,-62000000.0,,,,,,24000000.0,,,25000000.0,1000000.0,1000000.0,,2397000000.0,2000000.0,26000000.0,,,,,,,109189000.0,,60000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4132000000.0,,,70000000.0,,,,4219000000.0,99000000.0,,29000000.0,,10000000.0,,1000000.0,2000000.0,2309000000.0,1265000000.0,,-104000000.0,,,,,,99000000.0,99000000.0,,185000000.0,16000000.0,,2273000000.0,,,,,,,0.0,,,2675000000.0,,-243000000.0,152000000.0,,,,,0.0,,4000000.0,0.51,,,18000000.0,21000000.0,,99000000.0,87000000.0,82000000.0,3478000000.0,135000000.0,,,,152000000.0,204000000.0,,,-63000000.0,,,,-803000000.0,-99000000.0,,0.0,,0.0,,11000000.0,,7000000.0,,,,,,11000000.0,,,,,2000000.0,41000000.0,,105000000.0,,1000000.0,110506000.0,,-1000000.0,0.51,23000000.0,,,3000000.0,,0.0,,,25000000.0,,,,,40000000.0,,12000000.0,56000000.0,,,2000000.0,-88000000.0,,,,,,23000000.0,,,17000000.0,2000000.0,2000000.0,,2444000000.0,4000000.0,30000000.0,,,,,,,110506000.0,,53000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,461000000.0,66000000.0,112045000.0,5042000000.0,2920000000.0,-642000000.0,86000000.0,185000000.0,5334000000.0,528000000.0,5334000000.0,167000000.0,,34000000.0,2.6,11000000.0,73000000.0,183000000.0,2000000.0,3002000000.0,1932000000.0,0.0,-355000000.0,2.59,52000000.0,1205000000.0,116000000.0,934000000.0,225000000.0,162000000.0,-782000000.0,185000000.0,21000000.0,86000000.0,2920000000.0,,115339000.0,25000000.0,4000000.0,12000000.0,,3000000.0,,-1000000.0,2918000000.0,-178000000.0,-646000000.0,292000000.0,,12000000.0,497000000.0,0.0,1034000000.0,5042000000.0,3000000.0,0.83,3173000000.0,,44000000.0,66000000.0,,228000000.0,292000000.0,141000000.0,3754000000.0,171000000.0,293000000.0,5000000.0,,302000000.0,339000000.0,437000000.0,-729000000.0,464000000.0,102000000.0,35000000.0,524000000.0,-836000000.0,-204000000.0,,0.0,,0.0,2000000.0,298000000.0,-4000000.0,-17000000.0,101000000.0,3754000000.0,,,292000000.0,24000000.0,745000000.0,292000000.0,69000000.0,0.0,14000000.0,60000000.0,,172000000.0,-836000000.0,2000000.0,120953000.0,,-1000000.0,0.86,31000000.0,2000000.0,,5000000.0,34000000.0,0.0,183000000.0,-431000000.0,35000000.0,,,-2152000000.0,241000000.0,114000000.0,,12000000.0,105000000.0,,185000000.0,185000000.0,-583000000.0,60000000.0,14000000.0,3002000000.0,231000000.0,395000000.0,30000000.0,171000000.0,2918000000.0,25000000.0,185000000.0,185000000.0,724000000.0,3173000000.0,-194000000.0,34000000.0,185000000.0,,1932000000.0,326000000.0,,185000000.0,134021000.0,11000000.0,98000000.0,0.0,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5103000000.0,,,91000000.0,,,,5386000000.0,125000000.0,,32000000.0,,,,-18000000.0,1000000.0,2966000000.0,1986000000.0,,-138000000.0,,,,,,172000000.0,172000000.0,,185000000.0,16000000.0,,2921000000.0,,,,,,,2000000.0,,,2925000000.0,,0.0,232000000.0,,,,,9000000.0,,-38000000.0,0.87,,,-21000000.0,28000000.0,,174000000.0,283000000.0,105000000.0,3789000000.0,186000000.0,,,,171000000.0,256000000.0,,,-129000000.0,,,,-864000000.0,-74000000.0,,,,0.0,,,,-5000000.0,,,,,,14000000.0,,,,,-4000000.0,50000000.0,,131000000.0,,185000000.0,121610000.0,,-1000000.0,0.91,26000000.0,,,6000000.0,,0.0,,,60000000.0,,,,,99000000.0,,13000000.0,110000000.0,,,167000000.0,-60000000.0,,,,,,30000000.0,,,25000000.0,167000000.0,167000000.0,,3152000000.0,,28000000.0,,,,,,,135429000.0,,97000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5243000000.0,,,89000000.0,,,,5506000000.0,114000000.0,,36000000.0,,,,-16000000.0,2000000.0,2963000000.0,2104000000.0,,-148000000.0,,,,,,186000000.0,186000000.0,,185000000.0,16000000.0,,2921000000.0,,,,,,,,,,2948000000.0,,0.0,244000000.0,,,,,58000000.0,,0.0,0.94,,,5000000.0,23000000.0,,186000000.0,263000000.0,115000000.0,3840000000.0,210000000.0,,,,226000000.0,254000000.0,,,-90000000.0,,,,-892000000.0,-160000000.0,,,,0.0,,,,2000000.0,,,,,,8000000.0,,,,,1000000.0,70000000.0,,140000000.0,,167000000.0,122189000.0,,-1000000.0,0.99,25000000.0,,,7000000.0,,0.0,,,61000000.0,,,,,100000000.0,,13000000.0,121000000.0,,,151000000.0,-152000000.0,,,,,,29000000.0,,,25000000.0,151000000.0,151000000.0,,3173000000.0,,29000000.0,,,,,,,136008000.0,,66000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5404000000.0,,,117000000.0,,,,5643000000.0,114000000.0,,32000000.0,,,,-51000000.0,2000000.0,2962000000.0,2215000000.0,,-158000000.0,,,,,,217000000.0,217000000.0,,185000000.0,16000000.0,,2922000000.0,,,,,,,0.0,,,2999000000.0,,-110000000.0,275000000.0,,,,,47000000.0,,0.0,1.1,,,6000000.0,22000000.0,,217000000.0,239000000.0,127000000.0,3920000000.0,238000000.0,,,,255000000.0,265000000.0,,,-136000000.0,,,,-921000000.0,-176000000.0,,,,0.0,,,,-6000000.0,,,,,,6000000.0,,,,,11000000.0,120000000.0,,151000000.0,,151000000.0,123270000.0,,-1000000.0,1.17,24000000.0,,,7000000.0,,0.0,,,60000000.0,,,,,118000000.0,,12000000.0,144000000.0,,,100000000.0,-170000000.0,,,,,,28000000.0,,,,100000000.0,100000000.0,,3200000000.0,,30000000.0,,,,,,,137090000.0,,79000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
