,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyGrossPPE,annualOtherNonCurrentAssets,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,annualNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalRevenue,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyChangeInInventory,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyDilutedEPS,annualChangeInWorkingCapital,quarterlyPurchaseOfBusiness,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualChangeInInventory,quarterlyCapitalExpenditure,trailingTaxProvision,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualPurchaseOfBusiness,annualFreeCashFlow,annualCostOfRevenue,trailingOtherNonCashItems,annualBeginningCashPosition,annualNetIncome,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,annualOtherNonCashItems,annualBasicAverageShares,trailingNetIncome,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,trailingPurchaseOfInvestment,annualLongTermDebt,quarterlyCurrentAccruedExpenses,trailingChangeInInventory,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,annualRetainedEarnings,quarterlyGoodwill,annualInventory,annualBasicEPS,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualPurchaseOfInvestment,annualCommonStockIssuance,quarterlyOtherIncomeExpense,annualCapitalStock,annualStockBasedCompensation,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInventory,annualOperatingIncome,annualOtherIncomeExpense,annualAccountsPayable,annualOperatingCashFlow,trailingOperatingIncome,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,trailingTotalRevenue,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,trailingEndCashPosition,quarterlyBasicEPS,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualIncomeTaxPayable,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,annualDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingOtherIncomeExpense,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,trailingNetOtherFinancingCharges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,annualInvestmentsAndAdvances
1440979200,23061000.0,58082000.0,,,-490579000.0,,5891707000.0,191921000.0,,3373980000.0,3373980000.0,-2386075000.0,35971000.0,-430498000.0,30813000.0,-1271416000.0,-13260000.0,41402000.0,,3970294000.0,,-36466000.0,-249518000.0,121847000.0,3864168000.0,1160241000.0,72097000.0,11307000.0,,39183000.0,-1701390000.0,4888000.0,226991000.0,50824000.0,757585000.0,60703000.0,152044000.0,-534986000.0,,175309000.0,-183187000.0,10187340000.0,,1058276000.0,1727548000.0,27554000.0,,,1956000.0,4132055000.0,3970294000.0,4712873000.0,,5327031000.0,1058276000.0,-8322000.0,5090866000.0,9803739000.0,642371000.0,12.75,59662000.0,0.0,121847000.0,,622207000.0,221070000.0,-1418738000.0,3505632000.0,3290404000.0,1160241000.0,,-312792000.0,669272000.0,-266776000.0,-184687000.0,,-2386075000.0,0.0,-75744000.0,1034544000.0,4860309000.0,,124485000.0,1160241000.0,,22021000.0,,465990000.0,526011000.0,-567911000.0,401137000.0,401137000.0,,8102349000.0,6230000.0,31560000.0,,72097000.0,-1701390000.0,,4624876000.0,226991000.0,,,247872000.0,4712873000.0,31469000.0,269919000.0,9702000.0,1562856000.0,-1418738000.0,391887000.0,3421635000.0,36.76,,4624876000.0,391887000.0,,46411000.0,-49740000.0,66717000.0,-94130000.0,321000.0,40995000.0,247872000.0,,3421635000.0,1953051000.0,-300878000.0,3864168000.0,1525123000.0,,3505632000.0,-249518000.0,175309000.0,,175309000.0,175309000.0,86708000.0,5090866000.0,69730000.0,291520000.0,,321000.0,175309000.0,153288000.0,-896702000.0,2224575000.0,,,-23302000.0,5891707000.0,-41861000.0,,0.0,,13.02,175309000.0,,1741000.0,,191921000.0,9803739000.0,32206000.0,58082000.0,401137000.0,1802612000.0,36.03,69730000.0,341324000.0,4132055000.0,8102349000.0,2055000.0,465990000.0,,,,,,,,,,,,,,,,,,,,,,,
1448841600,24640000.0,107818000.0,,,,,5979444000.0,,,,,,,-400100000.0,30498000.0,,10762000.0,1464000.0,,,,,-240395000.0,120763000.0,3889849000.0,,,8656000.0,,,-1778121000.0,228000.0,,,504278000.0,20339000.0,,,,165486000.0,-101093000.0,,,814939000.0,1252934000.0,-90420000.0,,,1726000.0,,4053871000.0,4775241000.0,,,814939000.0,-310096000.0,5220408000.0,,,8.29,,0.0,,,402985000.0,144873000.0,-1160626000.0,3537055000.0,2386043000.0,,,-233355000.0,437995000.0,,-96658000.0,,-2442389000.0,,,,,,,,,-9823000.0,,466307000.0,323502000.0,,258112000.0,258112000.0,,,,,,885392000.0,,,,516749000.0,,,248120000.0,,31138000.0,,25040000.0,1133109000.0,,391887000.0,,,,4754101000.0,,,,,,0.0,,,,,3515703000.0,,,,,,,,165486000.0,,,165486000.0,66283000.0,,,,,322000.0,,175309000.0,,,,,-29303000.0,,88000.0,,,,8.46,,,,,125529000.0,9995649000.0,,,258112000.0,,,67711000.0,226844000.0,4163657000.0,8217528000.0,23501000.0,,,,,,,,,,,,,,,,,,,,,,,,
1456704000,37342000.0,89913000.0,,,,,6021684000.0,,,,,,,-149957000.0,30170000.0,,-102184000.0,8629000.0,,,,,-307849000.0,115376000.0,3912107000.0,,,9891000.0,,,-1741313000.0,936000.0,,,451313000.0,51819000.0,,,,207958000.0,-99553000.0,,,807936000.0,1190596000.0,-102956000.0,,,1812000.0,,4209813000.0,4994661000.0,,,807936000.0,-9673000.0,5113066000.0,,,7.43,,0.0,,,349828000.0,121215000.0,-2356468000.0,3544882000.0,2257192000.0,,,-54899000.0,382660000.0,,-99933000.0,,-2476802000.0,,,,,,,,,42472000.0,,476602000.0,207051000.0,,228613000.0,228613000.0,,,,,,1082554000.0,,,,535237000.0,,,295792000.0,,30778000.0,,6385000.0,1066596000.0,,391887000.0,,,,4387811000.0,,248653000.0,,,,0.0,,,,,3590687000.0,,,,,,,,207958000.0,,,207958000.0,68653000.0,,,,,301000.0,,165486000.0,,,,,-37898000.0,,-50175000.0,,457404000.0,,7.58,,,,,130565000.0,10107727000.0,,,228613000.0,,,65692000.0,107118000.0,4156601000.0,8366414000.0,8146000.0,,,,,,,,,,,,,,,,,,,,,,,,
1464652800,24008000.0,129127000.0,,,,,6157061000.0,,,,,,,-532668000.0,29809000.0,,137088000.0,-12093000.0,,,,,-269977000.0,120326000.0,3991030000.0,,,9905000.0,,,-1863282000.0,1832000.0,,,604903000.0,67971000.0,,,,213380000.0,-115658000.0,,,834084000.0,1370458000.0,7644000.0,,,1869000.0,,4225486000.0,4647589000.0,,,834084000.0,-28047000.0,5679798000.0,,,10.77,,0.0,,,502323000.0,174808000.0,-2028953000.0,3619305000.0,2593672000.0,,,-400696000.0,536374000.0,,-113331000.0,,-2537756000.0,,,,,,,,,5422000.0,,480805000.0,516347000.0,,327515000.0,327515000.0,,,,,,656559000.0,,,,527432000.0,,,294529000.0,,30405000.0,,19769000.0,1223214000.0,,391887000.0,,,,4953697000.0,,245296000.0,,,,0.0,,,,,3597251000.0,,,,,,,,213380000.0,,,213380000.0,68529000.0,,,,,302000.0,,207958000.0,,,,,-28167000.0,,2578000.0,,,,10.99,,,,,132818000.0,10327387000.0,,,327515000.0,,,63673000.0,403016000.0,4238619000.0,8464105000.0,8750000.0,,,,,,,,,,,,,,,,,,,,,,,,
1472601600,34482000.0,42841000.0,,,-498791000.0,,6330115000.0,198218000.0,,3548341000.0,3548341000.0,-2596861000.0,45019000.0,-369737000.0,29280000.0,-1452462000.0,16887000.0,47019000.0,,4239573000.0,,-41447000.0,-307529000.0,130243000.0,4095854000.0,1241007000.0,75193000.0,11373000.0,,55796000.0,-1787538000.0,-342000.0,231486000.0,14425000.0,799669000.0,131069000.0,150052000.0,-536320000.0,,189734000.0,-189531000.0,10635676000.0,,1091382000.0,1794748000.0,-41786000.0,,,-50148000.0,4360214000.0,4239573000.0,4690320000.0,,5608736000.0,1091382000.0,-188504000.0,5697005000.0,10387325000.0,671707000.0,14.3,62553000.0,0.0,130243000.0,,657578000.0,230810000.0,-1602186000.0,3733254000.0,3398769000.0,1241007000.0,,-363847000.0,703366000.0,-227518000.0,-188869000.0,,-2596861000.0,,0.0,1078538000.0,5026940000.0,,175309000.0,1241007000.0,,-23646000.0,,488386000.0,530429000.0,-505835000.0,426768000.0,426768000.0,284500000.0,8599787000.0,-44741000.0,29889000.0,,75193000.0,-1787538000.0,,4924119000.0,231486000.0,,,287680000.0,4690320000.0,29847000.0,297397000.0,29095000.0,1604021000.0,-1602186000.0,391887000.0,3631916000.0,41.52,,4924119000.0,391887000.0,284500000.0,120472000.0,-130170000.0,80289000.0,0.0,303000.0,39825000.0,287680000.0,,3631916000.0,2060395000.0,0.0,4095854000.0,1577329000.0,,3733254000.0,-307529000.0,189734000.0,,189734000.0,189734000.0,93932000.0,5697005000.0,60981000.0,271198000.0,,303000.0,189734000.0,213380000.0,-1052797000.0,2360163000.0,,,-34802000.0,6330115000.0,6062000.0,,,,14.58,189734000.0,,2654000.0,,198218000.0,10387325000.0,30488000.0,42841000.0,426768000.0,1912714000.0,40.7,60981000.0,341560000.0,4360214000.0,8599787000.0,15399000.0,488386000.0,,,,,,,,,,,,,,,,,,,,,,,
1480464000,8752000.0,136963000.0,,,,,6397584000.0,,,,,,,-362634000.0,28951000.0,,37945000.0,6881000.0,,,,,-346203000.0,129138000.0,4162316000.0,,,9787000.0,,,-1895225000.0,357000.0,,,530714000.0,77360000.0,,,,195538000.0,-99651000.0,,,842640000.0,1301542000.0,-160918000.0,,,1950000.0,,4368686000.0,4850219000.0,,,842640000.0,-11012000.0,5787550000.0,,,9.36,,,,,425596000.0,147471000.0,-1324062000.0,3750511000.0,2467845000.0,,,-297926000.0,458902000.0,,-97917000.0,,-2647073000.0,,,,,,,,,5804000.0,,496863000.0,406500000.0,,278125000.0,278125000.0,,,,,,687903000.0,,,,550940000.0,,,270768000.0,,29703000.0,,5742000.0,1166303000.0,,391887000.0,,,,4997446000.0,,293241000.0,,,,-66612000.0,,,,,3773242000.0,,,,,,,,195538000.0,,,195538000.0,71812000.0,,,,,304000.0,,189734000.0,,,,,-10843000.0,,14935000.0,,,,9.61,,,,,136916000.0,10637769000.0,,,278125000.0,,,58963000.0,308583000.0,4373858000.0,8742544000.0,-2222000.0,,,,,,,,,,,,,,,,,,,,,,,,
1488240000,31721000.0,123854000.0,,,,,6501072000.0,,,,,,,-197985000.0,28606000.0,,-161398000.0,-4104000.0,,,,,-346317000.0,133115000.0,4114960000.0,,,10924000.0,,,-1827440000.0,357000.0,,,456802000.0,-52478000.0,,,,210649000.0,-103063000.0,,,821567000.0,1205536000.0,-130003000.0,,,1998000.0,,4492767000.0,4784272000.0,,,821567000.0,-411615000.0,5945798000.0,,,8.08,,,,,349771000.0,112626000.0,-2407986000.0,3803803000.0,2289219000.0,,,-38642000.0,383969000.0,,-118186000.0,,-2697269000.0,,,,,,,,,15111000.0,,502962000.0,157398000.0,,237145000.0,237145000.0,,,,,,669312000.0,,,,545458000.0,,,246882000.0,,29340000.0,,17560000.0,1083683000.0,,391887000.0,,,,5151862000.0,,290974000.0,,,,0.0,,,,,3902121000.0,,,,,,,,210649000.0,,,210649000.0,72833000.0,,,,,286000.0,,195538000.0,,,,,-16955000.0,,23762000.0,,,,8.29,,,,,119401000.0,10730070000.0,,,237145000.0,,,58963000.0,39212000.0,4409863000.0,8902630000.0,-2000.0,,,,,,,,,,,,,,,,,,,,,,,,
1493510400,,,,,,,,,,,,,,,28358000.0,,,,,,,,,419056000.0,4140690000.0,,,,,,-1714214000.0,,,,529570000.0,,,,,,,,,848848000.0,1378418000.0,,,,,,4507249000.0,4793540000.0,,,848848000.0,,5948938000.0,,,11.44,,,,,493895000.0,162195000.0,,3904152000.0,2619007000.0,,,,529570000.0,,,,,,,,,,,,,,,796095000.0,,,331700000.0,331700000.0,,,,,,652850000.0,,,,,,,,,29005000.0,,,1240589000.0,,,,,,5152843000.0,,,,,,0.0,,,,,3861052000.0,,,,,,,,227141000.0,,,227141000.0,,,,,,,,,,,,,,,,,,,11.7,,,,,616863000.0,10742478000.0,,,331700000.0,,,,,4521015000.0,9028264000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1496188800,25176000.0,136019000.0,,,,,6660492000.0,,,,,,,-283564000.0,28358000.0,,22772000.0,5032000.0,,,,,-310482000.0,142946000.0,4140690000.0,,,8632000.0,,,-1714214000.0,354000.0,,,604913000.0,-9870000.0,,,,227141000.0,-156519000.0,,,848848000.0,1378418000.0,57293000.0,,,1854000.0,,4507249000.0,4793540000.0,,,848848000.0,-11659000.0,5948938000.0,,,11.44,,,,,493895000.0,162195000.0,-2076287000.0,3904152000.0,2619007000.0,,,-275277000.0,529570000.0,,-141831000.0,,-2756340000.0,,,,,,,,,16492000.0,,497556000.0,445332000.0,,331700000.0,331700000.0,,,,,,652850000.0,,,,516831000.0,,,276110000.0,,29005000.0,,19981000.0,1240589000.0,,391887000.0,,,,5152843000.0,,298539000.0,,,,-71350000.0,,,,,3861052000.0,,,,,,,,227141000.0,,,227141000.0,75343000.0,,,,,287000.0,,210649000.0,,,,,-40218000.0,,-27862000.0,,,,11.7,,,,,131662000.0,10742478000.0,,,331700000.0,,,55084000.0,303501000.0,4521015000.0,9028264000.0,-5135000.0,,,,,,,,,,,,,,,,,,,,,,,,
1504137600,17344000.0,34011000.0,,,-553832000.0,,6873193000.0,137814000.0,,3659551000.0,3659551000.0,-2842175000.0,74902000.0,-227466000.0,27963000.0,-1071649000.0,-36381000.0,67093000.0,,4611255000.0,,7795000.0,-254557000.0,155166000.0,4168940000.0,1280869000.0,65281000.0,8901000.0,,-7362000.0,-1428377000.0,1883000.0,234796000.0,103536000.0,814192000.0,67602000.0,158082000.0,-490004000.0,,293270000.0,-194366000.0,10888676000.0,,1146497000.0,1854124000.0,-3179000.0,,,-15194000.0,4648526000.0,4611255000.0,4766301000.0,,5739620000.0,1146497000.0,-55718000.0,5921857000.0,10688158000.0,644620000.0,15.27,-137062000.0,,155166000.0,,656227000.0,222327000.0,-1642387000.0,4031018000.0,3512605000.0,1280869000.0,,-302484000.0,707627000.0,-236807000.0,-195898000.0,,-2842175000.0,,0.0,1016780000.0,5149056000.0,,189734000.0,1280869000.0,,66129000.0,,469508000.0,561382000.0,-553599000.0,433900000.0,433900000.0,371111000.0,9259781000.0,-9392000.0,28430000.0,,65281000.0,-1428377000.0,,5081238000.0,234796000.0,,,280733000.0,4766301000.0,28424000.0,323051000.0,11403000.0,1658481000.0,-1642387000.0,391887000.0,3882086000.0,45.05,,5081238000.0,391887000.0,371111000.0,82993000.0,-85711000.0,54686000.0,-102802000.0,287000.0,38244000.0,280733000.0,,3882086000.0,2080069000.0,-309160000.0,4168940000.0,1570612000.0,,4031018000.0,-254557000.0,293270000.0,,293270000.0,293270000.0,103063000.0,5921857000.0,52499000.0,82614000.0,,287000.0,293270000.0,227141000.0,-914329000.0,2406622000.0,,,-17695000.0,6873193000.0,-3040000.0,,,,15.52,293270000.0,,2951000.0,,137814000.0,10688158000.0,29065000.0,34011000.0,433900000.0,1925489000.0,44.07,52499000.0,365484000.0,4648526000.0,9259781000.0,-3000.0,469508000.0,,,,,,,,,,,,,,,,,,,,,,,
1512000000,36776000.0,156931000.0,,,,,6952694000.0,,,,,,,-352572000.0,27638000.0,,184387000.0,8556000.0,,,,,-296451000.0,174961000.0,4326737000.0,,,11086000.0,,,-1525099000.0,354000.0,,,546740000.0,185009000.0,,,,257677000.0,-134653000.0,,,897094000.0,1365848000.0,-151396000.0,,,1999000.0,,4717192000.0,5067640000.0,,,897094000.0,-117000000.0,5854543000.0,,,10.0,,,,,429865000.0,148862000.0,-1361385000.0,4060951000.0,2589131000.0,,,-463704000.0,468754000.0,,-110278000.0,,-2891743000.0,,,,,,,,,-35593000.0,,489315000.0,565017000.0,,281003000.0,281003000.0,,,,,,740903000.0,,,,583972000.0,,,272450000.0,,28096000.0,,7033000.0,1223283000.0,,391887000.0,,,,4982984000.0,,382244000.0,,,,-77778000.0,,,,,4012104000.0,,,,,,,,257677000.0,,,257677000.0,77986000.0,,,,,288000.0,,293270000.0,,,,,-61505000.0,,6671000.0,,,,10.17,,,,,141996000.0,10922183000.0,,,281003000.0,,,51068000.0,454739000.0,4679892000.0,9397084000.0,-1165000.0,,,,,,,,,,,,,,,,,,,,,,,,
1517356800,,,,,,,,,,,,,,,27355000.0,,,,,,,,,452257000.0,4365666000.0,,,,,,-1330547000.0,,,,205098000.0,,,,,,,,,1071948000.0,1277046000.0,,,,,,4826307000.0,4947228000.0,,,1071948000.0,,5787038000.0,,,10.38,,,,,165758000.0,-123772000.0,,4081301000.0,2413026000.0,,,,205098000.0,,,,,,,,,,,,,,,743497000.0,,,289530000.0,289530000.0,,,,,,581562000.0,,,,,,,,,27882000.0,,,1135980000.0,,,,,,5043541000.0,,,,,,0.0,,,,,4085528000.0,,,,,,,,288522000.0,,,288522000.0,,,,,,,,,,,,,,,,,,,10.58,,,,,496111000.0,9403719000.0,,,289530000.0,,,,,4577412000.0,9403719000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1519776000,26326000.0,5338000.0,,,,,7041562000.0,,,,,,,-174882000.0,27355000.0,,-230154000.0,-159169000.0,,,,,-286384000.0,169725000.0,4365666000.0,,,12678000.0,,,-1330547000.0,1512000.0,,,284449000.0,26893000.0,,,,288522000.0,-95954000.0,,,1071948000.0,1277046000.0,-117814000.0,,,1928000.0,,4826307000.0,4947228000.0,,,1071948000.0,56153000.0,5787038000.0,,,10.38,,,,,165758000.0,-123772000.0,-1990317000.0,4081301000.0,2413026000.0,,,-60603000.0,205098000.0,,-104469000.0,,-2960261000.0,,,,,,,,,30845000.0,,520565000.0,187326000.0,,289530000.0,289530000.0,,,,,,0.0,,,,576224000.0,,,282532000.0,,27882000.0,,58211000.0,1135980000.0,,302645000.0,,,,5043541000.0,,222932000.0,,,,0.0,,,,,4085528000.0,,,,,,,,288522000.0,,,288522000.0,79351000.0,,,,,275000.0,,257677000.0,,,,,-19323000.0,,-9810000.0,,,,10.58,,,,,496111000.0,10734266000.0,,,289530000.0,,,12036000.0,82857000.0,4577412000.0,9403719000.0,-85000.0,,,,,,,,,,,,,,,,,,,,,,,,
1525046400,,54778000.0,,,,,7124603000.0,,,,,,,,26926000.0,,,,,,,,-295139000.0,185772000.0,4296677000.0,,,,,,-1361603000.0,,,,545765000.0,,,,,,,,,877209000.0,1422974000.0,,,,,,4671277000.0,4918336000.0,,,877209000.0,,5745036000.0,,,13.42,,,,,503807000.0,137086000.0,-1623595000.0,4122966000.0,2660152000.0,,,,545765000.0,,,,-3001637000.0,,,,,,,,,,,552316000.0,,,366721000.0,366721000.0,,,,,,,,,,566881000.0,,,261299000.0,,27329000.0,,,1237178000.0,,302645000.0,,,,4954697000.0,,238023000.0,,,,,,,,,4005820000.0,,,,,,,,218386000.0,,,218386000.0,,,,,,275000.0,,,,,,,,,,,,,13.62,,,,,160024000.0,10663372000.0,,,366721000.0,,,11073000.0,,4630492000.0,9301769000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1527724800,16412000.0,54778000.0,,,,,7124603000.0,,,,,,,-399701000.0,26926000.0,,35171000.0,14641000.0,,,,,-295139000.0,185772000.0,4296677000.0,,,5795000.0,,,-1361603000.0,33300000.0,,,625519000.0,-38547000.0,,,,218386000.0,-72053000.0,,,877209000.0,1422974000.0,14098000.0,,,1931000.0,,4671277000.0,4918336000.0,,,877209000.0,-105619000.0,5745036000.0,,,13.42,,,,,503807000.0,137086000.0,-1623595000.0,4122966000.0,2660152000.0,,,-500867000.0,545765000.0,,-112401000.0,,-3001637000.0,,,,,,,,,-70136000.0,,552316000.0,504013000.0,,366721000.0,366721000.0,,,,,,621659000.0,,,,566881000.0,,,261299000.0,,27329000.0,,4450000.0,1237178000.0,,302645000.0,,,,4954697000.0,,238023000.0,,,,,,,,,4005820000.0,,,,,,,,218386000.0,,,218386000.0,79754000.0,,,,,275000.0,,288522000.0,,,,,-9364000.0,,7393000.0,,,,13.62,,,,,507526000.0,10663372000.0,,,366721000.0,,,11073000.0,391612000.0,4630492000.0,9301769000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,
1535673600,-9870000.0,12415000.0,,,-522247000.0,,7291623000.0,492711000.0,,4162890000.0,4162890000.0,-3073223000.0,-124261000.0,-664858000.0,26212000.0,-1592013000.0,168633000.0,11711000.0,,4635869000.0,,7534000.0,-235805000.0,216239000.0,4409372000.0,1337536000.0,80461000.0,14115000.0,,-1052000.0,-1520355000.0,,253550000.0,-75446000.0,699232000.0,146254000.0,180163000.0,-299004000.0,,217824000.0,-219200000.0,11221077000.0,,1316640000.0,1907879000.0,66330000.0,,,121202000.0,4711111000.0,4635869000.0,5028681000.0,,5973746000.0,1316640000.0,-132538000.0,5838654000.0,10867335000.0,298793000.0,15.02,158037000.0,,216239000.0,,536899000.0,136617000.0,-1208824000.0,4218400000.0,3558769000.0,1337536000.0,,-606980000.0,591239000.0,-188782000.0,-195099000.0,,-3073223000.0,,,1558045000.0,5247331000.0,,293270000.0,1337536000.0,,-562000.0,,547520000.0,823936000.0,-521860000.0,400282000.0,400282000.0,285204000.0,9346980000.0,127060000.0,26970000.0,,80461000.0,-1520355000.0,,5005930000.0,253550000.0,,,258136000.0,5028681000.0,26649000.0,345084000.0,20021000.0,1650890000.0,-1208824000.0,302645000.0,3943670000.0,49.59,,5005930000.0,302645000.0,285204000.0,69644000.0,-104536000.0,89715000.0,,275000.0,43674000.0,258136000.0,,3943670000.0,1810856000.0,,4409372000.0,2080292000.0,,4218400000.0,-235805000.0,217824000.0,,217824000.0,217824000.0,107993000.0,5838654000.0,9789000.0,319609000.0,,275000.0,217824000.0,218386000.0,-1632154000.0,2155940000.0,,,-14344000.0,7291623000.0,3280000.0,,,,15.27,217824000.0,,35279000.0,,492711000.0,10867335000.0,27424000.0,12415000.0,400282000.0,1636329000.0,48.77,9789000.0,628837000.0,4711111000.0,9346980000.0,195000.0,547520000.0,,,,,,,,,,,,,,,,,,,,,,,
1543536000,13116000.0,75568000.0,,,,,7324008000.0,,,,,,,-497060000.0,25629000.0,,-4487000.0,7420000.0,,,,,-276066000.0,196673000.0,4455330000.0,,,10527000.0,,,-1658616000.0,,,,570270000.0,67762000.0,,,,252086000.0,-91899000.0,,,929656000.0,1417474000.0,-167454000.0,,,1864000.0,,4806156000.0,5168172000.0,,,929656000.0,-12597000.0,6014025000.0,,,13.47,,,,,448812000.0,97406000.0,-864191000.0,4228801000.0,2641733000.0,,,-315608000.0,487818000.0,,-98168000.0,,-3095207000.0,,,,,,,,,34262000.0,,569550000.0,449182000.0,,351406000.0,351406000.0,,,,,,,,,,637274000.0,,,275194000.0,,26097000.0,,44671000.0,1224259000.0,,302645000.0,,,,5156037000.0,,288438000.0,,,,,,,,,4090376000.0,,,,,,,,252086000.0,,,252086000.0,82452000.0,,,,,277000.0,,217824000.0,,,,,-7480000.0,,-16338000.0,,,,13.71,,,,,488624000.0,11182197000.0,,,351406000.0,,,8827000.0,351014000.0,4717425000.0,9523581000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1548892800,,,,,,,,,,,,,,,25166000.0,,,,,,,,,,4669568000.0,,,,,,-1594362000.0,,,,483798000.0,,,,,,,,,925087000.0,1325107000.0,,,,,,4997072000.0,5334303000.0,,,925087000.0,,,,,11.49,,,,,358658000.0,64020000.0,,4269923000.0,2450568000.0,,,,400020000.0,,,,,,,,,,,,,-56421000.0,,,,,294638000.0,294638000.0,,,,,,,,,,,,,,,25643000.0,,,1125461000.0,,,,,,,,,,,,,,,,,,,,,,,,,195665000.0,,,195665000.0,83778000.0,,,,,,,,,,,,,,,,,,11.71,,,,,478100000.0,9745095000.0,,,294638000.0,,,,,4748023000.0,9745095000.0,,,,,,,,,,,,,,,,,,,,,,,,,
