date,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualOtherCurrentLiabilities,annualDilutedEPS,annualNetIncomeCommonStockholders,annualBasicAverageShares,annualInterestExpense,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlyChangeInInventory,annualBeginningCashPosition,trailingOtherIncomeExpense,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualCapitalExpenditure,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingRepaymentOfDebt,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,annualNetOtherFinancingCharges,annualInventory,trailingTaxProvision,quarterlyEbitda,trailingNetOtherFinancingCharges,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualPurchaseOfBusiness,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,trailingFreeCashFlow,trailingCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyNetPPE,annualChangeInWorkingCapital,annualDilutedAverageShares,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingOperatingExpense,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,annualNetOtherInvestingChanges,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualRetainedEarnings,trailingPretaxIncome,annualNetIncome,annualPretaxIncome,quarterlyTotalAssets,annualCommonStockIssuance,annualFreeCashFlow,annualAccountsReceivable,quarterlyTotalNonCurrentAssets,annualPurchaseOfInvestment,annualCashDividendsPaid,quarterlyFreeCashFlow,quarterlyLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalAssets,annualEndCashPosition,trailingTotalRevenue,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualOtherCurrentAssets,annualOperatingIncome,annualDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCurrentAssets,annualEbitda,annualRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingBasicAverageShares,annualGoodwill,annualNonCurrentDeferredRevenue,trailingOperatingCashFlow,trailingPurchaseOfBusiness,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyGoodwill,trailingBasicEPS
1999-06-30,,,,,286838000.0,,,,,,,,,,,14701000.0,,,,,,,,,,,,,252504304.0,,,,,,,,193134000.0,0.0,,,30569000.0,,,,,,-6623000.0,,,,628000.0,,,-112300000.0,,,,,,,0.0,,0.025,47791000.0,,,,68742000.0,,194808000.0,,,,,,,,,,,,,,,,,82508000.0,,,,6729000.0,,859000.0,93704000.0,,,,22491000.0,,252504304.0,,,,,,360770000.0,,,,292028000.0,,,0.0,5237000.0,,,,7450000.0,1000.0,,,5870000.0,5870000.0,,5238000.0,,,,,,,,,,,,,,725000.0,,,,,53029000.0,,5870000.0,209520000.0,,0.0,0.0,,,8078000.0,,,0.025,13134000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,294230000.0,,,,,,,,53932000.0,,,12131000.0,,,,,15055000.0,,,,15055000.0,,,,252504304.0,,7256000.0,21112000.0,,,,,186141000.0,0.0,,,26105000.0,,,,,,-3706000.0,,,,3317000.0,,,-112300000.0,,,,,,,0.0,,0.06,37928000.0,,,,73132000.0,,194259000.0,,,,,,,,,,,,,,,1000.0,,81959000.0,,,,15674000.0,,854000.0,108089000.0,,,,17680000.0,,252504304.0,,,,,,358842000.0,,,,285710000.0,,,0.0,3891000.0,,,,5108000.0,0.0,,,14820000.0,14820000.0,,3891000.0,,,,,,,,,,,16815000.0,,,534000.0,,,,,41819000.0,,14820000.0,149819000.0,,0.0,0.0,,23014000.0,8425000.0,,,0.06,20622000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,204728000.0,,,,304867000.0,-28654000.0,,15530000.0,0.1825,45321000.0,252504304.0,1580000.0,,,0.0,13301000.0,,45089000.0,,,16435000.0,-15335000.0,,,16435000.0,0.1825,296814000.0,23275000.0,,,7778000.0,8871000.0,50834000.0,-18683000.0,,,10537000.0,0.0,65685000.0,,28894000.0,,45321000.0,,,-2226000.0,-2419000.0,667000.0,22496000.0,,3682000.0,,14115000.0,-121320000.0,48089000.0,,68248000.0,99435000.0,,50834000.0,47034000.0,,,38516000.0,,,,72939000.0,,204728000.0,-121320000.0,,31187000.0,,,,42181000.0,,,,,,,,15530000.0,,83408000.0,2281000.0,252504304.0,,15679000.0,,1547000.0,108892000.0,,-41670000.0,,18012000.0,,,,108892000.0,,45321000.0,49452000.0,369753000.0,,31699000.0,,296814000.0,,-9309000.0,31699000.0,3665000.0,,8871000.0,,7200000.0,0.0,-57005000.0,,14132000.0,14132000.0,4131000.0,3665000.0,369753000.0,16435000.0,,3665000.0,304867000.0,,7778000.0,-16902000.0,24814000.0,,14115000.0,38516000.0,16435000.0,815000.0,,,,,42181000.0,,14132000.0,213406000.0,,16435000.0,-57005000.0,,22496000.0,10882000.0,,,,16450000.0,,3665000.0,83408000.0,10537000.0,,47034000.0,213406000.0,16435000.0,,,72939000.0,7912000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,315397000.0,,,,,,,,54676000.0,,,12157000.0,,,,,18601000.0,,,,18601000.0,,,,252504304.0,,8526000.0,29240000.0,,,,,194138000.0,0.0,,,26170000.0,,,,,,-4616000.0,,,,1384000.0,,,-121320000.0,,,,,,,0.0,,0.05,42588000.0,,,,80302000.0,,206435000.0,,,,,,,,,,,,,,,0.0,,85115000.0,,,,13619000.0,,1252000.0,121259000.0,,,,18629000.0,,252504304.0,,,,,,388456000.0,,,,308154000.0,,,0.0,5657000.0,,,,6157000.0,0.0,,,12367000.0,12367000.0,,5657000.0,,,,,,,,,,,13348000.0,,,628000.0,,,,,48245000.0,,12367000.0,168363000.0,,0.0,0.0,,23161000.0,7541000.0,,,0.05,17899000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,334265000.0,,,,,,,,,,,13691000.0,,,,,24856000.0,,,,24856000.0,,,,252504304.0,,9760000.0,24196000.0,,,,,184207000.0,0.0,,,30713000.0,,,,,,-2444000.0,,,,2817000.0,,,-121320000.0,,,,,,,0.0,,0.065,34578000.0,,,,82542000.0,,209015000.0,,,,,,,,,,,,,,,0.0,,87695000.0,,,,17441000.0,,1091000.0,150058000.0,,,,19466000.0,,252504304.0,,,,,,399123000.0,,,,316581000.0,,,0.0,6632000.0,,,,8430000.0,1000.0,,,16350000.0,16350000.0,,6633000.0,,,,,,,,,,,10382000.0,,,,,,,,41211000.0,,16350000.0,228886000.0,,0.0,0.0,,22054000.0,11247000.0,,,0.065,19962000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,344200000.0,,,,,,,,55866000.0,,,16030000.0,,,,,18356000.0,,,,18356000.0,,,,252504304.0,,7942000.0,24389000.0,,,,,197853000.0,0.0,,,28519000.0,,,,,,-3769000.0,,,,1460000.0,,,-121320000.0,,,,,,,0.0,,0.035,37531000.0,,,,76446000.0,,211250000.0,,,,,,,,,,,,,,,0.0,,89930000.0,,,,9298000.0,,753000.0,146347000.0,,,,16258000.0,,252504304.0,,,,,,410678000.0,,,,334232000.0,,,0.0,6568000.0,,,,10801000.0,0.0,,,8545000.0,8545000.0,,6568000.0,,,,,,,,,,,13142000.0,,,,,,,,44099000.0,,8545000.0,188436000.0,,0.0,0.0,,25073000.0,12261000.0,,,0.035,13854000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,220374000.0,,,,349705000.0,-10679000.0,,24448000.0,0.140275,70956000.0,252504304.0,,,,2312000.0,3768000.0,,16952000.0,,,6271000.0,-16745000.0,,,6271000.0,0.140275,356219000.0,34421000.0,,,0.0,11620000.0,52671000.0,-26246000.0,,,12549000.0,0.0,99614000.0,,50927000.0,,89066000.0,,,3498000.0,16445000.0,-27834000.0,22794000.0,,16445000.0,,22567000.0,-133284000.0,47036000.0,,85339000.0,136723000.0,,52671000.0,61229000.0,,,58635000.0,,,,79074000.0,,220374000.0,-133284000.0,,51384000.0,,,,66415000.0,,,,,,,,24448000.0,,87090000.0,1428000.0,252504304.0,,54241000.0,,2630000.0,173486000.0,,-1000.0,,30714000.0,,,12353000.0,173486000.0,,70956000.0,94809000.0,435293000.0,,44484000.0,12353000.0,356219000.0,-71195000.0,-9846000.0,44484000.0,5468000.0,,11620000.0,,5895000.0,2312000.0,-45093000.0,,51611000.0,33501000.0,5743000.0,7780000.0,435293000.0,6271000.0,,5468000.0,349705000.0,,0.0,4348000.0,12615000.0,,22567000.0,58635000.0,6271000.0,,,,,,66415000.0,,33501000.0,269129000.0,,6271000.0,-45093000.0,,22794000.0,20213000.0,,,,46426000.0,,7780000.0,87090000.0,12549000.0,,61229000.0,269129000.0,6271000.0,,,79074000.0,16963000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,359583000.0,,,,,,,,65995000.0,,,11289000.0,,,,,23740000.0,,,,23740000.0,,,,252504304.0,,0.0,34320000.0,,,,,167629000.0,0.0,,,35310000.0,,,,,,5762000.0,,,,8618000.0,,,-133284000.0,,,,,,,0.0,,0.0738,58453000.0,,,,92433000.0,,222366000.0,,,,,,,,,,,,,,,0.0,,89082000.0,,,,19551000.0,,1083000.0,191954000.0,,,,18259000.0,,252504304.0,34818000.0,,,,,463101000.0,,,,370668000.0,,,0.0,22940000.0,,,,9350000.0,2431000.0,,,18468000.0,18468000.0,,25371000.0,,,,,,,,,,,24133000.0,,,27000.0,,,,,83824000.0,,18468000.0,215591000.0,,0.0,0.0,,25023000.0,17051000.0,,,0.0738,18848000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,371938000.0,,,,,,,,,,,12645000.0,,,,,23369000.0,,,,23369000.0,,,,252504304.0,,0.0,22551000.0,,,,,169067000.0,0.0,,,39024000.0,,,,,,4303000.0,,,,6995000.0,,,-133284000.0,,,,,,,0.0,,0.042775,60223000.0,,,,85742000.0,,228622000.0,,,,,,,,,,,,,,,-1000.0,,95338000.0,,,,11871000.0,,1007000.0,202871000.0,,,,22076000.0,,252504304.0,26384000.0,,,,,473328000.0,,,,387586000.0,,,0.0,26766000.0,,,,10870000.0,2485000.0,,,10864000.0,10864000.0,,29251000.0,,,,,,,,,,,37673000.0,,,,,,,,89474000.0,,10864000.0,292248000.0,,0.0,0.0,,24535000.0,16948000.0,,,0.042775,11815000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,,,394702000.0,,,,,,,,64263000.0,,,13371000.0,,,,,23795000.0,,,,23795000.0,,,,253209104.0,,0.0,23775000.0,,,,,172384000.0,0.0,,,42672000.0,,,,,,5623000.0,,,,9139000.0,,,-133284000.0,,,,,,,0.0,,0.0775,63568000.0,,,,93085000.0,,239018000.0,,,,,,,,,,,,,,,0.0,,105734000.0,,,,21118000.0,,1626000.0,222318000.0,,,,23678000.0,,253209104.0,28016000.0,,,,,507325000.0,,,,414240000.0,,,0.0,35810000.0,,,,10771000.0,2846000.0,,,19492000.0,19492000.0,,38656000.0,,,,,,,,,,,39793000.0,,,878000.0,,,,,102224000.0,,19492000.0,244243000.0,,0.0,0.0,,23676000.0,18994000.0,,,0.0775,20979000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,249905000.0,,,,431500000.0,18112000.0,,14348000.0,0.24555,62065000.0,253216304.0,5065000.0,53096000.0,,0.0,4705000.0,,6291000.0,,,24403000.0,-68977000.0,,,24403000.0,0.24555,461342000.0,42011000.0,,,0.0,10133000.0,52835000.0,32835000.0,,,12396000.0,0.0,61465000.0,,45599000.0,,62065000.0,,,2168000.0,5453000.0,0.0,20541000.0,,5453000.0,,33808000.0,-148223000.0,42012000.0,,99451000.0,162607000.0,,52835000.0,52152000.0,,,58289000.0,,,,78578000.0,,249905000.0,-148223000.0,,63156000.0,1377000.0,,,99937000.0,,,,3706000.0,,,,14348000.0,,101682000.0,16450000.0,253216304.0,,16588000.0,,3355000.0,223129000.0,,0.0,,35441000.0,,,19344000.0,223129000.0,,62065000.0,69193000.0,539920000.0,3859000.0,-16825000.0,19344000.0,461342000.0,-1814000.0,-13116000.0,-16825000.0,37942000.0,,10133000.0,,11020000.0,0.0,-66958000.0,,13233000.0,13233000.0,7128000.0,41648000.0,539920000.0,24403000.0,,37942000.0,431500000.0,,0.0,21144000.0,18799000.0,,33808000.0,58289000.0,24403000.0,4525000.0,,,,,99937000.0,,13233000.0,306564000.0,,24403000.0,-66958000.0,3706000.0,20541000.0,10158000.0,,,,9759000.0,,41648000.0,101682000.0,12396000.0,,52152000.0,306564000.0,24403000.0,,53096000.0,78578000.0,39943000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,,0.0,441103000.0,,,,,,,,51599000.0,,,5779000.0,,,,,30118000.0,,,,30118000.0,,,,254451384.0,,0.0,8631000.0,171555000.0,,,,15333000.0,24246000.0,,,44093000.0,,,-11215000.0,-232000.0,,12750000.0,,,,13907000.0,,,-148223000.0,,,,,,,17626000.0,,0.05,58612000.0,,,4948000.0,85260000.0,,249979000.0,,5872000.0,,,,,,,,,,,,,23496000.0,,101756000.0,,,,14299000.0,,1621000.0,105304000.0,,,,25564000.0,,254451384.0,25609000.0,,,,,554151000.0,,,,468891000.0,,,6411000.0,38064000.0,,,,7652000.0,0.0,,,12678000.0,12678000.0,,42352000.0,,,,,,,,,,-1086000.0,26485000.0,,,511000.0,,,,,100964000.0,,12678000.0,315536000.0,,30118000.0,-11724000.0,4288000.0,19050000.0,18529000.0,-232000.0,,0.05,8062000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,,0.0,454477000.0,,,,,,,,52673000.0,,,9645000.0,,,,,23647000.0,,,,23647000.0,,,,254451384.0,,0.0,7745000.0,169473000.0,,,,19630000.0,30118000.0,,,42862000.0,,,-2545000.0,-7721000.0,,11686000.0,,,,15641000.0,,,-148223000.0,,,,,,,6956000.0,,0.06,54839000.0,,,,79136000.0,,248034000.0,,-6177000.0,,,,,,,,,,,,,16433000.0,,99811000.0,,,,16740000.0,,1514000.0,118312000.0,,,,21531000.0,,254451384.0,20192000.0,,,,,558455000.0,,,,479319000.0,,,4411000.0,34207000.0,,,,9645000.0,0.0,,,15226000.0,15226000.0,,38744000.0,,,,,,,,,,-2690000.0,30661000.0,,,1019000.0,,,,,93583000.0,,15226000.0,326835000.0,,23647000.0,-5239000.0,4537000.0,20141000.0,21331000.0,-7721000.0,,0.06,14803000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,0.0,484284000.0,,,,,,,,50227000.0,,,9727000.0,-226000.0,,,,26489000.0,,,,26489000.0,,,,254451384.0,,0.0,8127000.0,166060000.0,,,,27853000.0,23647000.0,,,49961000.0,,,-6089000.0,-1438000.0,,16570000.0,,,,21809000.0,,,-148223000.0,,,,,,,11596000.0,,0.135,52749000.0,,,,85392000.0,,247262000.0,,3323000.0,,,,,,-4952000.0,,,,,,,15018000.0,,99039000.0,,,,35473000.0,,1711000.0,146270000.0,,,,23664000.0,,254451384.0,21622000.0,,,,,586233000.0,,,,500841000.0,,,5507000.0,33542000.0,,,,9727000.0,0.0,,5239000.0,33762000.0,33762000.0,,38022000.0,,,,,,,,,,76000.0,29604000.0,,,1142000.0,,,,,90771000.0,,33762000.0,351575000.0,,26489000.0,-6586000.0,4480000.0,19688000.0,26297000.0,-1438000.0,,0.135,31968000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,261241000.0,,,0.0,526904000.0,1210000.0,,17964000.0,0.435453,110534000.0,254442438.0,4441000.0,,,0.0,15519000.0,-76000.0,24296000.0,,,25506000.0,-27394000.0,,,25506000.0,0.435453,534069000.0,42171000.0,,,0.0,10227000.0,171841000.0,-35473000.0,,,24101000.0,26489000.0,110859000.0,,52229000.0,,110534000.0,-7545000.0,-26082000.0,225000.0,9789000.0,0.0,20938000.0,,15290000.0,,17170000.0,-157308000.0,40291000.0,,93989000.0,186871000.0,,171841000.0,31172000.0,,,45361000.0,,,,87942000.0,,261241000.0,-157308000.0,-1808000.0,92882000.0,945000.0,,,82167000.0,-504000.0,,,4915000.0,,,,17964000.0,,103933000.0,-5257000.0,254451384.0,,51956000.0,,2377000.0,181846000.0,,0.0,,26921000.0,,,24186000.0,181846000.0,,110534000.0,117675000.0,622011000.0,6698000.0,39956000.0,24186000.0,534069000.0,-3171000.0,-19214000.0,23627000.0,31891000.0,,10227000.0,,15586000.0,0.0,-30297000.0,5501000.0,49579000.0,49579000.0,7141000.0,36806000.0,622011000.0,25506000.0,,31891000.0,526904000.0,,0.0,52591000.0,20698000.0,529000.0,17170000.0,45361000.0,25506000.0,1184000.0,,,,,82167000.0,,49579000.0,430136000.0,,25506000.0,-6748000.0,4915000.0,20938000.0,25308000.0,,,,56581000.0,,36806000.0,103933000.0,24101000.0,,67350000.0,430136000.0,25506000.0,,,87942000.0,73289000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,-2939000.0,452719000.0,,,,,,,,,,,10045000.0,-1034000.0,,,,31471000.0,,,,31471000.0,,,,254451384.0,,0.0,8044000.0,175751000.0,,,,27888000.0,26084000.0,,,51204000.0,,,-3112000.0,-4397000.0,,17460000.0,,,,22248000.0,,,-157308000.0,,,,,,,15722000.0,,0.21,52995000.0,,,,96621000.0,,263297000.0,,5387000.0,,,,,,-1462000.0,-148000.0,,,,,,29455000.0,,105989000.0,,,,55449000.0,,1854000.0,96570000.0,,,,23699000.0,,254451384.0,22829000.0,,,,,656317000.0,,,,559696000.0,,,12610000.0,30280000.0,,,,10045000.0,96562000.0,,4788000.0,53595000.0,53595000.0,,131719000.0,,,,,,,,,,,15496000.0,,,665000.0,,,,,184714000.0,,53595000.0,453707000.0,,31471000.0,-5938000.0,4877000.0,23143000.0,27505000.0,0.0,,0.21,52647000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,3148000.0,481502000.0,,,,,,,,,,,13777000.0,422000.0,,,,49022000.0,,,,49022000.0,,,,254472440.0,,0.0,8323000.0,175235000.0,,,,34736000.0,31471000.0,,,55319000.0,,,-6806000.0,-11876000.0,,13498000.0,,,,19153000.0,,,-157308000.0,,,,,,,33060000.0,,0.1,45415000.0,,,,117646000.0,,262620000.0,,17701000.0,,,,,,-6784000.0,402000.0,,,,,,21140000.0,,105312000.0,,,,28017000.0,,2258000.0,119880000.0,,,,28044000.0,,254472440.0,25030000.0,,,,,683936000.0,,,,566290000.0,,,26254000.0,134593000.0,,,,12137000.0,0.0,,5655000.0,25759000.0,25759000.0,,139844000.0,,,,,,,,,,,15952000.0,,,551000.0,,,,,185259000.0,,25759000.0,460978000.0,,49022000.0,-3483000.0,5251000.0,22335000.0,27275000.0,,,0.1,27410000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,-2131000.0,426052000.0,,,,,,,,,,,-83922000.0,1238000.0,,,,76874000.0,,,,76874000.0,,,,254472438.0,,0.0,9205000.0,175622000.0,,,,41540000.0,49022000.0,,,61186000.0,,,-7169000.0,-22011000.0,,118244000.0,,,,124331000.0,,,-157308000.0,,,,,,,59090000.0,,-0.185,50324000.0,,,,150756000.0,,264079000.0,,27792000.0,,,,,,-5420000.0,191000.0,,,,,,25365000.0,,106771000.0,,,,-43642000.0,,3736000.0,56903000.0,,,,26864000.0,,254472438.0,29292000.0,,,,,734588000.0,,,,583832000.0,,,51921000.0,234373000.0,,,,16619000.0,0.0,,6087000.0,-47378000.0,-47378000.0,,239826000.0,,,,,,,,,,,15754000.0,,,460000.0,,,,,290150000.0,,-47378000.0,477061000.0,,76874000.0,-9287000.0,5453000.0,20964000.0,34322000.0,-22011000.0,,-0.185,-144204000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,280501000.0,,,-14821000.0,467199000.0,83171000.0,,51112000.0,0.182452,48138000.0,254472438.0,2387000.0,46208000.0,,281923000.0,-69677000.0,-301000.0,26364000.0,,,109535000.0,-18637000.0,18920000.0,,124618000.0,0.182452,688778000.0,80775000.0,,,1000.0,14483000.0,164008000.0,-56148000.0,,,74945000.0,76874000.0,-170469000.0,,66552000.0,,68007000.0,-1550000.0,-17864000.0,325000.0,131128000.0,-1000.0,21226000.0,,137756000.0,,25811000.0,-171948000.0,-112460000.0,18920000.0,83687000.0,234203000.0,,164008000.0,80735000.0,,,110326000.0,,,,196476000.0,,280501000.0,-171948000.0,32291000.0,150516000.0,-82994000.0,,,404745000.0,2442000.0,-83439000.0,,,,,,51112000.0,,108553000.0,-11224000.0,254472438.0,,-29335000.0,,-62232000.0,59954000.0,,-16743000.0,,5101000.0,15083000.0,,30771000.0,59954000.0,,48138000.0,10251000.0,885254000.0,,169970000.0,30771000.0,688778000.0,-14585000.0,-43743000.0,79185000.0,12496000.0,,14483000.0,,40339000.0,281923000.0,-49288000.0,6628000.0,36157000.0,16288000.0,-54496000.0,294419000.0,885254000.0,109535000.0,,12496000.0,467199000.0,1000.0,1000.0,262976000.0,23158000.0,,25811000.0,110326000.0,109535000.0,713000.0,,,,,404745000.0,,16288000.0,452270000.0,,109535000.0,-30580000.0,,21226000.0,61451000.0,38283000.0,,,-124972000.0,,294419000.0,108553000.0,74945000.0,,188607000.0,452270000.0,124618000.0,15083000.0,46208000.0,196476000.0,286134000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,-17153000.0,522629000.0,,,,,,,,46771000.0,,,11620000.0,-1040000.0,,,,136696000.0,,19497000.0,,152153000.0,,,,254472438.0,,7743000.0,15716000.0,169010000.0,,,,93551000.0,112875000.0,,,67930000.0,,,-4284000.0,-4008000.0,,26058000.0,,,,31575000.0,,,-171948000.0,,,,,,,49005000.0,,0.1965,140525000.0,,,1000.0,227700000.0,,285130000.0,,23821000.0,,,,,,8495000.0,2867000.0,,,,,,80187000.0,,113182000.0,,,,62182000.0,,6419000.0,86644000.0,,,,30252000.0,15457000.0,254472438.0,16748000.0,,,,,966956000.0,,,,739256000.0,,,44721000.0,10342000.0,,,,10331000.0,277112000.0,,5517000.0,50163000.0,50163000.0,,287454000.0,,,,,,,,,,,25125000.0,,,524000.0,,,,,427979000.0,,50163000.0,500309000.0,,136696000.0,-21176000.0,,23435000.0,37678000.0,-4008000.0,,0.1965,47370000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,-3525000.0,566666000.0,,,,,,,,46619000.0,,,8004000.0,466000.0,,,,129234000.0,,21190000.0,,153446000.0,,,,254472438.0,,0.0,13959000.0,171713000.0,,,,68287000.0,136696000.0,,,74212000.0,,,-6180000.0,-25163000.0,,32874000.0,,,,42204000.0,,,-171948000.0,,,,,,,40847000.0,,0.26,99613000.0,,,,236752000.0,,288054000.0,,-9268000.0,,,,,,-15677000.0,1855000.0,,,,,,39136000.0,,116106000.0,,,,74764000.0,,4648000.0,150469000.0,,,,33334000.0,24212000.0,254472438.0,25177000.0,,,,,955160000.0,,,,718408000.0,,,34667000.0,6284000.0,,,,12077000.0,262684000.0,,9330000.0,66076000.0,66076000.0,,268968000.0,,,,,,,,,,,25328000.0,,,2045000.0,,,,,368581000.0,,66076000.0,479129000.0,,129234000.0,-24952000.0,,22797000.0,40878000.0,-25163000.0,,0.26,58791000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
