,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyFreeCashFlow,annualChangeInWorkingCapital,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualBasicEPS,trailingNetIncome,annualRetainedEarnings,annualTotalAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyGoodwill,trailingFreeCashFlow,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,annualEndCashPosition,annualCurrentDebt,annualOtherCurrentAssets,trailingTotalRevenue,annualLongTermDebt,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingTaxProvision,annualFreeCashFlow,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyGrossProfit,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualDilutedEPS,quarterlyNetIncome,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyLongTermDebt,trailingChangeInAccountPayable,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCurrentAssets,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,annualChangeInAccountPayable,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualCurrentLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherIntangibleAssets,quarterlyCapitalStock,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualEbitda,quarterlyBeginningCashPosition,quarterlyDilutedEPS,trailingRepaymentOfDebt,trailingGrossProfit,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualTotalNonCurrentAssets,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyCommonStockIssuance,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyTotalRevenue,trailingBeginningCashPosition,trailingChangesInAccountReceivables,annualBasicAverageShares,annualChangesInAccountReceivables,trailingCashDividendsPaid,trailingCostOfRevenue,annualInterestExpense,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyNetPPE,annualTotalRevenue,quarterlyTaxProvision,annualDeferredIncomeTax,trailingChangeInInventory,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualStockBasedCompensation,annualGoodwill,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyEbitda,annualResearchAndDevelopment,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance
1485820800,,1671128000.0,,511487000.0,224022000.0,,,,,630770000.0,,,,,,373714000.0,,,41107000.0,1469756000.0,,,,149179000.0,,,3982467000.0,151276000.0,,,,,,,,3.72,,3608753000.0,,,,,,,,49626000.0,42410000.0,2301898000.0,-2845000.0,,,589000.0,,40050000.0,304435000.0,,,,159728000.0,,149179000.0,,,,,20751000.0,1216721000.0,,93396000.0,182472000.0,259212000.0,,-1226000.0,,,,92947000.0,49626000.0,,,-32382000.0,420763000.0,,,,,140909000.0,-41660000.0,,,80758000.0,,455000.0,,,244535000.0,,106751000.0,3.63,,,,,0.0,,,1477903000.0,5733000.0,-161948000.0,41519000.0,,-1529620000.0,140909000.0,,,,,,-21877000.0,,140909000.0,38379000.0,,,,289208000.0,,,,120659000.0,88814000.0,84807000.0,,,-195156000.0,-24509000.0,,-914000.0,,,,,,,,51056000.0,,,,271415000.0,,,-47393000.0,254809000.0,,,3224366000.0,725198000.0,,,,,,,,,68093000.0,,1694746000.0,,84807000.0,,,,4574000.0,-1799000.0,,,34158000.0,,,-210000.0,,304435000.0,,,,,,,,,,,,,
1493510400,,1730226000.0,,650331000.0,142995000.0,,,,,490373000.0,,,,,,498719000.0,,,41181000.0,1430008000.0,,,,181107000.0,,,4008867000.0,159943000.0,,,,,,,,4.52,,3510148000.0,,,,,,,,50029000.0,44403000.0,2220599000.0,306000.0,,,-142269000.0,,40068000.0,386526000.0,,,,196856000.0,,181107000.0,,,,,15387000.0,1168210000.0,,77332000.0,281813000.0,206534000.0,,-15693000.0,,,,58279000.0,50029000.0,,,-42263000.0,408105000.0,,,,,195818000.0,-18128000.0,,,174433000.0,,455000.0,,,297491000.0,,140909000.0,4.4,,,,,0.0,,,1576740000.0,272000.0,-45691000.0,42488000.0,,-1497942000.0,195818000.0,,,,,,-94929000.0,,195818000.0,38386000.0,,,,280516000.0,23313000.0,,,120260000.0,51305000.0,100635000.0,,,-87648000.0,-218628000.0,,-44677000.0,,,,,,,,48702000.0,,,,161395000.0,,,-18400000.0,336497000.0,,,3144946000.0,794631000.0,,,,,,,,,50766000.0,,1647004000.0,,100635000.0,,,,4437000.0,19037000.0,,,54909000.0,,,0.0,,386526000.0,,,,,,,,,,,,,
1501459200,,1707202000.0,,550985000.0,-53995000.0,-16683000.0,395220000.0,44395000.0,6824000.0,604557000.0,5.36,,550985000.0,4110718000.0,50997000.0,433070000.0,,2311759000.0,40079000.0,1519743000.0,,348449000.0,210553000.0,-57146000.0,118417000.0,-146235000.0,4110718000.0,183319000.0,117389000.0,38397000.0,33681000.0,,1234024000.0,240096000.0,1086042000.0,-1.43,,3677648000.0,,,71558000.0,,312482000.0,98491000.0,,48921000.0,0.0,2311759000.0,-1858000.0,1571156000.0,103405000.0,52822000.0,,40079000.0,-34000.0,6924000.0,-210000.0,103405000.0,-61248000.0,5.22,-57146000.0,117389000.0,123510000.0,116731000.0,189157000.0,-5562000.0,1234024000.0,,84814000.0,171442000.0,240096000.0,433070000.0,17165000.0,,186913000.0,210553000.0,123510000.0,99918000.0,-14177000.0,1714154000.0,-42200000.0,209158000.0,1707202000.0,456914000.0,0.0,604557000.0,117389000.0,-72887000.0,,,186913000.0,294932000.0,455000.0,-267014000.0,183319000.0,-96450000.0,584377000.0,195818000.0,-1.43,,,0.0,49492000.0,-40872000.0,,117389000.0,1571156000.0,281000.0,-9375000.0,33681000.0,40366000.0,-1534740000.0,117389000.0,,67897000.0,,,7318000.0,-9916000.0,,117389000.0,38397000.0,3677648000.0,3248894000.0,,294932000.0,13663000.0,,236799000.0,118417000.0,71558000.0,-115496000.0,171442000.0,,11255000.0,116637000.0,231718000.0,44395000.0,425956000.0,,,-553220000.0,,,,98491000.0,-144432000.0,,-682836000.0,-21399000.0,,,-32596000.0,-99952000.0,8086000.0,271892000.0,3248894000.0,209124000.0,,,39251000.0,-36291000.0,,,54089000.0,,0.0,455000.0,1714154000.0,1907218000.0,-35202000.0,36437000.0,,821176000.0,4727000.0,-4435000.0,18315000.0,1519743000.0,-78429000.0,84814000.0,-1534740000.0,0.0,-941000.0,-51031000.0,,,,,,,,,,,,,
1509408000,,1689608000.0,,479997000.0,111304000.0,,,,,709596000.0,,,,,57863000.0,395703000.0,,,40211000.0,1484335000.0,,,,-28385000.0,,,4008616000.0,173269000.0,,,,,,,,-0.71,,3612913000.0,,,,,,,,48624000.0,44096000.0,2399204000.0,-76469000.0,,,-7543000.0,,40211000.0,2204000.0,,,102697000.0,-31927000.0,,-28385000.0,,,,,-23208000.0,1262325000.0,,108081000.0,136863000.0,407848000.0,,-5874000.0,,,,40716000.0,106487000.0,,,-42603000.0,218646000.0,,,,,140397000.0,-33652000.0,,,84571000.0,,459000.0,,,-125331000.0,,117389000.0,-0.71,,,,,-1356000.0,,,1401405000.0,5153000.0,-76456000.0,46045000.0,,-1561672000.0,140397000.0,,,,,,101642000.0,,140397000.0,38422000.0,,,,287093000.0,15174000.0,,,117151000.0,103540000.0,-41600000.0,,,-88608000.0,164250000.0,,10591000.0,,,,,,,,40707000.0,,,,148753000.0,,,-37449000.0,-104283000.0,,,3256364000.0,220850000.0,,,,,,,,,48046000.0,,1694692000.0,,-93404000.0,,,,4521000.0,4885000.0,,,23008000.0,,,,,-55659000.0,,,,,,,,,,,,,
1517356800,,1616535000.0,,673065000.0,222234000.0,,,,,659493000.0,,,,,70736000.0,481009000.0,,,41594000.0,1533980000.0,,,,235691000.0,,,4156806000.0,173067000.0,,,,,,,,5.82,,3675797000.0,,,,,,,,51404000.0,43243000.0,2276028000.0,-4483000.0,,,80691000.0,,40475000.0,378628000.0,,,103212000.0,248673000.0,,235691000.0,,,,,11667000.0,1182349000.0,,97480000.0,144393000.0,292336000.0,,11752000.0,,,,95786000.0,122140000.0,,,-42623000.0,355947000.0,,,,,235460000.0,-48113000.0,,,85428000.0,,459000.0,,,252267000.0,,140397000.0,5.67,,,,,0.0,,,1645328000.0,1290000.0,-86434000.0,39075000.0,,-1612391000.0,235460000.0,,,,,,2049000.0,,235460000.0,38433000.0,,,,293149000.0,15973000.0,,,116726000.0,94680000.0,4872000.0,,,-133540000.0,-25809000.0,,58750000.0,,,,,,,,32497000.0,,,,272152000.0,,,-49918000.0,256488000.0,,,3314604000.0,734575000.0,,,,,,,,,70652000.0,,1702213000.0,,3594000.0,,,,4891000.0,-8852000.0,,,95063000.0,,,,,307892000.0,,,,,,,,,,,,,
1525046400,,1573498000.0,,869862000.0,143460000.0,,,,,497814000.0,,,,,66181000.0,519660000.0,,,41545000.0,1488663000.0,,,,256252000.0,,,4075435000.0,163422000.0,,,,,,,,6.34,,3555775000.0,,,,,,,,54104000.0,42960000.0,2071312000.0,-4364000.0,,,-108667000.0,,40438000.0,489039000.0,,,,272275000.0,,256252000.0,,,,,17150000.0,1078005000.0,,79361000.0,215696000.0,251110000.0,,-8935000.0,,,,48971000.0,120285000.0,,,-59455000.0,355452000.0,,,,,181597000.0,-18817000.0,,,220248000.0,,459000.0,,,344171000.0,,235460000.0,6.17,,,,,0.0,,,1770673000.0,130000.0,-102176000.0,31027000.0,,-1614908000.0,181597000.0,,,,,,-136787000.0,,181597000.0,38444000.0,,,,283802000.0,,,,116375000.0,58228000.0,73286000.0,,,-191795000.0,-248613000.0,,10469000.0,,,,,,,,29512000.0,,,,162407000.0,,,-18947000.0,368754000.0,,,3255635000.0,844491000.0,,,,,,,,,33773000.0,,1640727000.0,,71896000.0,,,,4644000.0,-6062000.0,,,-53863000.0,,,,,422858000.0,,,,,,,,,,,,,
1532995200,,1659701000.0,,726722000.0,-65984000.0,-29574000.0,411068000.0,-2227000.0,6873000.0,593620000.0,9.4,,726722000.0,4064984000.0,57026000.0,538736000.0,,2253321000.0,40466000.0,1475686000.0,,340092000.0,379898000.0,-83660000.0,114319000.0,-204161000.0,4064984000.0,177187000.0,178145000.0,38455000.0,37279000.0,,1234277000.0,282103000.0,1144217000.0,-2.07,,3526248000.0,,,80793000.0,,411014000.0,50632000.0,,50330000.0,,2253321000.0,-32510000.0,1589434000.0,,37398000.0,,40466000.0,-2535000.0,-9915000.0,-25800000.0,,-87791000.0,9.13,-83660000.0,178145000.0,107674000.0,-61138000.0,204462000.0,-6572000.0,1234277000.0,,85588000.0,133918000.0,282103000.0,538736000.0,-4693000.0,,230829000.0,379898000.0,107674000.0,107356000.0,1879000.0,1627219000.0,-59480000.0,214172000.0,1659701000.0,551625000.0,,593620000.0,178145000.0,-33997000.0,,,230829000.0,280572000.0,461000.0,-274441000.0,177187000.0,-131015000.0,615530000.0,181597000.0,-2.07,,,,60756000.0,0.0,,178145000.0,1589434000.0,300000.0,-9375000.0,37279000.0,41618000.0,-1643499000.0,178145000.0,,117389000.0,,,-7750000.0,-11165000.0,,178145000.0,38455000.0,3526248000.0,3270718000.0,,280572000.0,,,251806000.0,114319000.0,80793000.0,-82328000.0,133918000.0,,63228000.0,80598000.0,401230000.0,-2227000.0,456268000.0,,,-1356000.0,,,,50632000.0,-140611000.0,,-134579000.0,-31687000.0,,,-34297000.0,-109891000.0,-963000.0,-350715000.0,3270718000.0,211637000.0,,,40397000.0,-44261000.0,,,,,,461000.0,1627219000.0,2011553000.0,-43224000.0,-45770000.0,,867336000.0,4984000.0,114000.0,19040000.0,1475686000.0,-3452000.0,85588000.0,-1643499000.0,0.0,-117826000.0,-59561000.0,,,,,,,,,,,,,
1540944000,,1875703000.0,,551863000.0,129200000.0,,,,,790418000.0,,,,,64379000.0,393012000.0,,,40505000.0,1543941000.0,,,,-107795000.0,,,4215922000.0,160897000.0,,,,,,,,-2.66,,3822910000.0,,,,,,,,51043000.0,43976000.0,2666121000.0,-17850000.0,,,-14599000.0,,40505000.0,-10354000.0,,,,-110726000.0,,-107795000.0,,,,,-26011000.0,1486968000.0,,114984000.0,115169000.0,450300000.0,,-2717000.0,,,,55440000.0,115422000.0,,,-59547000.0,230358000.0,,,,,153036000.0,-340663000.0,,,74240000.0,,462000.0,,,-147131000.0,,185040000.0,-2.66,,,,,-292878000.0,,,1339595000.0,96000.0,-80000000.0,50752000.0,,-1689911000.0,141031000.0,,,,,,157759000.0,,141031000.0,48482000.0,,,,307268000.0,,,,112669000.0,118648000.0,-31823000.0,,,135895000.0,262554000.0,,-20596000.0,,,,,,,,38303000.0,,,,177081000.0,,,-47881000.0,-125776000.0,,,3515893000.0,220004000.0,,,,,,,,,48533000.0,,1825982000.0,,-36405000.0,,,,4753000.0,1280000.0,,,-32004000.0,,,-50000000.0,,-74733000.0,,,,,,,,,,,,,
1548892800,,1800054000.0,,699045000.0,263450000.0,,,,,761773000.0,,,,,77362000.0,415266000.0,,,41126000.0,1547084000.0,,,,206349000.0,,,4244922000.0,162933000.0,,,,,,,,5.12,,3829656000.0,,,,,,,,55238000.0,43870000.0,2561827000.0,-3671000.0,,,111682000.0,,40328000.0,434051000.0,,,,217990000.0,,206349000.0,,,,,11613000.0,1345262000.0,,103010000.0,179794000.0,346356000.0,,1514000.0,,,,118957000.0,132600000.0,,,-59167000.0,415527000.0,,,,,179323000.0,-63661000.0,,,87721000.0,,462000.0,,,281963000.0,,153036000.0,5.02,,,,,268000.0,,,1463278000.0,1721000.0,-143068000.0,45212000.0,,-1741248000.0,158561000.0,,,,,,-12454000.0,,158561000.0,48493000.0,,,,305885000.0,,,,112065000.0,106183000.0,64102000.0,,,-240906000.0,-11752000.0,,-13949000.0,,,,,,,,27544000.0,,,,329100000.0,,,-65650000.0,301451000.0,,,3572335000.0,849578000.0,,,,,,,,,76249000.0,,1831087000.0,,63973000.0,,,,5147000.0,-1625000.0,,,26287000.0,,,-35000000.0,,356689000.0,,,,,,,,,,,,,
1556582400,,1853526000.0,,920327000.0,126050000.0,,,,,614854000.0,,,,,68213000.0,466856000.0,,,41020000.0,1596867000.0,,,,292134000.0,,,4361734000.0,157056000.0,,,,,,,,7.26,,3894878000.0,,,,,,,,55260000.0,42837000.0,2468380000.0,-3040000.0,,,-96070000.0,,40255000.0,547343000.0,,,,308530000.0,,292134000.0,,,,,19568000.0,1310870000.0,,84059000.0,274306000.0,297874000.0,,-2419000.0,,,,69907000.0,123473000.0,,,-70852000.0,410644000.0,,,,,68512000.0,-148330000.0,,,273108000.0,,462000.0,,,401876000.0,,179323000.0,7.12,,,,,-126434000.0,,,1666359000.0,11469000.0,-45742000.0,41177000.0,,-1742846000.0,59636000.0,,,,,,-182451000.0,,59636000.0,48504000.0,,,,306489000.0,,,,111294000.0,80218000.0,93524000.0,,,-119634000.0,-305292000.0,,-36540000.0,,,,,,,,23290000.0,,,,159415000.0,,,-33365000.0,423870000.0,,,3590280000.0,957987000.0,,,,,,,,,52329000.0,,1847434000.0,,93346000.0,,,,4886000.0,-2673000.0,,,-110811000.0,,,0.0,,479130000.0,,,,,,,,,,,,,
1564531200,,1980104000.0,,759801000.0,-76504000.0,50828000.0,481720000.0,-31730000.0,15045000.0,719133000.0,7.46,,759801000.0,4426077000.0,64461000.0,527940000.0,,2699237000.0,40305000.0,1608206000.0,,398965000.0,301163000.0,-89525000.0,109749000.0,-260567000.0,4426077000.0,173852000.0,118389000.0,48516000.0,42116000.0,,1527744000.0,335669000.0,1297323000.0,-2.22,,3898137000.0,,,96377000.0,,442196000.0,62760000.0,,56576000.0,,2699237000.0,-18888000.0,1500627000.0,,22283000.0,,40305000.0,3212000.0,-2756000.0,-85000000.0,,-92301000.0,7.32,-89525000.0,108850000.0,138014000.0,75472000.0,218117000.0,-12444000.0,1527744000.0,,96539000.0,168759000.0,335669000.0,527940000.0,363000.0,,270896000.0,301163000.0,138014000.0,121037000.0,23296000.0,1842500000.0,-71001000.0,240794000.0,1980104000.0,634231000.0,,719133000.0,118389000.0,-43380000.0,,,270896000.0,306173000.0,462000.0,-280685000.0,173852000.0,-137743000.0,699837000.0,68512000.0,-2.22,,,,-66651000.0,0.0,,108850000.0,1500627000.0,1759000.0,-11875000.0,42116000.0,41158000.0,-1795240000.0,108850000.0,,185040000.0,,,-3259000.0,1740000.0,,108850000.0,48516000.0,3898137000.0,3637740000.0,,306173000.0,,,274415000.0,109749000.0,96377000.0,-103384000.0,168759000.0,,125087000.0,105318000.0,323493000.0,-31730000.0,492532000.0,,,-419044000.0,,,,62760000.0,-192035000.0,,-596034000.0,-31365000.0,,,-45139000.0,-117825000.0,-7274000.0,-99558000.0,3637740000.0,244006000.0,,,40349000.0,-35406000.0,,,,,,462000.0,1842500000.0,2271575000.0,-45442000.0,22419000.0,,974252000.0,5070000.0,262000.0,19856000.0,1608206000.0,49877000.0,96539000.0,-1795240000.0,0.0,-43449000.0,-61249000.0,,,,,,,,,,,,,
1572480000,89122000.0,2663811000.0,18397000.0,582235000.0,156718000.0,,,,,971500000.0,,302483000.0,,,75055000.0,428334000.0,389704000.0,,40342000.0,1757463000.0,469714000.0,,,-106475000.0,,,5157747000.0,129953000.0,,,,2319341000.0,,,,-2.64,,4729413000.0,470628000.0,-632125000.0,,65314000.0,,,150387000.0,57845000.0,41036000.0,3635311000.0,-19121000.0,,,-26505000.0,-56444000.0,40342000.0,-3968000.0,,,,-109829000.0,,-106475000.0,,,,,-27967000.0,2005057000.0,11390000.0,127859000.0,188608000.0,549144000.0,,3166000.0,666489000.0,,,57000000.0,132900000.0,,,-71091000.0,271738000.0,,,,,150353000.0,-376754000.0,,,87301000.0,,463000.0,,,-156392000.0,,118389000.0,-2.64,-383214000.0,980638000.0,,,-327581000.0,302483000.0,,1302488000.0,3448000.0,-182529000.0,62821000.0,,-1851029000.0,136326000.0,-196775000.0,,-2683000.0,,,184821000.0,2624000.0,136326000.0,63807000.0,,,-37013000.0,324178000.0,,224919000.0,,109011000.0,141714000.0,-43979000.0,,-453747000.0,198440000.0,300848000.0,,-27269000.0,,,-4833000.0,,510010000.0,324390000.0,-44720000.0,50759000.0,,20354000.0,,209339000.0,285091000.0,10263000.0,-52621000.0,-136868000.0,,,4360827000.0,267770000.0,153036000.0,-8344000.0,,,-272111000.0,1338703000.0,,,70381000.0,,2509798000.0,,-46563000.0,,-9230000.0,,5251000.0,-797000.0,,,31964000.0,,,-21444000.0,,-79023000.0,,,,,,,,,,,,,
