date,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlyGoodwill,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingFreeCashFlow,trailingCommonStockIssuance,trailingNetIncome,quarterlyCurrentLiabilities,annualTotalAssets,quarterlyCurrentAssets,annualNetIncome,trailingPretaxIncome,quarterlyBasicAverageShares,annualEndCashPosition,quarterlyTotalAssets,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualCurrentDeferredRevenue,trailingOperatingIncome,annualCostOfRevenue,trailingInvestingCashFlow,annualAccountsPayable,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualFreeCashFlow,annualPretaxIncome,trailingEndCashPosition,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualSellingGeneralAndAdministration,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualStockholdersEquity,annualTaxProvision,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualCurrentAssets,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,trailingRepaymentOfDebt,annualGrossProfit,annualEbitda,annualRepaymentOfDebt,annualBasicAverageShares,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,quarterlyCapitalStock,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,annualGrossPPE,quarterlySaleOfInvestment,trailingDepreciationAndAmortization,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,annualBasicEPS,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,annualDilutedAverageShares,trailingOtherNonCashItems,quarterlyAccountsPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCommonStockIssuance,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,annualCapitalExpenditure,trailingOperatingExpense,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,quarterlyGrossPPE,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,trailingInterestExpense,trailingBeginningCashPosition,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,annualDilutedEPS,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,annualPurchaseOfInvestment,annualResearchAndDevelopment,annualTotalRevenue,annualCapitalStock,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,annualInterestExpense,annualStockBasedCompensation,annualGoodwill,trailingChangeInInventory,trailingPurchaseOfBusiness,annualInventory,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,quarterlyChangeInInventory,annualChangeInInventory,trailingDilutedEPS,trailingDilutedAverageShares
1970-01-01 00:00:01.435622400,,106157000.0,160736000.0,,3688789000.0,,195984000.0,,244890000.0,,,3976617000.0,,,1032384000.0,,,,,5968228000.0,,4990392000.0,,,128887000.0,,11831926000.0,,449644000.0,,,220545000.0,,,,,,,,-160066000.0,6841534000.0,,,,,,,356874000.0,516883000.0,0.0,,1341518000.0,,-19105000.0,,9657017000.0,,,,426836000.0,449644000.0,,,,3.38,437959000.0,,,,486141000.0,,,,3272010000.0,2472536000.0,,,,,,1245780000.0,,3187129000.0,118282000.0,740650000.0,1123555000.0,,,,321082000.0,-23096000.0,,,,,,132960000.0,1735283000.0,,,,,21000.0,,2111106000.0,,558057000.0,8628000.0,-1274000.0,,0.0,,,,,3187129000.0,3383113000.0,,,,,109859000.0,,,,28515000.0,1476039000.0,,-197634000.0,,556311000.0,-1457000.0,,,,1346242000.0,712704000.0,-256692000.0,,186516000.0,,,,,,1662600000.0,,-366077000.0,,,,,610967000.0,95738000.0,3.49,89492000.0,,,,,,,,,131221000.0,,867137000.0,,,1451846000.0,0.0,,5642000.0,,,,,41494000.0,,613452000.0,-2000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,,118556000.0,381931000.0,,3955829000.0,,35478000.0,,-277217000.0,,,5400968000.0,,,958907000.0,,,,,5941246000.0,,3173472000.0,,,129989000.0,,12403273000.0,,283216000.0,,,284905000.0,,,,,,,,-6220000.0,9229801000.0,,,,,,,-8216000.0,602145000.0,0.0,,1609687000.0,,51310000.0,,9897075000.0,,,,276237000.0,283216000.0,,,,2.12,628019000.0,,,,-45396000.0,,,,2862662000.0,2475425000.0,,,,,,1193010000.0,,1455339000.0,-1595030000.0,940198000.0,1242303000.0,,,,328066000.0,-31182000.0,,,,,,133417000.0,3187129000.0,,,,,21000.0,,2441048000.0,,342187000.0,1230000.0,-1606459000.0,,0.0,,,,,1455339000.0,1490817000.0,,,,,176461000.0,,,,33259000.0,2122770000.0,,31052000.0,,-568889000.0,-44649000.0,,,,1442350000.0,38768000.0,-284246000.0,,202703000.0,,,,88000.0,,1937753000.0,,-156712000.0,,,,,-120505000.0,416677000.0,2.18,131411000.0,,,,,,,,,65950000.0,,966560000.0,,,-1731790000.0,0.0,,6822000.0,,,,,63656000.0,,494002000.0,-3769000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,10574045000.0,176145000.0,222772000.0,,4648028000.0,524562000.0,33739000.0,,-335083000.0,-284894000.0,518437000.0,7992941000.0,,11728000.0,976814000.0,,,,,5926017000.0,15503812000.0,2978761000.0,764465000.0,,134128000.0,1676299000.0,15503812000.0,,-12538000.0,,3201277000.0,314432000.0,,0.0,2572846000.0,,1309559000.0,,1329870000.0,-9000000.0,12525051000.0,-108527000.0,581004000.0,925962000.0,,658439000.0,-60546000.0,-144527000.0,658439000.0,0.0,,1360074000.0,3850412000.0,-33227000.0,0.0,10574045000.0,-61535000.0,500345000.0,1676299000.0,-12886000.0,-12538000.0,,4864394000.0,203214000.0,-0.09,473841000.0,222772000.0,1469725000.0,1082406000.0,-24145000.0,,2978761000.0,,2572846000.0,3201277000.0,4648028000.0,291706000.0,1368045000.0,5926017000.0,764465000.0,1307727000.0,2793954000.0,1676299000.0,-267464000.0,1469725000.0,1082406000.0,33739000.0,22575000.0,465149000.0,338493000.0,-31354000.0,,5362758000.0,1552502000.0,,130159000.0,134128000.0,1455339000.0,12525051000.0,1064259000.0,517025000.0,,23000.0,,4864394000.0,0.0,-5933000.0,63000.0,-129828000.0,1710038000.0,0.0,,,1402700000.0,-1201744000.0,1676299000.0,1710038000.0,,,,2266003000.0,32903000.0,,,314432000.0,36427000.0,2793954000.0,5.87,183356000.0,68019000.0,-401381000.0,20993000.0,-1201744000.0,134018000.0,,1329870000.0,679391000.0,-284894000.0,-2063649000.0,250570000.0,,722748000.0,4844321000.0,0.0,,1698567000.0,,-161602000.0,-787041000.0,,,-2371260000.0,-173481000.0,52347000.0,-0.09,68019000.0,,2266003000.0,473841000.0,,1404199000.0,,,,6953000.0,-198262000.0,1064259000.0,5.7,273599000.0,220960000.0,0.0,,628000.0,-521329000.0,830244000.0,6672317000.0,23000.0,44032000.0,-21635000.0,206639000.0,-11852000.0,11121000.0,126195000.0,178068000.0,7992941000.0,,,,,,,,,,,,
1970-01-01 00:00:01.459382400,,195254000.0,85932000.0,,4734875000.0,,28587000.0,,931685000.0,,,8026352000.0,,,1190390000.0,,,,,6957960000.0,,3796132000.0,,,151052000.0,,16390044000.0,,-121861000.0,,,328994000.0,,,,,,,,-2102000.0,12593912000.0,,,,,,,97868000.0,634983000.0,0.0,,1501120000.0,,-5932000.0,,11692835000.0,,,,-121804000.0,-121861000.0,,,,-0.81,526406000.0,,,,-57998000.0,,,,3909614000.0,3209491000.0,,,,,,1573672000.0,,2063329000.0,-159235000.0,989614000.0,1363321000.0,,,,402841000.0,-36174000.0,,,,,,151052000.0,1676299000.0,,,,,23000.0,,4631700000.0,,-170943000.0,2230000.0,0.0,,0.0,-400443000.0,,,,2063329000.0,2091916000.0,,,,,8215000.0,,,,43960000.0,2738961000.0,,-267867000.0,,985180000.0,21886000.0,,,,1372340000.0,-603891000.0,-287368000.0,,293283000.0,,,,,,1903961000.0,,-167578000.0,,,,,1099263000.0,-72552000.0,-0.81,53023000.0,,,,,,,,,-49139000.0,,1174324000.0,,,387030000.0,0.0,,-3613000.0,,,,,53965000.0,,68271000.0,-187022000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,200204000.0,-292197000.0,,5014865000.0,,38500000.0,,414431000.0,,,8019775000.0,,,1351892000.0,,,,,7446755000.0,,4163977000.0,,,149552000.0,,16728542000.0,,31649000.0,,,322098000.0,,,,,,,,-37425000.0,12564565000.0,,,,,,,182556000.0,643851000.0,0.0,,1789489000.0,,-9969000.0,,12461620000.0,,,,6007000.0,31649000.0,,,,0.21,512088000.0,,,,-9706000.0,,,,4201859000.0,3196847000.0,,,,,,1753994000.0,,2296524000.0,-235293000.0,1065251000.0,1454518000.0,,,,406380000.0,-35773000.0,,,,,,153532000.0,2063329000.0,,,,,23000.0,,4202304000.0,,-12195000.0,-8000.0,0.0,,0.0,-1664000.0,,,,2296524000.0,2335024000.0,,,,,14543000.0,,,,42939000.0,2646039000.0,,-99321000.0,,287788000.0,2221000.0,,,,1455758000.0,-144598000.0,-299566000.0,,317921000.0,,,,,,2195869000.0,,-212403000.0,,,,,626834000.0,35495000.0,0.21,34163000.0,,,,,,,,,-18202000.0,,1235282000.0,,,233195000.0,0.0,,-4802000.0,,,,,95374000.0,,230948000.0,-141289000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,200635000.0,-307112000.0,,5559700000.0,,45681000.0,,-369482000.0,,,8027179000.0,,,1392682000.0,,,,,6619438000.0,,3620294000.0,,,150239000.0,,16131766000.0,,279331000.0,,,358640000.0,,,,,,,,-15434000.0,12511472000.0,,,,,,,-30750000.0,558311000.0,0.0,,2163998000.0,,-22208000.0,,12179138000.0,,,,278928000.0,279331000.0,,,,1.81,417886000.0,,,,-15688000.0,,,,3379512000.0,3204210000.0,,,,,,1771208000.0,,1844475000.0,-194395000.0,1037055000.0,1383774000.0,,,,416907000.0,-39062000.0,,,,,,154236000.0,2296524000.0,,,,,23000.0,,3885756000.0,,339555000.0,0.0,-777000.0,,0.0,-1109000.0,,,,1844475000.0,1890156000.0,,,,,8879000.0,,,,43374000.0,2573640000.0,,69930000.0,,-644330000.0,-90157000.0,,,,1488108000.0,-66808000.0,-307112000.0,,301446000.0,,,,0.0,,2580905000.0,,-187063000.0,,,,,-182419000.0,392790000.0,1.86,61224000.0,,,,,,,,,60627000.0,,1339621000.0,,,-452049000.0,0.0,,1400000.0,,,,,48263000.0,,583564000.0,-38412000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,10084443000.0,198109000.0,-151365000.0,,3957245000.0,168731000.0,72313000.0,,-161648000.0,-280399000.0,552499000.0,7942023000.0,,2222000.0,1140300000.0,,,,,6127198000.0,15777546000.0,3450251000.0,281848000.0,,150624000.0,1796811000.0,15777546000.0,,79457000.0,,3159336000.0,312939000.0,,0.0,2900308000.0,,1596698000.0,,1509313000.0,-43480000.0,12327295000.0,-150159000.0,814986000.0,276600000.0,,520058000.0,-455746000.0,13926000.0,520058000.0,0.0,,1721988000.0,5072207000.0,215869000.0,0.0,10084443000.0,7555000.0,794202000.0,1796811000.0,84882000.0,79457000.0,,4132301000.0,15315000.0,0.51,484970000.0,-151365000.0,1090826000.0,1343247000.0,-36944000.0,,3450251000.0,,2900308000.0,3159336000.0,3957245000.0,263600000.0,1564334000.0,6127198000.0,281848000.0,1532420000.0,2446652000.0,1796811000.0,-129398000.0,1090826000.0,1343247000.0,72313000.0,0.0,60935000.0,370841000.0,-39150000.0,,7176866000.0,1243950000.0,-403517000.0,150367000.0,155071000.0,1844475000.0,12327295000.0,1394904000.0,-122477000.0,,23000.0,,4132301000.0,0.0,115126000.0,0.0,0.0,1869124000.0,0.0,-301000.0,,1676299000.0,-1575879000.0,1796811000.0,1869124000.0,,,,2970783000.0,29298000.0,,,312939000.0,42875000.0,2446652000.0,1.87,21104000.0,49739000.0,-459907000.0,51962000.0,-1575879000.0,154517000.0,,1509313000.0,124678000.0,-280399000.0,-777000.0,324098000.0,,261285000.0,6624367000.0,0.0,,2092829000.0,,-182304000.0,-749348000.0,,,-718321000.0,20656000.0,189568000.0,0.53,49739000.0,,2970783000.0,484970000.0,,-690619000.0,,,,30244000.0,-276154000.0,1394904000.0,1.82,120512000.0,-47664000.0,0.0,,14570000.0,-98441000.0,1235019000.0,8773564000.0,23000.0,44815000.0,-14088000.0,356110000.0,-89023000.0,177760000.0,173148000.0,242417000.0,7942023000.0,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,,208224000.0,-250747000.0,,3990277000.0,,851415000.0,,1506574000.0,,,7979882000.0,,,1449267000.0,,,,,8019571000.0,,5328413000.0,,,150531000.0,,17668906000.0,,-86122000.0,,,323142000.0,,,,,,,,-787530000.0,12340493000.0,,,,,,,-21858000.0,528237000.0,0.0,,1767049000.0,,-18475000.0,,12009848000.0,,,,-84539000.0,-86122000.0,,,,-0.57,496202000.0,,,,-23603000.0,,,,4795110000.0,3170933000.0,,,,,,1837983000.0,,2503230000.0,-949584000.0,1035271000.0,1579657000.0,,,,421687000.0,-42247000.0,,,,,,150531000.0,1796811000.0,,,,,24000.0,,4089272000.0,,-131255000.0,-2000000.0,,,0.0,0.0,,,,2503230000.0,3354645000.0,,,,,6815000.0,,,,42977000.0,2386504000.0,,-232475000.0,,1500441000.0,13680000.0,,,,1423701000.0,-48120000.0,-251413000.0,,322040000.0,,,,,,2188736000.0,,-166869000.0,,,,,1673443000.0,-70934000.0,-0.57,78930000.0,,,,,,,,,-46716000.0,,1421962000.0,,,706419000.0,0.0,,-8446000.0,,,,,47211000.0,,119946000.0,-45176000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,217331000.0,-173424000.0,,4056630000.0,,906339000.0,,502174000.0,,,8156716000.0,,,1625760000.0,,,,,8744502000.0,,6026561000.0,,,151582000.0,,18623248000.0,,56689000.0,,,369447000.0,,,,,,,,-203841000.0,12596687000.0,,,,,,,498004000.0,538435000.0,0.0,,2147045000.0,,-130000.0,,12801132000.0,,,,53670000.0,56689000.0,,,,0.36,466237000.0,,,,-22395000.0,,,,5049299000.0,3220946000.0,,,,,,2034569000.0,,2874823000.0,-354357000.0,1161233000.0,1809618000.0,,,,439007000.0,-42438000.0,,,,,,157033000.0,2503230000.0,,,,,24000.0,,4226077000.0,,56682000.0,16385000.0,,,0.0,0.0,,,,2874823000.0,3781162000.0,,,,,175722000.0,,,,42661000.0,2390465000.0,,-201937000.0,,445426000.0,-11402000.0,,,,1714800000.0,-32518000.0,-188340000.0,,342530000.0,,,,,,2586052000.0,,-190023000.0,,,,,692197000.0,112476000.0,0.37,18144000.0,,,,,,,,,3012000.0,,1479059000.0,,,371593000.0,0.0,,-952000.0,,,,,50102000.0,,316674000.0,-69151000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,227155000.0,197603000.0,,4547366000.0,,540581000.0,,-612319000.0,,,8226173000.0,,,1600506000.0,,,,,8272556000.0,,5983802000.0,,,152088000.0,,19035232000.0,,352238000.0,,,395808000.0,,,,,,,,-721824000.0,13051430000.0,,,,,,,81277000.0,888847000.0,0.0,,2507289000.0,,-9071000.0,,12819922000.0,,,,349353000.0,352238000.0,,,,2.23,393353000.0,,,,-35608000.0,,,,3958781000.0,3735736000.0,,,,,,2021578000.0,,3239886000.0,-176237000.0,1181265000.0,1835286000.0,,,,458559000.0,-45578000.0,,,,,,157760000.0,2874823000.0,,,,,24000.0,,4603420000.0,,415431000.0,808000.0,-32078000.0,,0.0,0.0,,,,3239886000.0,3780467000.0,,,,,739174000.0,,500000000.0,,44001000.0,2377597000.0,,6221000.0,,-917532000.0,-91555000.0,,,,1780341000.0,941150000.0,-123973000.0,,350061000.0,,,,,,2965848000.0,,-168704000.0,,,,,-443615000.0,485711000.0,2.32,27252000.0,,,,,,,,,66078000.0,,1521609000.0,,,365063000.0,0.0,,104000.0,,,,,6279000.0,,686587000.0,-39723000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,12387060000.0,236834000.0,182145000.0,,4508370000.0,592701000.0,468508000.0,,-307605000.0,-148933000.0,641876000.0,8228865000.0,,7195000.0,1323672000.0,,,,,7878690000.0,18515628000.0,5539589000.0,377964000.0,,152252000.0,2846729000.0,18515628000.0,500000000.0,55159000.0,,3749054000.0,408380000.0,,0.0,3545001000.0,,1756531000.0,,1837936000.0,-98160000.0,12976039000.0,-175775000.0,1088824000.0,416764000.0,,845450000.0,-312089000.0,15294000.0,845450000.0,0.0,,1881930000.0,5999205000.0,-15627000.0,0.0,12387060000.0,-15338000.0,889544000.0,2846729000.0,52875000.0,55159000.0,,4522335000.0,45405000.0,0.35,328602000.0,182145000.0,1264819000.0,1865995000.0,4069000.0,,5539589000.0,,3545001000.0,3749054000.0,4508370000.0,572717000.0,1799154000.0,7878690000.0,377964000.0,1767307000.0,2308536000.0,2846729000.0,-102212000.0,1264819000.0,1865995000.0,468508000.0,0.0,1102739000.0,437278000.0,-45512000.0,,8303313000.0,1488020000.0,0.0,151619000.0,155974000.0,3239886000.0,12976039000.0,1575258000.0,-77537000.0,,24000.0,,4522335000.0,0.0,75906000.0,0.0,-346000.0,3315237000.0,0.0,0.0,,1796811000.0,-2055720000.0,2846729000.0,3315237000.0,,,,3630978000.0,181028000.0,,500000000.0,408380000.0,52073000.0,2308536000.0,2.49,-27477000.0,33374000.0,-435634000.0,-14031000.0,-2055720000.0,156385000.0,,1837936000.0,-172998000.0,-148933000.0,-170639000.0,372156000.0,,371359000.0,7661437000.0,,,2319208000.0,,-184734000.0,-710330000.0,,,-1582390000.0,-122871000.0,114623000.0,0.36,33374000.0,,3630978000.0,328602000.0,,687514000.0,,,,23031000.0,-455668000.0,1575258000.0,2.42,1049918000.0,-393157000.0,0.0,,-6044000.0,-1811355000.0,1386787000.0,10059844000.0,24000.0,45758000.0,-103308000.0,364813000.0,-158039000.0,-43303000.0,181712000.0,149350000.0,8228865000.0,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,,239000000.0,-8000000.0,,4630000000.0,,1031000000.0,,1484000000.0,,,8251000000.0,,,1718000000.0,,,,,9991000000.0,,7431000000.0,,,151817000.0,,20429000000.0,,-137000000.0,,,432000000.0,,,,,,,,-867000000.0,12998000000.0,,,,,,,-89000000.0,858000000.0,,,2021000000.0,,-8000000.0,,14621000000.0,,,,-149000000.0,-137000000.0,,,,-0.91,405000000.0,,,,36000000.0,,,,6335000000.0,3771000000.0,,,,,,2186000000.0,,3646000000.0,-728000000.0,597000000.0,2253000000.0,,,,487000000.0,-46000000.0,,,,,,151817000.0,2917000000.0,,,,,0.0,,4195000000.0,,-169000000.0,6000000.0,,,,,,,,3423000000.0,4454000000.0,,,,,325000000.0,,500000000.0,,51000000.0,2243000000.0,,-345000000.0,,1501000000.0,88000000.0,,,,1713000000.0,-236000000.0,,,396000000.0,,,,,,2508000000.0,,-192000000.0,,,,,1676000000.0,-165000000.0,-0.91,8000000.0,,,,,,,,,-20000000.0,,1627000000.0,,,729000000.0,,,-3000000.0,,,,,50000000.0,,121000000.0,-202000000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,241000000.0,-116000000.0,,4505000000.0,,1491000000.0,,596000000.0,,,8139000000.0,,,1738000000.0,,,,,10497000000.0,,7794000000.0,,,150076000.0,,20554000000.0,,1000000.0,,,440000000.0,,,,,,,,-802000000.0,12760000000.0,,,,,,,280000000.0,758000000.0,,,2382000000.0,,2000000.0,,15002000000.0,,,,-9000000.0,1000000.0,,,,0.01,314000000.0,,,,-151000000.0,,,,6566000000.0,3731000000.0,,,,,,2210000000.0,,3412000000.0,-706000000.0,692000000.0,2359000000.0,,,,498000000.0,-45000000.0,,,,,,152617000.0,3646000000.0,,,,,0.0,,3967000000.0,,-14000000.0,0.0,,,,,,,,3072000000.0,4563000000.0,,,,,315000000.0,,500000000.0,,51000000.0,2157000000.0,,-131000000.0,,362000000.0,-94000000.0,,,,1811000000.0,-220000000.0,,,400000000.0,,,,,,2880000000.0,,-219000000.0,,,,,815000000.0,172000000.0,0.01,19000000.0,,,,,,,,,-5000000.0,,1689000000.0,,,-234000000.0,,,24000000.0,,,,,50000000.0,,278000000.0,-224000000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,242000000.0,349000000.0,,4451000000.0,,458000000.0,,-594000000.0,,,8157000000.0,,,1625000000.0,,,,,8763000000.0,,6172000000.0,,,149482000.0,,19141000000.0,,525000000.0,,,455000000.0,,,,,,,,-45000000.0,12969000000.0,,,,,,,22000000.0,717000000.0,,,2772000000.0,,-59000000.0,,13214000000.0,,,,531000000.0,525000000.0,,,,3.43,250000000.0,,,,-47000000.0,,,,5141000000.0,3727000000.0,,,,,,2100000000.0,,3109000000.0,779000000.0,695000000.0,2294000000.0,,,,504000000.0,-47000000.0,,,,,,153153000.0,3412000000.0,,,,,0.0,,4386000000.0,,612000000.0,35000000.0,-40000000.0,,,,,,,2920000000.0,3378000000.0,,,,,1052000000.0,,,,47000000.0,2101000000.0,,60000000.0,,-959000000.0,-275000000.0,,,,1877000000.0,-698000000.0,,,404000000.0,,,,,,3276000000.0,,-223000000.0,,,,,-371000000.0,672000000.0,3.51,175000000.0,,,,,,,,,81000000.0,,1769000000.0,,,-303000000.0,,,6000000.0,,,,,54000000.0,,901000000.0,-194000000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,12382000000.0,279000000.0,297000000.0,,4322000000.0,382000000.0,28000000.0,,-389000000.0,,842000000.0,8120000000.0,,38000000.0,1435000000.0,,,,,8060000000.0,18033000000.0,5197000000.0,406000000.0,,148509000.0,2705000000.0,18033000000.0,,17000000.0,,3717000000.0,506000000.0,,,4691000000.0,,1965000000.0,,1699000000.0,-89000000.0,12836000000.0,-186000000.0,1097000000.0,485000000.0,,778000000.0,-923000000.0,-151000000.0,778000000.0,,,2083000000.0,6516000000.0,-12000000.0,,12382000000.0,22000000.0,1001000000.0,2443000000.0,25000000.0,17000000.0,,4104000000.0,87000000.0,0.11,69000000.0,297000000.0,808000000.0,2151000000.0,-76000000.0,,5197000000.0,,4691000000.0,3717000000.0,4322000000.0,62000000.0,1975000000.0,8060000000.0,406000000.0,1920000000.0,1992000000.0,2705000000.0,96000000.0,808000000.0,2151000000.0,28000000.0,31000000.0,2137000000.0,476000000.0,-48000000.0,,9258000000.0,1676000000.0,-500000000.0,149961000.0,151358000.0,3109000000.0,12836000000.0,1877000000.0,-238000000.0,,0.0,,4104000000.0,,56000000.0,-3000000.0,-13000000.0,2471000000.0,,0.0,,2917000000.0,-2552000000.0,2443000000.0,2471000000.0,,,,4429000000.0,445000000.0,,,506000000.0,41000000.0,1992000000.0,2.71,134000000.0,74000000.0,-522000000.0,-27000000.0,-2552000000.0,152889000.0,,1699000000.0,-335000000.0,,-53000000.0,417000000.0,,398000000.0,8416000000.0,0.0,,2559000000.0,,-244000000.0,-878000000.0,,,-559000000.0,-145000000.0,163000000.0,0.11,74000000.0,,4429000000.0,69000000.0,,-1489000000.0,,,,31000000.0,-282000000.0,1877000000.0,2.65,-212000000.0,-404000000.0,,,-5000000.0,-1803000000.0,1617000000.0,11223000000.0,0.0,49000000.0,-308000000.0,376000000.0,-303000000.0,-77000000.0,190000000.0,203000000.0,8120000000.0,,,,,,,,,,,,
1970-01-01 00:00:01.553990400,,228000000.0,156000000.0,,4603000000.0,,466000000.0,,1875000000.0,,,8109000000.0,,,1736000000.0,,,,,10726000000.0,,7702000000.0,,,147882000.0,,20963000000.0,,-103000000.0,,,332000000.0,,,,,,,,-438000000.0,13261000000.0,,,,,,,185000000.0,804000000.0,537000000.0,,2096000000.0,,2000000.0,,15329000000.0,,,,-100000000.0,-103000000.0,,,,-0.69,66000000.0,,,,10000000.0,,,,7145000000.0,3704000000.0,,,,,,2217000000.0,,4158000000.0,-706000000.0,787000000.0,2617000000.0,,,,513000000.0,-47000000.0,,,,,,147882000.0,2705000000.0,,,,,0.0,,4083000000.0,,-141000000.0,6000000.0,,,,,,,,3708000000.0,4174000000.0,,,,,0.0,,,,41000000.0,1936000000.0,,-468000000.0,,1979000000.0,17000000.0,,,,1736000000.0,21000000.0,,,429000000.0,,,,,,2609000000.0,,-274000000.0,,,,,2149000000.0,-121000000.0,-0.69,25000000.0,,2365000000.0,,,,,,,-41000000.0,,2365000000.0,,,1453000000.0,,,-7000000.0,,,,,56000000.0,,128000000.0,-25000000.0,,,,,,,,,,,,,,,,
