,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyBasicEPS,annualCashAndCashEquivalents,quarterlyEbitda,annualCurrentAccruedExpenses,annualCurrentDebt,annualInvestmentsAndAdvances,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyGrossProfit,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,annualDeferredIncomeTax,trailingOperatingExpense,annualOtherNonCurrentAssets,quarterlyCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyRetainedEarnings,trailingCostOfRevenue,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualBasicEPS,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyChangeInInventory,quarterlyLongTermDebt,annualCommonStockIssuance,annualAccountsReceivable,annualFreeCashFlow,annualBeginningCashPosition,annualNetIncome,annualCashDividendsPaid,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,annualTotalNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualTaxProvision,annualOtherNonCashItems,annualOtherCurrentAssets,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualChangeInInventory,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,annualCapitalStock,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyInventory,annualDilutedAverageShares,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualOtherIntangibleAssets,annualGrossProfit,quarterlyOperatingCashFlow,annualDilutedEPS,quarterlyChangeInCashSupplementalAsReported,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualBasicAverageShares,quarterlyTaxProvision,quarterlyDilutedEPS,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,annualOtherCurrentLiabilities,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,annualPretaxIncome,annualInterestExpense,annualRepaymentOfDebt,quarterlyFreeCashFlow,annualGoodwill,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualOtherIncomeExpense,annualOperatingIncome,trailingGrossProfit,annualCapitalExpenditure,annualInvestingCashFlow,quarterlySaleOfInvestment,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,annualAccountsPayable,quarterlyBeginningCashPosition,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,trailingInterestExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingTotalRevenue,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingCommonStockIssuance,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingChangesInAccountReceivables,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualOtherShortTermInvestments,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
607305600,,,493800000.0,,,,0.01125,,493800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493800000.0,,,,,,,414240000.0,,,,,,,,,,,,,,,,,,37000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,,,572800000.0,,,,0.013125,,572800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572800000.0,,,,,,,422352000.0,,,,,,,,,,,,,,,,,,44400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422352000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,,,546900000.0,,,,0.011875,,98100000.0,,,,,797400000.0,,202800000.0,,,40900000.0,,,,,,,806100000.0,,359100000.0,,,729400000.0,,,,,,,,,,,,,,76200000.0,746400000.0,,,,344100000.0,,428972000.0,,,,,,,832700000.0,,,340300000.0,,,,,,,126600000.0,40900000.0,,,104700000.0,31400000.0,40900000.0,,,,,,,56800000.0,,,438300000.0,,,,31500000.0,,,,,8500000.0,,,-337400000.0,146400000.0,66600000.0,,,,-300000.0,,,,352700000.0,,,,,,,,,,,,214200000.0,,26500000.0,0.011875,,,392000000.0,67400000.0,,,,,,,,,,,,1630100000.0,,285600000.0,824000000.0,,,,,,,,,,27500000.0,27500000.0,428972000.0,,,,,,,113400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631065600,,,559200000.0,1000000.0,163800000.0,,,30900000.0,94600000.0,,36100000.0,,,816900000.0,-53300000.0,204100000.0,,1367000000.0,41500000.0,0.0,,-8000000.0,6300000.0,,161200000.0,824200000.0,502600000.0,383800000.0,,,768300000.0,,-354700000.0,,4800000.0,,433100000.0,,4000000.0,,-39600000.0,,824200000.0,816900000.0,74400000.0,771800000.0,,5600000.0,,355100000.0,163800000.0,,,-34300000.0,,,0.048125,,871100000.0,771800000.0,-2200000.0,334400000.0,8300000.0,,139200000.0,26700000.0,163800000.0,-28700000.0,129700000.0,41500000.0,863800000.0,,109500000.0,26000000.0,41500000.0,417900000.0,,105200000.0,6100000.0,47900000.0,1688000000.0,47900000.0,871100000.0,334400000.0,433100000.0,383800000.0,-13700000.0,84700000.0,36100000.0,4200000.0,-13000000.0,-15000000.0,365200000.0,8000000.0,,-3400000.0,-354700000.0,161200000.0,72700000.0,,,,-800000.0,,,,365200000.0,429328000.0,413600000.0,30900000.0,223500000.0,289000000.0,805700000.0,73200000.0,0.0475,3400000.0,387800000.0,72700000.0,224900000.0,429328000.0,24100000.0,,,,413600000.0,65600000.0,224900000.0,768300000.0,,,4200000.0,-208300000.0,269000000.0,31000000.0,,60200000.0,,1688000000.0,26000000.0,289000000.0,863800000.0,-3100000.0,303100000.0,,-84300000.0,-287500000.0,,2172700000.0,,20200000.0,30900000.0,30900000.0,,122800000.0,0.0,0.0,71400000.0,,,122800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638841600,,,567700000.0,,,,0.011875,,100400000.0,,,,,887900000.0,-63800000.0,217000000.0,,,40600000.0,0.0,,-8100000.0,,,,907400000.0,,431900000.0,,,811300000.0,,,,3000000.0,,,,500000.0,,,,,,76900000.0,804300000.0,,-1100000.0,,350700000.0,,422352000.0,,-38900000.0,,,,,913900000.0,,-14800000.0,354300000.0,,,,,,,140100000.0,40600000.0,,,116600000.0,30100000.0,40600000.0,,,,,,,49400000.0,,,456000000.0,,,,33800000.0,2700000.0,-29200000.0,10400000.0,,8000000.0,,0.0,-379100000.0,155300000.0,71600000.0,,,,-1200000.0,,,,405800000.0,,,,,,,67700000.0,,7900000.0,,,268500000.0,,27100000.0,0.011875,,,432200000.0,67700000.0,,,,,,,,,,38500000.0,,1801800000.0,,306900000.0,894400000.0,,,,,,,,,23500000.0,38800000.0,38800000.0,422352000.0,,30900000.0,,,,,129600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646704000,,,652600000.0,,,,0.014375,,114500000.0,,,,,1079900000.0,-146000000.0,243600000.0,,,49900000.0,0.0,,-8000000.0,,,,1056400000.0,,498800000.0,,,868100000.0,,,,-5100000.0,,,,-35900000.0,,,,,,90200000.0,856700000.0,,-2300000.0,,409000000.0,,432864000.0,,-129100000.0,,,,,968900000.0,,-2300000.0,477000000.0,,,,,,,153400000.0,49900000.0,,,129500000.0,34500000.0,49900000.0,,,,,,,57400000.0,,,581100000.0,,,,45300000.0,1900000.0,-22000000.0,114900000.0,,10400000.0,,-1600000.0,-392900000.0,200500000.0,69600000.0,,,,2600000.0,,,,460700000.0,,,,,,,30800000.0,,9700000.0,,,307100000.0,,32500000.0,0.014375,,,475200000.0,82400000.0,,,,,,,,,,8800000.0,,2048800000.0,,316700000.0,992400000.0,,,,,,,,,24300000.0,48400000.0,48400000.0,432864000.0,,0.0,,,,,146400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,,,647300000.0,,,,0.013125,,114500000.0,,,,,1086800000.0,-44500000.0,241800000.0,,,46200000.0,0.0,,-9900000.0,,,,1106300000.0,,510500000.0,,,940300000.0,,,,6400000.0,,,,1300000.0,,,,,,88400000.0,892400000.0,,-1200000.0,,405500000.0,,438292000.0,,-14300000.0,,,,,1056400000.0,,-6900000.0,467500000.0,,,,,,,153400000.0,46200000.0,,,127400000.0,38500000.0,46200000.0,,,,,,,56200000.0,,,576300000.0,,,,47200000.0,100000.0,-30900000.0,-20400000.0,,9600000.0,,100000.0,-424200000.0,202800000.0,70300000.0,,,,-2300000.0,,,,484100000.0,,,,,,,77600000.0,,14200000.0,,,305100000.0,,30200000.0,0.013125,,,516100000.0,76400000.0,,,,,,,,,,46700000.0,,2143200000.0,,318000000.0,1036900000.0,,,,,,,,,26100000.0,62700000.0,62700000.0,438292000.0,,0.0,,,,,158200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,,,676600000.0,1100000.0,182400000.0,,,46800000.0,117500000.0,,65300000.0,,,1058500000.0,-41600000.0,254300000.0,,1587100000.0,45700000.0,0.0,,-9900000.0,-4500000.0,,228400000.0,1143500000.0,612400000.0,528400000.0,,,916800000.0,,-433300000.0,,-500000.0,,530100000.0,,-3600000.0,,-37700000.0,,1143500000.0,1058500000.0,89300000.0,918600000.0,,100000.0,,422300000.0,182400000.0,,,-18300000.0,,,0.0525,,1091800000.0,918600000.0,18600000.0,430600000.0,7800000.0,,146300000.0,30900000.0,182400000.0,-35900000.0,165000000.0,45700000.0,1006800000.0,,136800000.0,36700000.0,45700000.0,510300000.0,,117500000.0,3800000.0,154600000.0,2150300000.0,154600000.0,1091800000.0,430600000.0,530100000.0,528400000.0,-5400000.0,102100000.0,65300000.0,3100000.0,-19100000.0,-46600000.0,468000000.0,11100000.0,,2600000.0,-433300000.0,228400000.0,62800000.0,,,,-4800000.0,,,,468000000.0,438436000.0,483500000.0,46800000.0,247500000.0,294900000.0,957100000.0,71400000.0,0.051875,-15900000.0,446800000.0,62800000.0,305600000.0,438436000.0,27700000.0,,,,483500000.0,73400000.0,305600000.0,916800000.0,,,15900000.0,-200600000.0,299900000.0,39200000.0,,52300000.0,,2150300000.0,36700000.0,294900000.0,1006800000.0,-5600000.0,344700000.0,,-101200000.0,-295900000.0,,2544200000.0,,28200000.0,46800000.0,46800000.0,,157500000.0,0.0,0.0,58300000.0,,,157500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670377600,,,608200000.0,,,,0.011875,,98100000.0,,,,,996300000.0,27400000.0,226300000.0,,,41200000.0,0.0,,-9900000.0,,,,1078600000.0,,514200000.0,,,933600000.0,,,,-3000000.0,,,,-24800000.0,,,,,,72000000.0,949900000.0,,-400000.0,,381900000.0,,439400000.0,,51300000.0,,,,,1126100000.0,,-10000000.0,384800000.0,,,,,,,154300000.0,41200000.0,,,128200000.0,35200000.0,41200000.0,,,,,,,85300000.0,,,482100000.0,,,,56900000.0,2400000.0,-26200000.0,-62700000.0,,10800000.0,,-8200000.0,-447100000.0,257700000.0,62100000.0,,,,6500000.0,,,,471900000.0,,,,,,,41200000.0,,4800000.0,,,324000000.0,,26400000.0,0.011875,,,486500000.0,67600000.0,,,,,,,,,,15000000.0,,2122400000.0,,299600000.0,1043800000.0,,,,,,,,,26100000.0,51500000.0,51500000.0,439400000.0,,46800000.0,,,,,133300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,,673100000.0,,,,0.01375,,113700000.0,,,,,1022100000.0,-86600000.0,255100000.0,,,47300000.0,0.0,,-9900000.0,,,,1065600000.0,,493100000.0,,,955000000.0,,,,-2700000.0,,,,10200000.0,,,,,,86300000.0,998800000.0,,-1300000.0,,418000000.0,,441848000.0,,-60600000.0,,,,,1146700000.0,,41700000.0,435100000.0,,,,,,,168800000.0,47300000.0,,,141400000.0,34100000.0,47300000.0,,,,,,,74900000.0,,,529000000.0,,,,53100000.0,2100000.0,-30400000.0,28600000.0,,10600000.0,,3200000.0,-459900000.0,267800000.0,59800000.0,,,,600000.0,,,,435800000.0,,,,,,,80900000.0,,18200000.0,,,300600000.0,,29000000.0,0.01375,,,495100000.0,76300000.0,,,,,,,,,,50500000.0,,2168800000.0,,340300000.0,1103200000.0,,,,,,,,,27400000.0,69800000.0,69800000.0,441848000.0,,0.0,,,,,139400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,654200000.0,,,,0.013125,,107300000.0,,,,,970900000.0,-15100000.0,240600000.0,,,45000000.0,0.0,,-12100000.0,,,,1041400000.0,,702000000.0,,,958300000.0,,,,-2400000.0,,,,2300000.0,,,,,,80200000.0,1031700000.0,,-1700000.0,,413600000.0,,443064000.0,,6500000.0,,,,,1180400000.0,,23400000.0,176400000.0,,,,,,,160400000.0,45000000.0,,,133300000.0,34300000.0,45000000.0,,,,,,,82300000.0,,,268900000.0,,,,284600000.0,1900000.0,-22900000.0,-44800000.0,,10800000.0,,-1700000.0,-464100000.0,266900000.0,58200000.0,,,,2500000.0,,,,412100000.0,,,,,,,72100000.0,,8200000.0,,,282300000.0,,26900000.0,0.013125,,,494200000.0,71900000.0,,,,,,,,,,49200000.0,,2151300000.0,,348800000.0,1109900000.0,,,,,,,,,27100000.0,77900000.0,77900000.0,443064000.0,,0.0,,,,,135100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,,,704200000.0,-47300000.0,180600000.0,,,93100000.0,119200000.0,,182100000.0,,,1045000000.0,-24400000.0,269200000.0,,1648500000.0,47100000.0,0.0,,-12200000.0,-4100000.0,,293000000.0,1088000000.0,668300000.0,646000000.0,,,1014600000.0,,-488900000.0,,13900000.0,,399000000.0,,2600000.0,,-9700000.0,,1088000000.0,1045000000.0,84400000.0,1060900000.0,,-700000.0,,435000000.0,180600000.0,,,-14300000.0,,,0.050625,,1212100000.0,1060900000.0,11700000.0,307100000.0,9500000.0,,172100000.0,46800000.0,180600000.0,-44100000.0,184800000.0,47100000.0,1169100000.0,,150000000.0,33100000.0,47100000.0,552900000.0,,107200000.0,5800000.0,84700000.0,2257100000.0,84700000.0,1212100000.0,307100000.0,399000000.0,646000000.0,66800000.0,115400000.0,182100000.0,3100000.0,-26500000.0,-49600000.0,427200000.0,12000000.0,,-40600000.0,-488900000.0,293000000.0,58800000.0,,,,-400000.0,,,,427200000.0,445744000.0,525700000.0,93100000.0,278100000.0,350400000.0,991200000.0,83900000.0,0.050625,15100000.0,438300000.0,58800000.0,308900000.0,445744000.0,24900000.0,,,,525700000.0,72000000.0,308900000.0,1014600000.0,,,46300000.0,-17100000.0,287800000.0,44300000.0,,57400000.0,,2257100000.0,33100000.0,350400000.0,1169100000.0,9200000.0,322900000.0,,-106000000.0,-98700000.0,,2639700000.0,,34800000.0,93100000.0,93100000.0,,155000000.0,0.0,0.0,-128500000.0,,,155000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,669500000.0,,,,0.01125,,110800000.0,,,,,1001400000.0,-38700000.0,256000000.0,,,40200000.0,0.0,,-12300000.0,,,,1073500000.0,,607700000.0,,,1020700000.0,,,,-700000.0,,,,-36200000.0,,,,,,79300000.0,1088900000.0,,-3800000.0,,413500000.0,,446832000.0,,-20100000.0,,,,,1250000000.0,,-11300000.0,308400000.0,,,,,,,176700000.0,40200000.0,,,145200000.0,30500000.0,40200000.0,,,,,,,82400000.0,,,393700000.0,,,,160500000.0,3500000.0,-23800000.0,-31800000.0,,12300000.0,,-2000000.0,-502700000.0,306200000.0,54800000.0,,,,-2000000.0,,,,436700000.0,,,,,,,31200000.0,,-39800000.0,,,297500000.0,,24700000.0,0.01125,,,518000000.0,64900000.0,,,,,,,,,,7400000.0,,2251400000.0,,353700000.0,1177900000.0,,,,,,,,,31500000.0,53300000.0,53300000.0,446832000.0,,93100000.0,,,,,149700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,717100000.0,,,,0.014375,,128200000.0,,,,,1018900000.0,-45400000.0,274800000.0,,,51200000.0,0.0,,-12300000.0,,,,1110200000.0,,623000000.0,,,1049900000.0,,,,4100000.0,,,,13800000.0,,,,,,97600000.0,1127500000.0,,-1700000.0,,442300000.0,,447024000.0,,-23000000.0,,,,,1286400000.0,,14200000.0,308300000.0,,,,,,,177200000.0,51200000.0,,,146600000.0,34400000.0,51200000.0,,,,,,,89400000.0,,,395900000.0,,,,140300000.0,800000.0,-27600000.0,-45300000.0,,12500000.0,,-8100000.0,-522900000.0,308600000.0,53200000.0,,,,-2600000.0,,,,432000000.0,,,,,,,96000000.0,,6800000.0,,,336500000.0,,31300000.0,0.014375,,,527000000.0,82500000.0,,,,,,,,,,68400000.0,,2305300000.0,,359500000.0,1195100000.0,,,,,,,,,30600000.0,60100000.0,60100000.0,447024000.0,,0.0,,,,,146200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,710600000.0,,,,0.01375,,123400000.0,,,,,977400000.0,-37700000.0,272000000.0,,,49100000.0,0.0,,-12300000.0,,,,1133300000.0,,630200000.0,,,1114800000.0,,,,-5500000.0,,,,34700000.0,,,,,,90700000.0,1176600000.0,,-2400000.0,,438600000.0,,447344000.0,,-9100000.0,,,,,1375500000.0,,12500000.0,257800000.0,,,,,,,181300000.0,49100000.0,,,148600000.0,37400000.0,49100000.0,,,,,,,88300000.0,,,347200000.0,,,,134700000.0,600000.0,-32400000.0,-77500000.0,,10300000.0,,-900000.0,-564400000.0,311500000.0,52000000.0,,,,-1200000.0,,,,441000000.0,,,,,,,109200000.0,,700000.0,,,351000000.0,,30000000.0,0.01375,,,550400000.0,79100000.0,,,,,,,,,,76800000.0,,2352900000.0,,357700000.0,1219600000.0,,,,,,,,,32700000.0,60800000.0,60800000.0,447344000.0,,0.0,,,,,144500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,,,714400000.0,-19400000.0,192100000.0,,,31200000.0,125300000.0,,83300000.0,,,864500000.0,-39500000.0,271700000.0,,1737100000.0,51600000.0,0.0,,-13400000.0,-4100000.0,,318700000.0,1004800000.0,712100000.0,512700000.0,,,1073300000.0,,-549200000.0,,9900000.0,,351800000.0,,-20900000.0,,-8600000.0,,1004800000.0,864500000.0,94800000.0,1201500000.0,,3800000.0,,442700000.0,192100000.0,,,-59600000.0,,,0.05375,,1339700000.0,1201500000.0,11300000.0,252000000.0,11000000.0,,248800000.0,93100000.0,192100000.0,-50300000.0,176900000.0,51600000.0,1199400000.0,,146400000.0,45700000.0,51600000.0,586800000.0,,117700000.0,7800000.0,80800000.0,2204200000.0,80800000.0,1339700000.0,252000000.0,351800000.0,512700000.0,26700000.0,125300000.0,83300000.0,6100000.0,21300000.0,-55900000.0,400600000.0,7800000.0,,-8400000.0,-549200000.0,318700000.0,54100000.0,,,,-3900000.0,,,,400600000.0,448624000.0,524100000.0,31200000.0,311300000.0,356600000.0,1074500000.0,74900000.0,0.053125,-29600000.0,487700000.0,54100000.0,291200000.0,448624000.0,31700000.0,,,,524100000.0,83300000.0,291200000.0,1073300000.0,,,-61900000.0,-111800000.0,309800000.0,42900000.0,,96200000.0,,2204200000.0,45700000.0,356600000.0,1199400000.0,-9800000.0,362400000.0,,-62500000.0,-161300000.0,,2811600000.0,,30500000.0,31200000.0,31200000.0,,138200000.0,0.0,0.0,-210500000.0,,,138200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,750000000.0,,,,0.011875,,112200000.0,,,,,1250200000.0,-259200000.0,272400000.0,,,42000000.0,0.0,,-13500000.0,,,,1155600000.0,,670700000.0,,,1142800000.0,,,,-1900000.0,,,,-26900000.0,,,,,,80100000.0,1013300000.0,,-2100000.0,,477600000.0,,450920000.0,,-100000.0,,,,,1142800000.0,,-14200000.0,384600000.0,,,,,,,192300000.0,42000000.0,,,160200000.0,84100000.0,42000000.0,,,,,,,108600000.0,,,579500000.0,,,,230400000.0,2800000.0,-261500000.0,253400000.0,,8000000.0,,-6000000.0,-585700000.0,326000000.0,110800000.0,,,,-4300000.0,,,,442200000.0,,,,,,,44000000.0,,35600000.0,,,289400000.0,,25800000.0,0.011875,,,557100000.0,67800000.0,,,,,,,,,,-217500000.0,,2393000000.0,,354300000.0,1237400000.0,,,,,,,,,32100000.0,66800000.0,66800000.0,450920000.0,,31200000.0,,,,,150900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,,829300000.0,,,,0.03125,,142300000.0,,,,,1251400000.0,-57500000.0,307300000.0,,,54800000.0,0.0,,-13500000.0,,,,1191700000.0,,678600000.0,,,1193200000.0,,,,-1100000.0,,,,-31800000.0,,,,,,106500000.0,1054100000.0,,-900000.0,,522000000.0,,451012000.0,,100000.0,,,,,1206900000.0,,18000000.0,376600000.0,,,,,,,200800000.0,54800000.0,,,165000000.0,85400000.0,54800000.0,,,,,,,112600000.0,,,572800000.0,,,,234100000.0,800000.0,-58000000.0,-17600000.0,,11700000.0,,4000000.0,-622700000.0,330900000.0,110800000.0,,,,-6400000.0,,,,435200000.0,,,,,,,57000000.0,,-14500000.0,,,298000000.0,,33500000.0,0.03125,,,570500000.0,88300000.0,,,,,,,,,,-1000000.0,,2458300000.0,,365200000.0,1266600000.0,,,,,,,,,35800000.0,52300000.0,52300000.0,451012000.0,,0.0,,,,,146500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,,779500000.0,,,,0.02875,,135500000.0,,,,,1139000000.0,-32300000.0,288000000.0,,,50900000.0,0.0,,-13500000.0,,,,1123200000.0,,563300000.0,,,1199500000.0,,,,-100000.0,,,,8600000.0,,,,,,96600000.0,1105100000.0,,3600000.0,,491500000.0,,451308000.0,,-272400000.0,,,,,1231200000.0,,1100000.0,378800000.0,,,,,,,191400000.0,50900000.0,,,152500000.0,83200000.0,50900000.0,,,,,,,115500000.0,,,575700000.0,,,,142000000.0,1300000.0,238200000.0,-96300000.0,,9300000.0,,6500000.0,-644400000.0,325800000.0,113700000.0,,,,-3300000.0,,,,427000000.0,,,,,,,102200000.0,,-29800000.0,,,287300000.0,,33200000.0,0.02875,,,555100000.0,84100000.0,,,,,,,,,,340400000.0,,2370200000.0,,366100000.0,1247000000.0,,,,,,,,,38900000.0,22500000.0,22500000.0,451308000.0,,0.0,,,,,134000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,,,800300000.0,0.0,206600000.0,,,35400000.0,121900000.0,,107100000.0,,,1078200000.0,-44600000.0,304300000.0,,1990600000.0,58800000.0,0.0,,-14700000.0,-13300000.0,,295700000.0,1093600000.0,790100000.0,546100000.0,,,1205900000.0,,-622100000.0,,15300000.0,,532100000.0,,23200000.0,,-26900000.0,,1093600000.0,1078200000.0,97000000.0,1129400000.0,,-13900000.0,,496000000.0,206600000.0,,,-17200000.0,,,0.11375,,1258700000.0,1129400000.0,18300000.0,375600000.0,8300000.0,,194200000.0,31200000.0,206600000.0,-55200000.0,207300000.0,58800000.0,1243300000.0,,182400000.0,64000000.0,58800000.0,658400000.0,,129300000.0,12200000.0,110100000.0,2336900000.0,110100000.0,1258700000.0,375600000.0,532100000.0,546100000.0,23200000.0,131700000.0,107100000.0,3400000.0,-38600000.0,-53300000.0,403900000.0,7700000.0,,-4500000.0,-622100000.0,295700000.0,92500000.0,,,,6200000.0,,,,403900000.0,453172000.0,583800000.0,35400000.0,314100000.0,363800000.0,1168600000.0,110900000.0,0.1125,12900000.0,510200000.0,92500000.0,289800000.0,453172000.0,36800000.0,,,,583800000.0,95600000.0,289800000.0,1205900000.0,,,4200000.0,-289600000.0,335900000.0,35000000.0,,72300000.0,,2336900000.0,64000000.0,363800000.0,1243300000.0,-7700000.0,378500000.0,,-119900000.0,-393600000.0,,3159200000.0,,24900000.0,35400000.0,35400000.0,,149200000.0,0.0,0.0,86200000.0,,,149200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
